"TOA5","CR1000-SALT","CR1000","86631","CR1000.Std.31.03","CPU:Sapflow_SERC.CR1","8974","Table1"
"TIMESTAMP","RECORD","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-06-21 17:30:00",2029,0.415,0.403,0.471,0.369,0.297,0.42,0.538,0.589
"2018-06-21 18:00:00",2030,0.423,0.412,0.479,0.372,0.308,0.427,0.544,0.587
"2018-06-21 18:30:00",2031,0.429,0.42,0.488,0.373,0.32,0.431,0.551,0.587
"2018-06-21 19:00:00",2032,0.444,0.434,0.51,0.382,0.333,0.448,0.565,0.593
"2018-06-21 19:30:00",2033,0.462,0.451,0.536,0.396,0.346,0.47,0.585,0.601
"2018-06-21 20:00:00",2034,0.481,0.465,0.56,0.414,0.357,0.504,0.604,0.605
"2018-06-21 20:30:00",2035,0.497,0.472,0.574,0.427,0.365,0.526,0.616,0.607
"2018-06-21 21:00:00",2036,0.506,0.474,0.584,0.434,0.369,0.543,0.623,0.609
"2018-06-21 21:30:00",2037,0.51,0.474,0.589,0.438,0.372,0.552,0.627,0.612
"2018-06-21 22:00:00",2038,0.512,0.473,0.593,0.439,0.373,0.558,0.629,0.614
"2018-06-21 22:30:00",2039,0.513,0.471,0.595,0.44,0.374,0.558,0.63,0.614
"2018-06-21 23:00:00",2040,0.513,0.47,0.596,0.44,0.375,0.559,0.631,0.615
"2018-06-21 23:30:00",2041,0.513,0.468,0.596,0.44,0.375,0.559,0.629,0.614
"2018-06-22 00:00:00",2042,0.513,0.467,0.596,0.441,0.375,0.56,0.629,0.615
"2018-06-22 00:30:00",2043,0.513,0.466,0.597,0.441,0.375,0.562,0.63,0.616
"2018-06-22 01:00:00",2044,0.513,0.466,0.597,0.442,0.375,0.563,0.631,0.617
"2018-06-22 01:30:00",2045,0.513,0.465,0.597,0.442,0.375,0.563,0.632,0.615
"2018-06-22 02:00:00",2046,0.512,0.464,0.598,0.442,0.375,0.564,0.632,0.616
"2018-06-22 02:30:00",2047,0.512,0.465,0.598,0.443,0.376,0.564,0.633,0.615
"2018-06-22 03:00:00",2048,0.513,0.465,0.599,0.443,0.376,0.565,0.633,0.616
"2018-06-22 03:30:00",2049,0.513,0.464,0.6,0.442,0.376,0.565,0.633,0.616
"2018-06-22 04:00:00",2050,0.512,0.465,0.598,0.443,0.376,0.565,0.634,0.617
"2018-06-22 04:30:00",2051,0.512,0.466,0.596,0.442,0.376,0.565,0.633,0.618
"2018-06-22 05:00:00",2052,0.51,0.466,0.593,0.442,0.377,0.561,0.632,0.618
"2018-06-22 05:30:00",2053,0.507,0.467,0.589,0.439,0.377,0.555,0.632,0.618
"2018-06-22 06:00:00",2054,0.499,0.465,0.579,0.43,0.377,0.536,0.626,0.616
"2018-06-22 06:30:00",2055,0.485,0.457,0.549,0.408,0.375,0.499,0.626,0.615
"2018-06-22 07:00:00",2056,0.473,0.449,0.526,0.393,0.372,0.487,0.62,0.613
"2018-06-22 07:30:00",2057,0.466,0.442,0.515,0.388,0.365,0.48,0.613,0.61
"2018-06-22 08:00:00",2058,0.467,0.443,0.521,0.395,0.355,0.486,0.61,0.611
"2018-06-22 08:30:00",2059,0.483,0.453,0.546,0.411,0.363,0.515,0.612,0.613
"2018-06-22 09:00:00",2060,0.489,0.453,0.554,0.414,0.368,0.528,0.605,0.61
"2018-06-22 09:30:00",2061,0.492,0.452,0.56,0.418,0.37,0.537,0.604,0.608
