startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-01-01T00:00:00Z","2019-01-01T00:30:00Z",99.44,99.37,99.50,0.00,1567,2.20,0.00,0,7.760,7.581,8.002,0.013,1567,0.190,0.003,0,7.629,7.448,7.879,0.014,1567,0.159,0.003,0
"2019-01-01T00:30:00Z","2019-01-01T01:00:00Z",99.47,99.41,99.51,0.00,1562,2.20,0.00,0,7.973,7.711,8.207,0.022,1562,0.190,0.004,1,7.848,7.577,8.084,0.023,1562,0.159,0.004,1
"2019-01-01T01:00:00Z","2019-01-01T01:30:00Z",99.49,99.45,99.56,0.00,1697,2.20,0.00,0,8.259,8.087,8.392,0.007,1697,0.190,0.002,0,8.135,7.958,8.275,0.008,1697,0.159,0.002,0
"2019-01-01T01:30:00Z","2019-01-01T02:00:00Z",99.49,99.42,99.54,0.00,1657,2.20,0.00,0,8.388,8.195,8.508,0.006,1657,0.190,0.002,0,8.264,8.062,8.389,0.007,1657,0.159,0.002,0
"2019-01-01T02:00:00Z","2019-01-01T02:30:00Z",99.41,99.40,99.42,0.00,76,2.20,0.00,1,8.069,7.985,8.195,0.004,1591,0.190,0.002,0,7.942,7.859,8.062,0.004,1591,0.159,0.002,0
"2019-01-01T02:30:00Z","2019-01-01T03:00:00Z",,,,,,,,1,8.064,8.001,8.110,0.001,1559,0.190,0.001,1,7.942,7.877,7.991,0.001,1559,0.159,0.001,1
"2019-01-01T03:00:00Z","2019-01-01T03:30:00Z",,,,,,,,1,8.065,8.011,8.140,0.002,1710,0.190,0.001,0,7.943,7.889,8.022,0.002,1710,0.159,0.001,0
"2019-01-01T03:30:00Z","2019-01-01T04:00:00Z",,,,,,,,1,8.059,7.996,8.088,0.001,1655,0.190,0.001,0,7.938,7.874,7.969,0.001,1655,0.159,0.001,0
"2019-01-01T04:00:00Z","2019-01-01T04:30:00Z",,,,,,,,1,8.021,7.980,8.048,0.000,1575,0.190,0.000,0,7.902,7.858,7.929,0.000,1575,0.159,0.000,0
"2019-01-01T04:30:00Z","2019-01-01T05:00:00Z",,,,,,,,1,8.026,8.003,8.067,0.000,1607,0.190,0.000,0,7.909,7.885,7.951,0.000,1607,0.159,0.000,0
"2019-01-01T05:00:00Z","2019-01-01T05:30:00Z",,,,,,,,1,8.145,8.047,8.342,0.007,1735,0.190,0.002,0,8.031,7.932,8.233,0.007,1735,0.159,0.002,0
"2019-01-01T05:30:00Z","2019-01-01T06:00:00Z",99.68,99.59,99.76,0.00,1507,2.20,0.00,0,9.059,8.343,9.955,0.264,1595,0.192,0.013,0,8.962,8.234,9.864,0.271,1595,0.161,0.013,0
"2019-01-01T06:00:00Z","2019-01-01T06:30:00Z",99.78,99.70,99.89,0.00,1571,2.20,0.00,0,11.435,9.955,13.048,0.771,1571,0.195,0.022,1,11.354,9.864,12.981,0.781,1571,0.165,0.022,1
"2019-01-01T06:30:00Z","2019-01-01T07:00:00Z",99.77,99.67,99.88,0.00,1612,2.20,0.00,0,13.950,12.833,15.157,0.337,1612,0.192,0.014,0,13.867,12.755,15.086,0.338,1612,0.162,0.014,0
"2019-01-01T07:00:00Z","2019-01-01T07:30:00Z",99.71,99.62,99.85,0.00,1720,2.20,0.00,0,15.247,14.390,16.041,0.179,1720,0.191,0.010,0,15.154,14.296,15.954,0.181,1720,0.160,0.010,0
"2019-01-01T07:30:00Z","2019-01-01T08:00:00Z",97.57,94.41,99.69,3.03,1608,2.20,0.04,0,16.129,15.711,16.578,0.035,1608,0.190,0.005,0,15.694,15.215,16.115,0.054,1608,0.166,0.006,0
