startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-03-01T00:00:00Z","2018-03-01T00:30:00Z",61.98,59.13,64.14,1.16,1573,2.20,0.03,0,10.259,10.073,10.494,0.012,1573,0.190,0.003,0,3.248,2.762,3.773,0.047,1573,0.241,0.005,0
"2018-03-01T00:30:00Z","2018-03-01T01:00:00Z",64.51,61.04,66.61,1.37,1649,2.20,0.03,0,9.843,9.563,10.161,0.034,1649,0.190,0.005,0,3.420,2.881,3.881,0.042,1649,0.235,0.005,0
"2018-03-01T01:00:00Z","2018-03-01T01:30:00Z",65.62,63.03,68.28,0.93,1633,2.20,0.02,0,9.542,9.319,9.814,0.014,1633,0.190,0.003,0,3.376,2.931,3.809,0.027,1633,0.228,0.004,0
"2018-03-01T01:30:00Z","2018-03-01T02:00:00Z",67.05,65.34,68.97,0.73,1583,2.20,0.02,0,9.378,9.235,9.493,0.005,1583,0.190,0.002,0,3.525,3.060,4.006,0.038,1583,0.221,0.005,0
"2018-03-01T02:00:00Z","2018-03-01T02:30:00Z",68.31,65.28,71.40,1.85,1679,2.20,0.03,0,9.143,8.948,9.289,0.009,1679,0.190,0.002,0,3.563,2.988,4.144,0.073,1679,0.222,0.007,0
"2018-03-01T02:30:00Z","2018-03-01T03:00:00Z",69.28,67.18,71.69,0.90,1565,2.20,0.02,0,9.117,8.978,9.277,0.006,1565,0.190,0.002,0,3.740,3.404,4.227,0.039,1565,0.216,0.005,0
"2018-03-01T03:00:00Z","2018-03-01T03:30:00Z",69.54,67.07,72.00,1.53,1665,2.20,0.03,0,9.293,9.090,9.439,0.006,1665,0.190,0.002,0,3.961,3.425,4.467,0.067,1665,0.217,0.006,0
"2018-03-01T03:30:00Z","2018-03-01T04:00:00Z",74.26,71.44,75.69,1.02,1591,2.20,0.03,0,8.830,8.686,9.311,0.025,1591,0.190,0.004,0,4.452,4.226,4.653,0.010,1591,0.205,0.002,0
"2018-03-01T04:00:00Z","2018-03-01T04:30:00Z",75.50,73.61,77.33,0.55,1619,2.20,0.02,0,9.042,8.763,10.021,0.080,1619,0.191,0.007,0,4.895,4.499,5.550,0.059,1619,0.201,0.006,0
"2018-03-01T04:30:00Z","2018-03-01T05:00:00Z",76.48,73.40,79.00,2.63,1632,2.20,0.04,0,9.396,9.058,10.014,0.045,1632,0.190,0.005,0,5.422,5.074,5.744,0.028,1632,0.201,0.004,0
"2018-03-01T05:00:00Z","2018-03-01T05:30:00Z",77.92,75.37,80.04,1.38,1595,2.20,0.03,0,9.434,8.986,9.782,0.080,1595,0.191,0.007,0,5.728,5.405,5.968,0.015,1595,0.197,0.003,0
"2018-03-01T05:30:00Z","2018-03-01T06:00:00Z",75.06,71.55,77.62,2.74,1671,2.20,0.04,0,9.945,9.387,10.667,0.170,1671,0.191,0.010,0,5.681,5.364,6.068,0.024,1671,0.206,0.004,0
"2018-03-01T06:00:00Z","2018-03-01T06:30:00Z",78.51,76.76,80.47,1.00,1572,2.20,0.03,0,9.139,8.774,9.431,0.037,1572,0.190,0.005,1,5.551,5.393,5.738,0.004,1572,0.194,0.001,1
"2018-03-01T06:30:00Z","2018-03-01T07:00:00Z",82.05,80.01,83.61,0.99,1684,2.20,0.02,0,8.373,8.030,8.772,0.048,1684,0.190,0.005,0,5.441,5.325,5.554,0.004,1684,0.187,0.002,0
"2018-03-01T07:00:00Z","2018-03-01T07:30:00Z",81.04,79.53,82.98,0.61,1580,2.20,0.02,0,8.460,8.059,8.845,0.042,1580,0.190,0.005,0,5.348,5.221,5.598,0.008,1580,0.188,0.002,0
"2018-03-01T07:30:00Z","2018-03-01T08:00:00Z",84.89,82.73,86.21,1.32,1662,2.20,0.03,0,7.575,7.329,8.058,0.047,1662,0.190,0.005,0,5.149,5.057,5.254,0.002,1662,0.182,0.001,0
"2018-03-01T08:00:00Z","2018-03-01T08:30:00Z",86.71,85.96,87.28,0.19,1613,2.20,0.01,0,7.207,7.112,7.330,0.007,1613,0.190,0.002,0,5.092,5.001,5.211,0.002,1613,0.177,0.001,0
"2018-03-01T08:30:00Z","2018-03-01T09:00:00Z",86.92,86.20,87.75,0.19,1616,2.20,0.01,0,7.109,7.002,7.233,0.006,1616,0.190,0.002,0,5.032,4.962,5.090,0.001,1616,0.177,0.001,0
"2018-03-01T09:00:00Z","2018-03-01T09:30:00Z",88.58,87.11,90.01,0.83,1662,2.20,0.02,0,6.766,6.423,7.049,0.041,1662,0.190,0.005,0,4.964,4.789,5.054,0.004,1662,0.175,0.002,0
"2018-03-01T09:30:00Z","2018-03-01T10:00:00Z",90.71,89.60,91.71,0.46,1589,2.20,0.02,0,6.408,6.339,6.513,0.003,1589,0.190,0.001,0,4.953,4.785,5.199,0.022,1589,0.172,0.004,0
