startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-05-01T00:00:00Z","2018-05-01T00:30:00Z",47.52,42.43,52.30,6.16,1562,2.20,0.06,0,14.686,13.916,15.415,0.188,1562,0.191,0.011,0,3.588,1.876,5.476,0.877,1562,0.330,0.024,0
"2018-05-01T00:30:00Z","2018-05-01T01:00:00Z",50.09,45.40,54.51,4.92,1662,2.20,0.05,0,13.361,12.734,13.917,0.140,1662,0.191,0.009,0,3.121,1.196,4.474,0.642,1662,0.309,0.020,0
"2018-05-01T01:00:00Z","2018-05-01T01:30:00Z",54.29,45.87,61.62,12.42,1585,2.21,0.09,0,12.202,11.721,12.734,0.093,1585,0.191,0.008,0,3.170,1.323,4.618,0.446,1585,0.305,0.017,0
"2018-05-01T01:30:00Z","2018-05-01T02:00:00Z",62.83,58.80,66.94,4.14,1663,2.20,0.05,0,11.385,10.943,11.720,0.060,1663,0.190,0.006,0,4.501,3.458,5.345,0.210,1663,0.244,0.011,0
"2018-05-01T02:00:00Z","2018-05-01T02:30:00Z",63.56,59.12,67.61,4.65,1615,2.20,0.05,0,10.572,10.222,10.943,0.046,1615,0.190,0.005,0,3.896,3.126,4.825,0.128,1615,0.242,0.009,0
"2018-05-01T02:30:00Z","2018-05-01T03:00:00Z",68.47,61.80,72.50,9.16,1647,2.21,0.07,0,9.943,9.633,10.224,0.026,1647,0.190,0.004,0,4.351,3.155,5.138,0.278,1647,0.234,0.013,0
"2018-05-01T03:00:00Z","2018-05-01T03:30:00Z",70.46,68.34,73.47,1.45,1595,2.20,0.03,0,9.371,9.189,9.633,0.015,1595,0.190,0.003,0,4.224,3.773,4.773,0.045,1595,0.213,0.005,0
"2018-05-01T03:30:00Z","2018-05-01T04:00:00Z",72.30,69.16,75.22,2.68,1658,2.20,0.04,0,9.028,8.832,9.210,0.016,1658,0.190,0.003,0,4.260,3.795,4.725,0.068,1658,0.211,0.006,0
"2018-05-01T04:00:00Z","2018-05-01T04:30:00Z",76.62,71.43,78.82,5.00,1576,2.20,0.06,0,8.638,8.519,8.834,0.008,1576,0.190,0.002,0,4.709,3.650,5.132,0.166,1576,0.206,0.010,0
"2018-05-01T04:30:00Z","2018-05-01T05:00:00Z",75.29,72.03,78.43,3.49,1661,2.20,0.05,0,8.277,8.095,8.574,0.017,1661,0.190,0.003,0,4.112,3.673,4.538,0.058,1661,0.204,0.006,0
