startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-05-01T00:00:00Z","2019-05-01T00:30:00Z",84.33,82.01,85.22,0.60,1757,2.20,0.02,0,19.928,19.702,20.241,0.025,1757,0.190,0.004,0,17.157,16.890,17.383,0.013,1757,0.185,0.003,0
"2019-05-01T00:30:00Z","2019-05-01T01:00:00Z",84.75,83.51,87.54,1.20,1487,2.20,0.03,0,19.553,19.139,19.715,0.028,1487,0.190,0.004,1,16.868,16.627,17.049,0.011,1487,0.183,0.003,1
"2019-05-01T01:00:00Z","2019-05-01T01:30:00Z",91.52,87.54,93.43,3.29,1704,2.20,0.04,0,18.624,18.113,19.139,0.080,1704,0.190,0.007,0,17.165,16.916,17.309,0.010,1704,0.176,0.002,0
"2019-05-01T01:30:00Z","2019-05-01T02:00:00Z",94.09,93.00,94.79,0.29,1610,2.20,0.01,0,17.828,17.643,18.113,0.016,1610,0.190,0.003,0,16.817,16.725,16.981,0.003,1610,0.168,0.001,0
"2019-05-01T02:00:00Z","2019-05-01T02:30:00Z",94.83,94.03,95.29,0.13,1556,2.20,0.01,0,17.527,17.458,17.643,0.003,1556,0.190,0.001,1,16.641,16.466,16.774,0.008,1556,0.166,0.002,1
"2019-05-01T02:30:00Z","2019-05-01T03:00:00Z",93.57,91.33,94.72,0.79,1751,2.20,0.02,0,17.535,17.402,17.589,0.002,1751,0.190,0.001,0,16.438,15.929,16.639,0.035,1751,0.170,0.004,0
"2019-05-01T03:00:00Z","2019-05-01T03:30:00Z",89.97,87.78,91.34,0.75,1500,2.20,0.02,0,17.308,17.207,17.406,0.004,1500,0.190,0.002,1,15.600,15.208,15.933,0.033,1500,0.175,0.005,1
"2019-05-01T03:30:00Z","2019-05-01T04:00:00Z",85.40,84.35,87.94,0.53,1680,2.20,0.02,0,17.272,16.973,17.420,0.016,1680,0.190,0.003,0,14.753,14.286,15.289,0.055,1680,0.181,0.006,0
"2019-05-01T04:00:00Z","2019-05-01T04:30:00Z",84.52,83.34,85.62,0.35,1653,2.20,0.01,0,16.648,16.439,16.973,0.021,1653,0.190,0.004,0,13.981,13.570,14.286,0.042,1653,0.183,0.005,0
"2019-05-01T04:30:00Z","2019-05-01T05:00:00Z",83.24,82.47,84.06,0.18,1511,2.20,0.01,0,16.323,16.196,16.442,0.006,1511,0.190,0.002,1,13.427,13.212,13.637,0.018,1511,0.184,0.003,1
"2019-05-01T05:00:00Z","2019-05-01T05:30:00Z",82.68,81.71,83.55,0.19,1725,2.20,0.01,0,16.045,15.876,16.197,0.007,1725,0.190,0.002,0,13.052,12.751,13.360,0.022,1725,0.185,0.004,0
