startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-12-01T00:00:00Z","2018-12-01T00:30:00Z",78.46,76.77,81.05,1.45,1627,2.20,0.03,0,4.185,3.824,4.366,0.024,1627,0.190,0.004,0,0.724,0.496,0.859,0.008,1627,0.193,0.002,0
"2018-12-01T00:30:00Z","2018-12-01T01:00:00Z",82.58,81.05,83.38,0.24,1596,2.20,0.01,0,3.702,3.533,3.829,0.010,1596,0.190,0.002,0,0.965,0.805,1.189,0.010,1596,0.185,0.003,0
"2018-12-01T01:00:00Z","2018-12-01T01:30:00Z",85.15,82.35,87.78,2.73,1605,2.20,0.04,0,3.130,2.285,3.796,0.250,1605,0.192,0.012,0,0.826,0.313,1.148,0.059,1605,0.183,0.006,0
"2018-12-01T01:30:00Z","2018-12-01T02:00:00Z",88.34,85.82,90.76,2.09,1621,2.20,0.04,0,2.016,1.602,2.283,0.027,1621,0.190,0.004,0,0.241,-0.023,0.399,0.016,1621,0.177,0.003,0
"2018-12-01T02:00:00Z","2018-12-01T02:30:00Z",91.36,89.52,92.96,1.01,1608,2.20,0.03,0,1.234,0.923,1.602,0.036,1608,0.190,0.005,0,-0.057,-0.267,0.081,0.006,1608,0.171,0.002,0
"2018-12-01T02:30:00Z","2018-12-01T03:00:00Z",92.60,91.57,94.02,0.71,1620,2.20,0.02,0,1.112,0.889,1.365,0.031,1620,0.190,0.004,0,0.011,-0.325,0.300,0.043,1620,0.169,0.005,0
"2018-12-01T03:00:00Z","2018-12-01T03:30:00Z",92.99,92.26,93.60,0.14,1636,2.20,0.01,0,0.819,0.440,1.279,0.067,1636,0.190,0.006,0,-0.204,-0.482,0.114,0.035,1636,0.168,0.005,0
"2018-12-01T03:30:00Z","2018-12-01T04:00:00Z",94.53,93.60,95.12,0.14,1641,2.20,0.01,0,0.226,-0.100,0.459,0.031,1641,0.190,0.004,0,-0.526,-0.757,-0.401,0.014,1641,0.171,0.003,0
"2018-12-01T04:00:00Z","2018-12-01T04:30:00Z",95.27,95.06,95.64,0.02,1642,2.20,0.00,0,-0.273,-0.379,-0.101,0.007,1642,0.190,0.002,0,-0.870,-0.989,-0.736,0.006,1642,0.170,0.002,0
"2018-12-01T04:30:00Z","2018-12-01T05:00:00Z",95.93,95.64,96.23,0.03,1648,2.20,0.00,0,-0.436,-0.613,-0.333,0.004,1648,0.190,0.001,0,-0.930,-1.122,-0.867,0.004,1648,0.169,0.001,0
"2018-12-01T05:00:00Z","2018-12-01T05:30:00Z",96.10,95.62,96.64,0.09,1648,2.20,0.01,0,-0.814,-1.054,-0.615,0.016,1648,0.190,0.003,0,-1.241,-1.385,-1.124,0.006,1648,0.169,0.002,0
"2018-12-01T05:30:00Z","2018-12-01T06:00:00Z",96.95,96.64,97.34,0.03,1634,2.20,0.00,0,-1.176,-1.284,-1.052,0.003,1634,0.190,0.001,0,-1.454,-1.511,-1.382,0.001,1634,0.168,0.001,0
"2018-12-01T06:00:00Z","2018-12-01T06:30:00Z",97.40,97.29,97.62,0.01,1656,2.20,0.00,0,-1.416,-1.533,-1.249,0.007,1656,0.190,0.002,0,-1.609,-1.687,-1.464,0.005,1656,0.168,0.002,0
"2018-12-01T06:30:00Z","2018-12-01T07:00:00Z",97.85,97.39,98.13,0.04,1648,2.20,0.00,0,-1.203,-1.536,-0.669,0.065,1648,0.190,0.006,0,-1.367,-1.687,-0.952,0.050,1648,0.168,0.005,0
"2018-12-01T07:00:00Z","2018-12-01T07:30:00Z",96.07,95.70,97.40,0.23,1635,2.20,0.01,0,-0.863,-1.108,-0.626,0.017,1635,0.190,0.003,0,-1.287,-1.516,-0.923,0.028,1635,0.170,0.004,0
"2018-12-01T07:30:00Z","2018-12-01T08:00:00Z",96.70,95.97,97.22,0.09,1641,2.20,0.01,0,-1.220,-1.339,-1.107,0.006,1641,0.190,0.002,0,-1.524,-1.591,-1.465,0.002,1641,0.169,0.001,0
"2018-12-01T08:00:00Z","2018-12-01T08:30:00Z",97.33,97.21,97.46,0.01,1644,2.20,0.00,0,-1.392,-1.546,-1.259,0.008,1644,0.190,0.002,0,-1.598,-1.725,-1.488,0.005,1644,0.168,0.002,0
"2018-12-01T08:30:00Z","2018-12-01T09:00:00Z",97.61,97.43,97.85,0.01,1635,2.20,0.00,0,-1.577,-1.640,-1.492,0.003,1635,0.190,0.001,0,-1.725,-1.788,-1.658,0.002,1635,0.167,0.001,0
"2018-12-01T09:00:00Z","2018-12-01T09:30:00Z",97.94,97.83,98.03,0.00,1638,2.20,0.00,0,-1.641,-1.666,-1.596,0.000,1638,0.190,0.000,0,-1.742,-1.764,-1.710,0.000,1638,0.167,0.000,0
"2018-12-01T09:30:00Z","2018-12-01T10:00:00Z",98.06,98.00,98.12,0.00,1652,2.20,0.00,0,-1.637,-1.666,-1.592,0.000,1652,0.190,0.000,0,-1.724,-1.754,-1.686,0.000,1652,0.167,0.000,0
"2018-12-01T10:00:00Z","2018-12-01T10:30:00Z",98.03,97.99,98.10,0.00,1636,2.20,0.00,0,-1.734,-1.775,-1.643,0.001,1636,0.190,0.001,0,-1.813,-1.849,-1.729,0.001,1636,0.167,0.001,0
"2018-12-01T10:30:00Z","2018-12-01T11:00:00Z",98.01,97.84,98.13,0.01,1644,2.20,0.00,0,-1.706,-1.826,-1.635,0.003,1644,0.190,0.001,0,-1.791,-1.918,-1.716,0.004,1644,0.167,0.001,0
"2018-12-01T11:00:00Z","2018-12-01T11:30:00Z",97.90,97.84,97.93,0.00,1636,2.20,0.00,0,-1.823,-1.902,-1.761,0.001,1636,0.190,0.001,0,-1.907,-1.974,-1.849,0.001,1636,0.167,0.001,0
