startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-02-01T00:00:00Z","2019-02-01T00:30:00Z",64.91,62.35,68.06,2.65,1664,2.20,0.04,0,-9.649,-9.881,-9.432,0.018,1664,0.190,0.003,0,-13.461,-13.992,-13.055,0.063,1664,0.229,0.006,0
"2019-02-01T00:30:00Z","2019-02-01T01:00:00Z",66.51,63.24,69.73,2.87,1662,2.20,0.04,0,-10.111,-10.348,-9.883,0.014,1662,0.190,0.003,0,-13.594,-14.043,-13.225,0.046,1662,0.227,0.005,0
"2019-02-01T01:00:00Z","2019-02-01T01:30:00Z",69.53,67.24,73.23,2.95,1650,2.20,0.04,0,-10.477,-10.608,-10.350,0.004,1650,0.190,0.002,0,-13.424,-13.793,-12.905,0.056,1650,0.216,0.006,0
"2019-02-01T01:30:00Z","2019-02-01T02:00:00Z",69.58,66.72,73.20,3.31,1585,2.20,0.05,0,-10.533,-10.631,-10.407,0.004,1585,0.190,0.002,0,-13.465,-13.887,-12.966,0.072,1585,0.218,0.007,0
"2019-02-01T02:00:00Z","2019-02-01T02:30:00Z",74.39,70.16,77.43,3.79,1648,2.20,0.05,0,-10.794,-11.031,-10.604,0.022,1648,0.190,0.004,0,-12.958,-13.521,-12.662,0.050,1648,0.209,0.005,0
"2019-02-01T02:30:00Z","2019-02-01T03:00:00Z",76.25,73.84,78.31,2.38,1672,2.20,0.04,0,-11.115,-11.249,-11.029,0.003,1672,0.190,0.001,0,-12.966,-13.306,-12.629,0.051,1672,0.202,0.006,0
"2019-02-01T03:00:00Z","2019-02-01T03:30:00Z",75.55,71.84,78.19,3.22,1675,2.20,0.04,0,-11.193,-11.360,-11.098,0.007,1675,0.190,0.002,0,-13.136,-13.632,-12.823,0.054,1675,0.206,0.006,0
"2019-02-01T03:30:00Z","2019-02-01T04:00:00Z",79.34,76.03,82.45,4.04,1625,2.20,0.05,0,-11.448,-11.516,-11.350,0.002,1625,0.190,0.001,0,-12.822,-13.207,-12.435,0.057,1625,0.197,0.006,0
"2019-02-01T04:00:00Z","2019-02-01T04:30:00Z",82.02,80.83,82.94,0.37,1604,2.20,0.02,0,-11.559,-11.608,-11.515,0.001,1604,0.190,0.001,0,-12.550,-12.697,-12.424,0.005,1604,0.189,0.002,0
"2019-02-01T04:30:00Z","2019-02-01T05:00:00Z",81.78,77.70,84.62,3.68,1665,2.20,0.05,0,-11.635,-11.782,-11.536,0.005,1665,0.190,0.002,0,-12.653,-13.202,-12.354,0.069,1665,0.194,0.006,0
"2019-02-01T05:00:00Z","2019-02-01T05:30:00Z",81.47,77.30,84.64,4.74,1664,2.20,0.05,0,-11.645,-11.681,-11.560,0.001,1664,0.190,0.001,0,-12.704,-13.264,-12.305,0.078,1664,0.195,0.007,0
