startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-09-01T00:00:00Z","2018-09-01T00:30:00Z",90.99,89.49,92.12,0.44,1800,2.20,0.02,0,25.085,24.923,25.273,0.014,1800,0.190,0.003,0,23.462,23.286,23.734,0.011,1800,0.173,0.002,0
"2018-09-01T00:30:00Z","2018-09-01T01:00:00Z",92.61,91.31,93.67,0.42,1763,2.20,0.02,0,24.858,24.741,24.952,0.004,1763,0.190,0.001,0,23.530,23.364,23.691,0.010,1763,0.171,0.002,0
"2018-09-01T01:00:00Z","2018-09-01T01:30:00Z",93.45,91.59,94.63,0.75,1480,2.20,0.02,0,24.774,24.623,24.893,0.007,1480,0.190,0.002,1,23.598,23.325,23.690,0.011,1480,0.170,0.003,1
"2018-09-01T01:30:00Z","2018-09-01T02:00:00Z",94.85,94.33,95.93,0.16,1337,2.20,0.01,1,24.703,24.622,24.795,0.003,1337,0.190,0.002,1,23.774,23.655,23.892,0.002,1337,0.166,0.001,1
"2018-09-01T02:00:00Z","2018-09-01T02:30:00Z",93.44,88.92,97.11,6.78,1598,2.20,0.07,0,23.754,22.828,24.627,0.403,1598,0.193,0.016,0,22.578,22.031,23.914,0.346,1598,0.177,0.015,0
"2018-09-01T02:30:00Z","2018-09-01T03:00:00Z",97.76,97.07,98.30,0.13,1800,2.20,0.01,0,22.602,22.398,22.841,0.015,1800,0.190,0.003,0,22.182,22.019,22.322,0.007,1800,0.163,0.002,0
"2018-09-01T03:00:00Z","2018-09-01T03:30:00Z",98.37,98.28,98.47,0.00,1545,2.20,0.00,0,22.469,22.383,22.590,0.004,1545,0.190,0.002,1,22.151,22.055,22.289,0.005,1545,0.161,0.002,1
"2018-09-01T03:30:00Z","2018-09-01T04:00:00Z",98.43,98.30,98.51,0.00,1599,2.20,0.00,0,22.533,22.406,22.632,0.003,1599,0.190,0.001,1,22.226,22.085,22.338,0.003,1599,0.161,0.001,1
"2018-09-01T04:00:00Z","2018-09-01T04:30:00Z",98.52,98.40,98.66,0.00,1799,2.20,0.00,0,22.569,22.483,22.692,0.002,1799,0.190,0.001,0,22.278,22.174,22.423,0.003,1799,0.161,0.001,0
"2018-09-01T04:30:00Z","2018-09-01T05:00:00Z",98.71,98.63,98.81,0.00,1500,2.20,0.00,0,22.814,22.692,22.991,0.008,1500,0.190,0.002,1,22.554,22.423,22.746,0.010,1500,0.161,0.003,1
