startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-03-01T00:00:00Z","2019-03-01T00:30:00Z",61.16,57.08,66.11,4.00,1683,2.20,0.05,0,1.140,0.763,1.585,0.057,1683,0.190,0.006,0,-4.932,-5.678,-4.069,0.114,1683,0.246,0.008,0
"2019-03-01T00:30:00Z","2019-03-01T01:00:00Z",65.47,59.08,70.55,7.84,1676,2.20,0.07,0,0.677,0.587,0.788,0.004,1676,0.190,0.002,0,-4.528,-5.634,-3.706,0.216,1676,0.240,0.011,0
"2019-03-01T01:00:00Z","2019-03-01T01:30:00Z",61.74,55.37,66.33,4.72,1656,2.20,0.05,0,1.131,0.635,1.553,0.048,1656,0.190,0.005,0,-4.831,-5.795,-4.396,0.079,1656,0.253,0.007,0
"2019-03-01T01:30:00Z","2019-03-01T02:00:00Z",64.67,58.47,69.19,6.84,1625,2.20,0.06,0,0.976,0.651,1.366,0.073,1625,0.190,0.007,0,-4.419,-5.319,-3.291,0.246,1625,0.242,0.012,0
"2019-03-01T02:00:00Z","2019-03-01T02:30:00Z",65.40,62.53,67.79,1.20,1619,2.20,0.03,0,1.545,1.366,1.748,0.006,1619,0.190,0.002,0,-3.797,-4.276,-3.413,0.035,1619,0.228,0.005,0
"2019-03-01T02:30:00Z","2019-03-01T03:00:00Z",57.80,51.09,65.81,15.43,1602,2.21,0.10,0,2.306,1.748,2.573,0.062,1602,0.190,0.006,0,-4.635,-5.896,-3.543,0.373,1602,0.273,0.015,0
"2019-03-01T03:00:00Z","2019-03-01T03:30:00Z",53.70,50.14,58.19,4.19,1606,2.20,0.05,0,2.537,2.499,2.577,0.001,1606,0.190,0.001,0,-5.287,-6.077,-4.352,0.198,1606,0.276,0.011,0
"2019-03-01T03:30:00Z","2019-03-01T04:00:00Z",52.52,48.84,55.30,2.69,1656,2.20,0.04,0,2.457,2.392,2.516,0.001,1656,0.190,0.001,0,-5.611,-6.425,-5.032,0.124,1656,0.283,0.009,0
"2019-03-01T04:00:00Z","2019-03-01T04:30:00Z",58.64,54.64,61.44,3.72,1708,2.20,0.05,0,2.377,2.324,2.460,0.002,1708,0.190,0.001,0,-4.387,-5.150,-3.863,0.125,1708,0.256,0.009,0
"2019-03-01T04:30:00Z","2019-03-01T05:00:00Z",62.29,60.64,64.06,0.74,1646,2.20,0.02,0,2.317,2.242,2.371,0.001,1646,0.190,0.001,0,-3.719,-4.004,-3.408,0.021,1646,0.234,0.004,0
"2019-03-01T05:00:00Z","2019-03-01T05:30:00Z",64.58,63.07,65.70,0.56,1616,2.20,0.02,0,2.241,2.208,2.270,0.000,1616,0.190,0.000,0,-3.357,-3.630,-3.160,0.017,1616,0.226,0.003,0
"2019-03-01T05:30:00Z","2019-03-01T06:00:00Z",66.26,64.65,69.47,0.80,1610,2.20,0.02,0,2.188,2.085,2.294,0.004,1610,0.190,0.002,0,-3.096,-3.357,-2.620,0.015,1610,0.222,0.003,0
"2019-03-01T06:00:00Z","2019-03-01T06:30:00Z",76.41,69.47,84.73,17.74,1617,2.21,0.10,0,1.465,0.987,2.085,0.150,1617,0.191,0.010,0,-2.031,-2.632,-1.183,0.120,1617,0.209,0.009,0
"2019-03-01T06:30:00Z","2019-03-01T07:00:00Z",88.01,84.77,91.39,3.02,1634,2.20,0.04,0,0.583,0.270,0.986,0.027,1634,0.190,0.004,0,-1.080,-1.351,-0.852,0.013,1634,0.179,0.003,0
"2019-03-01T07:00:00Z","2019-03-01T07:30:00Z",92.18,89.85,93.30,0.90,1677,2.20,0.02,0,0.198,0.095,0.317,0.003,1677,0.190,0.001,0,-0.856,-1.069,-0.712,0.008,1677,0.171,0.002,0
"2019-03-01T07:30:00Z","2019-03-01T08:00:00Z",92.53,91.04,93.55,0.55,1681,2.20,0.02,0,0.022,-0.031,0.117,0.001,1681,0.190,0.001,0,-0.963,-1.179,-0.815,0.012,1681,0.175,0.003,0
"2019-03-01T08:00:00Z","2019-03-01T08:30:00Z",91.75,90.50,92.38,0.28,1645,2.20,0.01,0,-0.067,-0.115,-0.003,0.001,1645,0.190,0.001,0,-1.143,-1.261,-1.063,0.002,1645,0.176,0.001,0
"2019-03-01T08:30:00Z","2019-03-01T09:00:00Z",91.44,90.71,92.09,0.14,1625,2.20,0.01,0,-0.091,-0.132,-0.053,0.000,1625,0.190,0.000,0,-1.204,-1.301,-1.110,0.003,1625,0.175,0.001,0
