startDateTime,endDateTime,PARMean,PARMinimum,PARMaximum,PARVariance,PARNumPts,PARExpUncert,PARStdErMean,PARFinalQF,outPARMean,outPARMinimum,outPARMaximum,outPARVariance,outPARNumPts,outPARExpUncert,outPARStdErMean,outPARFinalQF
"2018-09-01T00:00:00Z","2018-09-01T00:30:00Z",0.26,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T00:30:00Z","2018-09-01T01:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T01:00:00Z","2018-09-01T01:30:00Z",0.26,0.14,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T01:30:00Z","2018-09-01T02:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T02:00:00Z","2018-09-01T02:30:00Z",0.28,0.18,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T02:30:00Z","2018-09-01T03:00:00Z",0.26,0.10,0.44,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T03:00:00Z","2018-09-01T03:30:00Z",0.25,0.05,0.42,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T03:30:00Z","2018-09-01T04:00:00Z",0.25,0.16,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T04:00:00Z","2018-09-01T04:30:00Z",0.25,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T04:30:00Z","2018-09-01T05:00:00Z",0.26,0.12,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T05:00:00Z","2018-09-01T05:30:00Z",0.26,0.14,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T05:30:00Z","2018-09-01T06:00:00Z",0.25,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T06:00:00Z","2018-09-01T06:30:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T06:30:00Z","2018-09-01T07:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T07:00:00Z","2018-09-01T07:30:00Z",0.25,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T07:30:00Z","2018-09-01T08:00:00Z",0.26,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T08:00:00Z","2018-09-01T08:30:00Z",0.26,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T08:30:00Z","2018-09-01T09:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T09:00:00Z","2018-09-01T09:30:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T09:30:00Z","2018-09-01T10:00:00Z",0.26,0.16,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T10:00:00Z","2018-09-01T10:30:00Z",0.27,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-01T10:30:00Z","2018-09-01T11:00:00Z",0.59,0.25,1.02,0.05,1800,0.07,0.01,0,,,,,,,,
"2018-09-01T11:00:00Z","2018-09-01T11:30:00Z",1.61,0.79,2.64,0.31,1800,0.15,0.01,0,,,,,,,,
"2018-09-01T11:30:00Z","2018-09-01T12:00:00Z",2.89,1.91,4.00,0.20,1800,0.21,0.01,0,,,,,,,,
"2018-09-01T12:00:00Z","2018-09-01T12:30:00Z",3.02,1.65,5.26,0.80,1800,0.28,0.02,0,,,,,,,,
"2018-09-01T12:30:00Z","2018-09-01T13:00:00Z",6.58,4.06,9.96,2.33,1800,0.52,0.04,0,,,,,,,,
"2018-09-01T13:00:00Z","2018-09-01T13:30:00Z",7.75,4.43,14.03,9.27,1800,0.73,0.07,0,,,,,,,,
"2018-09-01T13:30:00Z","2018-09-01T14:00:00Z",7.50,2.55,18.98,14.07,1800,0.99,0.09,0,,,,,,,,
"2018-09-01T14:00:00Z","2018-09-01T14:30:00Z",8.11,4.08,12.22,5.45,1800,0.63,0.06,0,,,,,,,,
"2018-09-01T14:30:00Z","2018-09-01T15:00:00Z",15.32,6.82,21.50,13.98,1800,1.11,0.09,0,,,,,,,,
"2018-09-01T15:00:00Z","2018-09-01T15:30:00Z",17.28,10.30,27.01,10.95,1800,1.39,0.08,0,,,,,,,,
"2018-09-01T15:30:00Z","2018-09-01T16:00:00Z",21.21,10.37,32.11,36.96,1800,1.66,0.14,0,,,,,,,,
"2018-09-01T16:00:00Z","2018-09-01T16:30:00Z",25.02,19.21,38.80,6.32,1800,1.98,0.06,0,,,,,,,,
"2018-09-01T16:30:00Z","2018-09-01T17:00:00Z",46.19,16.40,250.98,1778.09,1800,12.95,0.99,0,,,,,,,,
"2018-09-01T17:00:00Z","2018-09-01T17:30:00Z",14.07,9.33,30.78,5.31,1800,1.57,0.05,0,,,,,,,,
"2018-09-01T17:30:00Z","2018-09-01T18:00:00Z",15.75,11.68,60.39,24.78,1800,3.09,0.12,0,,,,,,,,
"2018-09-01T18:00:00Z","2018-09-01T18:30:00Z",19.33,9.94,65.15,26.24,1800,3.33,0.12,0,,,,,,,,
"2018-09-01T18:30:00Z","2018-09-01T19:00:00Z",11.23,8.15,29.55,5.72,1800,1.51,0.06,0,,,,,,,,
"2018-09-01T19:00:00Z","2018-09-01T19:30:00Z",20.12,6.25,137.72,464.67,1800,7.10,0.51,0,,,,,,,,
"2018-09-01T19:30:00Z","2018-09-01T20:00:00Z",78.87,6.04,446.53,10229.61,1800,23.27,2.38,0,,,,,,,,
"2018-09-01T20:00:00Z","2018-09-01T20:30:00Z",6.24,3.28,12.86,5.55,1800,0.67,0.06,0,,,,,,,,
"2018-09-01T20:30:00Z","2018-09-01T21:00:00Z",4.39,3.00,6.13,0.86,1800,0.32,0.02,0,,,,,,,,
"2018-09-01T21:00:00Z","2018-09-01T21:30:00Z",4.80,2.68,9.63,4.94,1800,0.50,0.05,0,,,,,,,,
"2018-09-01T21:30:00Z","2018-09-01T22:00:00Z",7.97,4.12,13.47,5.20,1800,0.70,0.05,0,,,,,,,,
"2018-09-01T22:00:00Z","2018-09-01T22:30:00Z",3.23,2.06,5.52,0.67,1800,0.29,0.02,0,,,,,,,,
"2018-09-01T22:30:00Z","2018-09-01T23:00:00Z",1.37,0.85,2.16,0.10,1800,0.12,0.01,0,,,,,,,,
"2018-09-01T23:00:00Z","2018-09-01T23:30:00Z",0.72,0.36,1.05,0.03,1800,0.07,0.00,0,,,,,,,,
"2018-09-01T23:30:00Z","2018-09-02T00:00:00Z",0.31,0.19,0.46,0.00,1800,0.06,0.00,0,,,,,,,,
"2018-09-02T00:00:00Z","2018-09-02T00:30:00Z",0.26,0.12,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T00:30:00Z","2018-09-02T01:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T01:00:00Z","2018-09-02T01:30:00Z",0.26,0.18,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T01:30:00Z","2018-09-02T02:00:00Z",0.26,0.18,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T02:00:00Z","2018-09-02T02:30:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T02:30:00Z","2018-09-02T03:00:00Z",0.26,0.16,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T03:00:00Z","2018-09-02T03:30:00Z",0.26,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T03:30:00Z","2018-09-02T04:00:00Z",0.26,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T04:00:00Z","2018-09-02T04:30:00Z",0.26,0.12,0.42,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T04:30:00Z","2018-09-02T05:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T05:00:00Z","2018-09-02T05:30:00Z",0.27,0.14,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T05:30:00Z","2018-09-02T06:00:00Z",0.27,0.18,0.40,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T06:00:00Z","2018-09-02T06:30:00Z",0.27,0.18,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T06:30:00Z","2018-09-02T07:00:00Z",0.27,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T07:00:00Z","2018-09-02T07:30:00Z",0.26,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T07:30:00Z","2018-09-02T08:00:00Z",0.27,0.18,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T08:00:00Z","2018-09-02T08:30:00Z",0.27,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T08:30:00Z","2018-09-02T09:00:00Z",0.27,0.16,0.40,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T09:00:00Z","2018-09-02T09:30:00Z",0.27,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T09:30:00Z","2018-09-02T10:00:00Z",0.27,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T10:00:00Z","2018-09-02T10:30:00Z",0.28,0.16,0.40,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-02T10:30:00Z","2018-09-02T11:00:00Z",0.77,0.27,1.48,0.12,1800,0.09,0.01,0,,,,,,,,
"2018-09-02T11:00:00Z","2018-09-02T11:30:00Z",2.04,1.37,2.96,0.15,1800,0.16,0.01,0,,,,,,,,
"2018-09-02T11:30:00Z","2018-09-02T12:00:00Z",4.95,2.88,7.70,1.77,1800,0.40,0.03,0,,,,,,,,
"2018-09-02T12:00:00Z","2018-09-02T12:30:00Z",7.47,5.93,8.13,0.34,1800,0.42,0.01,0,,,,,,,,
"2018-09-02T12:30:00Z","2018-09-02T13:00:00Z",7.57,4.15,16.48,9.35,1800,0.85,0.07,0,,,,,,,,
"2018-09-02T13:00:00Z","2018-09-02T13:30:00Z",9.51,5.41,15.08,4.95,1800,0.78,0.05,0,,,,,,,,
"2018-09-02T13:30:00Z","2018-09-02T14:00:00Z",8.08,4.94,13.23,4.81,1800,0.68,0.05,0,,,,,,,,
"2018-09-02T14:00:00Z","2018-09-02T14:30:00Z",8.83,5.16,16.33,10.23,1800,0.85,0.08,0,,,,,,,,
"2018-09-02T14:30:00Z","2018-09-02T15:00:00Z",18.08,12.69,38.89,14.25,1800,1.99,0.09,0,,,,,,,,
"2018-09-02T15:00:00Z","2018-09-02T15:30:00Z",19.86,10.17,27.70,15.24,1800,1.43,0.09,0,,,,,,,,
"2018-09-02T15:30:00Z","2018-09-02T16:00:00Z",17.41,11.06,29.59,19.48,1800,1.52,0.10,0,,,,,,,,
"2018-09-02T16:00:00Z","2018-09-02T16:30:00Z",17.20,9.89,30.52,23.56,1800,1.57,0.11,0,,,,,,,,
"2018-09-02T16:30:00Z","2018-09-02T17:00:00Z",47.33,10.30,406.90,5084.06,1800,21.02,1.68,0,,,,,,,,
"2018-09-02T17:00:00Z","2018-09-02T17:30:00Z",17.75,10.24,24.75,13.76,1800,1.28,0.09,0,,,,,,,,
"2018-09-02T17:30:00Z","2018-09-02T18:00:00Z",11.81,6.26,22.14,4.26,1800,1.13,0.05,0,,,,,,,,
"2018-09-02T18:00:00Z","2018-09-02T18:30:00Z",8.50,4.58,15.47,4.73,1800,0.80,0.05,0,,,,,,,,
"2018-09-02T18:30:00Z","2018-09-02T19:00:00Z",8.89,5.63,16.48,2.16,1800,0.84,0.03,0,,,,,,,,
"2018-09-02T19:00:00Z","2018-09-02T19:30:00Z",17.76,7.31,108.79,226.85,1800,5.59,0.36,0,,,,,,,,
"2018-09-02T19:30:00Z","2018-09-02T20:00:00Z",85.99,6.45,485.70,9948.92,1800,25.21,2.35,0,,,,,,,,
"2018-09-02T20:00:00Z","2018-09-02T20:30:00Z",5.89,4.51,30.09,3.26,1800,1.54,0.04,0,,,,,,,,
"2018-09-02T20:30:00Z","2018-09-02T21:00:00Z",5.17,3.95,17.23,2.25,1800,0.88,0.04,0,,,,,,,,
"2018-09-02T21:00:00Z","2018-09-02T21:30:00Z",4.38,3.31,19.28,3.19,1800,0.99,0.04,0,,,,,,,,
"2018-09-02T21:30:00Z","2018-09-02T22:00:00Z",3.13,2.81,3.71,0.03,1800,0.20,0.00,0,,,,,,,,
"2018-09-02T22:00:00Z","2018-09-02T22:30:00Z",2.63,2.08,5.22,0.31,1800,0.27,0.01,0,,,,,,,,
"2018-09-02T22:30:00Z","2018-09-02T23:00:00Z",1.79,1.33,2.21,0.05,1800,0.12,0.01,0,,,,,,,,
"2018-09-02T23:00:00Z","2018-09-02T23:30:00Z",0.94,0.42,1.45,0.07,1800,0.09,0.01,0,,,,,,,,
"2018-09-02T23:30:00Z","2018-09-03T00:00:00Z",0.33,0.19,0.53,0.00,1800,0.06,0.00,0,,,,,,,,
"2018-09-03T00:00:00Z","2018-09-03T00:30:00Z",0.28,0.18,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-03T00:30:00Z","2018-09-03T01:00:00Z",0.27,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-03T01:00:00Z","2018-09-03T01:30:00Z",0.28,0.19,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-03T01:30:00Z","2018-09-03T02:00:00Z",0.27,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-03T02:00:00Z","2018-09-03T02:30:00Z",0.27,0.18,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-09-03T02:30:00Z","2018-09-03T03:00:00Z",0.26,0.16,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
