startDateTime,endDateTime,PARMean,PARMinimum,PARMaximum,PARVariance,PARNumPts,PARExpUncert,PARStdErMean,PARFinalQF,outPARMean,outPARMinimum,outPARMaximum,outPARVariance,outPARNumPts,outPARExpUncert,outPARStdErMean,outPARFinalQF
"2019-06-01T00:00:00Z","2019-06-01T00:30:00Z",0.23,-0.12,0.70,0.03,1800,0.07,0.00,0,,,,,,,,
"2019-06-01T00:30:00Z","2019-06-01T01:00:00Z",-0.01,-0.24,0.22,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T01:00:00Z","2019-06-01T01:30:00Z",-0.02,-0.26,0.15,0.00,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T01:30:00Z","2019-06-01T02:00:00Z",-0.02,-0.24,0.20,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T02:00:00Z","2019-06-01T02:30:00Z",-0.02,-0.24,0.17,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T02:30:00Z","2019-06-01T03:00:00Z",-0.04,-0.31,0.20,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T03:00:00Z","2019-06-01T03:30:00Z",-0.01,-0.24,0.20,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T03:30:00Z","2019-06-01T04:00:00Z",-0.03,-0.17,0.13,0.00,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T04:00:00Z","2019-06-01T04:30:00Z",-0.02,-0.26,0.17,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T04:30:00Z","2019-06-01T05:00:00Z",-0.03,-0.24,0.20,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T05:00:00Z","2019-06-01T05:30:00Z",-0.03,-0.15,0.15,0.00,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T05:30:00Z","2019-06-01T06:00:00Z",-0.03,-0.33,0.17,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T06:00:00Z","2019-06-01T06:30:00Z",-0.02,-0.22,0.17,0.00,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T06:30:00Z","2019-06-01T07:00:00Z",-0.01,-0.22,0.20,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T07:00:00Z","2019-06-01T07:30:00Z",-0.03,-0.24,0.17,0.01,1800,0.06,0.00,0,,,,,,,,
"2019-06-01T07:30:00Z","2019-06-01T08:00:00Z",-0.02,-0.24,0.17,0.01,1800,0.06,0.00,0,,,,,,,,
