startDateTime,endDateTime,PARMean,PARMinimum,PARMaximum,PARVariance,PARNumPts,PARExpUncert,PARStdErMean,PARFinalQF,outPARMean,outPARMinimum,outPARMaximum,outPARVariance,outPARNumPts,outPARExpUncert,outPARStdErMean,outPARFinalQF
"2018-10-01T00:00:00Z","2018-10-01T00:30:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T00:30:00Z","2018-10-01T01:00:00Z",0.25,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T01:00:00Z","2018-10-01T01:30:00Z",0.25,0.16,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T01:30:00Z","2018-10-01T02:00:00Z",0.24,0.12,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T02:00:00Z","2018-10-01T02:30:00Z",0.26,0.14,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T02:30:00Z","2018-10-01T03:00:00Z",0.26,0.12,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T03:00:00Z","2018-10-01T03:30:00Z",0.25,0.14,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T03:30:00Z","2018-10-01T04:00:00Z",0.26,0.16,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T04:00:00Z","2018-10-01T04:30:00Z",0.25,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T04:30:00Z","2018-10-01T05:00:00Z",0.25,0.12,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T05:00:00Z","2018-10-01T05:30:00Z",0.25,0.12,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T05:30:00Z","2018-10-01T06:00:00Z",0.25,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T06:00:00Z","2018-10-01T06:30:00Z",0.24,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T06:30:00Z","2018-10-01T07:00:00Z",0.24,0.14,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T07:00:00Z","2018-10-01T07:30:00Z",0.25,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T07:30:00Z","2018-10-01T08:00:00Z",0.26,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T08:00:00Z","2018-10-01T08:30:00Z",0.25,0.12,0.34,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T08:30:00Z","2018-10-01T09:00:00Z",0.25,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T09:00:00Z","2018-10-01T09:30:00Z",0.26,0.12,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T09:30:00Z","2018-10-01T10:00:00Z",0.26,0.14,0.38,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T10:00:00Z","2018-10-01T10:30:00Z",0.25,0.14,0.36,0.00,1800,0.05,0.00,0,,,,,,,,
"2018-10-01T10:30:00Z","2018-10-01T11:00:00Z",0.29,0.16,0.51,0.00,1800,0.06,0.00,0,,,,,,,,
"2018-10-01T11:00:00Z","2018-10-01T11:30:00Z",1.10,0.36,2.02,0.21,1800,0.12,0.01,0,,,,,,,,
"2018-10-01T11:30:00Z","2018-10-01T12:00:00Z",2.88,1.89,3.89,0.28,1800,0.21,0.01,0,,,,,,,,
