"TOA5","CR1000-SHORE","CR1000","86619","CR1000.Std.31.03","CPU:Sapflow_SERC.CR1","2121","Table1"
"2018-09-01 00:00:00",5281,0.493,0.578,0.504,0.634,0.47,0.601
"2018-09-01 00:30:00",5282,0.497,0.581,0.504,0.635,0.472,0.603
"2018-09-01 01:00:00",5283,0.496,0.582,0.507,0.637,0.475,0.601
"2018-09-01 01:30:00",5284,0.492,0.583,0.508,0.638,0.477,0.599
"2018-09-01 02:00:00",5285,0.488,0.581,0.506,0.635,0.477,0.595
"2018-09-01 02:30:00",5286,0.485,0.582,0.51,0.637,0.479,0.595
"2018-09-01 03:00:00",5287,0.482,0.583,0.504,0.634,0.478,0.591
"2018-09-01 03:30:00",5288,0.48,0.584,0.503,0.632,0.478,0.59
"2018-09-01 04:00:00",5289,0.48,0.586,0.506,0.634,0.479,0.592
"2018-09-01 04:30:00",5290,0.476,0.585,0.504,0.632,0.477,0.59
"2018-09-01 05:00:00",5291,0.476,0.587,0.503,0.631,0.476,0.59
"2018-09-01 05:30:00",5292,0.479,0.589,0.508,0.633,0.478,0.594
"2018-09-01 06:00:00",5293,0.482,0.592,0.511,0.633,0.477,0.6
"2018-09-01 06:30:00",5294,0.477,0.59,0.504,0.632,0.477,0.594
"2018-09-01 07:00:00",5295,0.474,0.587,0.501,0.629,0.472,0.591
"2018-09-01 07:30:00",5296,0.472,0.585,0.501,0.627,0.467,0.591
"2018-09-01 08:00:00",5297,0.469,0.587,0.501,0.627,0.469,0.587
"2018-09-01 08:30:00",5298,0.463,0.585,0.497,0.626,0.463,0.583
"2018-09-01 09:00:00",5299,0.459,0.586,0.498,0.626,0.464,0.577
"2018-09-01 09:30:00",5300,0.45,0.584,0.497,0.625,0.459,0.569
"2018-09-01 10:00:00",5301,0.439,0.583,0.492,0.623,0.455,0.556
"2018-09-01 10:30:00",5302,0.438,0.584,0.494,0.626,0.454,0.556
"2018-09-01 11:00:00",5303,0.409,0.577,0.483,0.619,0.446,0.529
"2018-09-01 11:30:00",5304,0.373,0.565,0.46,0.604,0.426,0.497
"2018-09-01 12:00:00",5305,0.35,0.556,0.442,0.591,0.409,0.481
"2018-09-01 12:30:00",5306,0.343,0.544,0.431,0.582,0.393,0.475
"2018-09-01 13:00:00",5307,0.341,0.535,0.422,0.574,0.383,0.471
"2018-09-01 13:30:00",5308,0.345,0.532,0.422,0.578,0.386,0.472
"2018-09-01 14:00:00",5309,0.339,0.526,0.418,0.574,0.381,0.467
"2018-09-01 14:30:00",5310,0.343,0.526,0.421,0.576,0.382,0.47
"2018-09-01 15:00:00",5311,0.347,0.524,0.419,0.574,0.382,0.466
"2018-09-01 15:30:00",5312,0.361,0.527,0.426,0.581,0.385,0.47
"2018-09-01 16:00:00",5313,0.368,0.522,0.424,0.579,0.382,0.467
"2018-09-01 16:30:00",5314,0.381,0.527,0.431,0.587,0.386,0.487
"2018-09-01 17:00:00",5315,0.402,0.541,0.45,0.603,0.403,0.511
"2018-09-01 17:30:00",5316,0.416,0.549,0.465,0.613,0.413,0.525
"2018-09-01 18:00:00",5317,0.41,0.547,0.468,0.614,0.414,0.516
"2018-09-01 18:30:00",5318,0.409,0.546,0.473,0.616,0.416,0.516
"2018-09-01 19:00:00",5319,0.434,0.561,0.487,0.626,0.435,0.546
"2018-09-01 19:30:00",5320,0.452,0.572,0.497,0.632,0.45,0.568
"2018-09-01 20:00:00",5321,0.463,0.579,0.507,0.637,0.46,0.584
"2018-09-01 20:30:00",5322,0.47,0.582,0.512,0.639,0.467,0.593
"2018-09-01 21:00:00",5323,0.479,0.586,0.52,0.642,0.473,0.603
"2018-09-01 21:30:00",5324,0.487,0.589,0.524,0.645,0.478,0.614
"2018-09-01 22:00:00",5325,0.491,0.59,0.528,0.647,0.48,0.618
"2018-09-01 22:30:00",5326,0.495,0.592,0.535,0.649,0.483,0.623
"2018-09-01 23:00:00",5327,0.498,0.592,0.538,0.651,0.485,0.626
"2018-09-01 23:30:00",5328,0.503,0.595,0.542,0.653,0.486,0.632
"2018-09-02 00:00:00",5329,0.506,0.595,0.544,0.653,0.486,0.635
"2018-09-02 00:30:00",5330,0.515,0.597,0.547,0.654,0.486,0.639
"2018-09-02 01:00:00",5331,0.517,0.598,0.548,0.654,0.487,0.642
"2018-09-02 01:30:00",5332,0.521,0.6,0.549,0.655,0.488,0.645
"2018-09-02 02:00:00",5333,0.523,0.601,0.548,0.654,0.489,0.646
"2018-09-02 02:30:00",5334,0.525,0.602,0.549,0.653,0.489,0.648
"2018-09-02 03:00:00",5335,0.527,0.602,0.55,0.652,0.489,0.649
"2018-09-02 03:30:00",5336,0.527,0.601,0.55,0.653,0.489,0.649
"2018-09-02 04:00:00",5337,0.528,0.601,0.553,0.653,0.489,0.65
"2018-09-02 04:30:00",5338,0.529,0.6,0.555,0.652,0.489,0.652
"2018-09-02 05:00:00",5339,0.529,0.6,0.555,0.651,0.488,0.652
"2018-09-02 05:30:00",5340,0.529,0.601,0.557,0.652,0.489,0.653
"2018-09-02 06:00:00",5341,0.53,0.602,0.558,0.652,0.488,0.655
"2018-09-02 06:30:00",5342,0.529,0.602,0.556,0.652,0.489,0.654
"2018-09-02 07:00:00",5343,0.529,0.602,0.558,0.652,0.489,0.655
"2018-09-02 07:30:00",5344,0.529,0.602,0.558,0.651,0.488,0.655
"2018-09-02 08:00:00",5345,0.53,0.602,0.558,0.65,0.488,0.655
"2018-09-02 08:30:00",5346,0.517,0.603,0.55,0.651,0.488,0.644
"2018-09-02 09:00:00",5347,0.473,0.603,0.538,0.649,0.488,0.622
"2018-09-02 09:30:00",5348,0.419,0.6,0.524,0.643,0.484,0.583
"2018-09-02 10:00:00",5349,0.394,0.595,0.514,0.635,0.476,0.559
"2018-09-02 10:30:00",5350,0.387,0.588,0.502,0.628,0.466,0.543
"2018-09-02 11:00:00",5351,0.364,0.575,0.476,0.613,0.446,0.513
"2018-09-02 11:30:00",5352,0.39,0.573,0.478,0.614,0.44,0.525
"2018-09-02 12:00:00",5353,0.374,0.564,0.469,0.605,0.43,0.509
"2018-09-02 12:30:00",5354,0.362,0.549,0.453,0.59,0.402,0.496
"2018-09-02 13:00:00",5355,0.372,0.542,0.452,0.586,0.398,0.499
"2018-09-02 13:30:00",5356,0.377,0.545,0.462,0.597,0.401,0.506
"2018-09-02 14:00:00",5357,0.383,0.545,0.464,0.602,0.403,0.509
"2018-09-02 14:30:00",5358,0.369,0.539,0.46,0.599,0.395,0.501
"2018-09-02 15:00:00",5359,0.381,0.539,0.462,0.604,0.399,0.503
"2018-09-02 15:30:00",5360,0.395,0.539,0.469,0.607,0.399,0.502
"2018-09-02 16:00:00",5361,0.413,0.539,0.476,0.611,0.402,0.509
"2018-09-02 16:30:00",5362,0.421,0.538,0.478,0.613,0.404,0.518
"2018-09-02 17:00:00",5363,0.43,0.544,0.486,0.617,0.409,0.534
"2018-09-02 17:30:00",5364,0.444,0.552,0.498,0.624,0.418,0.547
"2018-09-02 18:00:00",5365,0.46,0.561,0.511,0.631,0.43,0.562
"2018-09-02 18:30:00",5366,0.474,0.569,0.521,0.637,0.441,0.582
"2018-09-02 19:00:00",5367,0.489,0.577,0.531,0.64,0.451,0.599
"2018-09-02 19:30:00",5368,0.504,0.585,0.539,0.644,0.461,0.617
"2018-09-02 20:00:00",5369,0.515,0.592,0.546,0.647,0.469,0.631
"2018-09-02 20:30:00",5370,0.525,0.596,0.551,0.648,0.475,0.643
"2018-09-02 21:00:00",5371,0.533,0.599,0.556,0.649,0.479,0.65
"2018-09-02 21:30:00",5372,0.54,0.6,0.56,0.651,0.482,0.657
"2018-09-02 22:00:00",5373,0.545,0.601,0.561,0.652,0.484,0.662
"2018-09-02 22:30:00",5374,0.547,0.602,0.563,0.653,0.485,0.664
"2018-09-02 23:00:00",5375,0.549,0.602,0.565,0.654,0.487,0.665
"2018-09-02 23:30:00",5376,0.55,0.602,0.566,0.654,0.487,0.667
"2018-09-03 00:00:00",5377,0.551,0.601,0.567,0.655,0.487,0.668
"2018-09-03 00:30:00",5378,0.551,0.602,0.568,0.654,0.488,0.67
"2018-09-03 01:00:00",5379,0.551,0.602,0.569,0.655,0.489,0.671
"2018-09-03 01:30:00",5380,0.55,0.603,0.568,0.655,0.489,0.671
"2018-09-03 02:00:00",5381,0.548,0.603,0.567,0.654,0.489,0.67
"2018-09-03 02:30:00",5382,0.547,0.603,0.568,0.653,0.489,0.67
"2018-09-03 03:00:00",5383,0.546,0.603,0.568,0.653,0.489,0.671
"2018-09-03 03:30:00",5384,0.546,0.603,0.569,0.655,0.49,0.671
"2018-09-03 04:00:00",5385,0.545,0.603,0.569,0.654,0.49,0.671
"2018-09-03 04:30:00",5386,0.545,0.603,0.569,0.654,0.49,0.671
"2018-09-03 05:00:00",5387,0.544,0.603,0.568,0.654,0.49,0.671
"2018-09-03 05:30:00",5388,0.543,0.603,0.569,0.654,0.49,0.671
"2018-09-03 06:00:00",5389,0.543,0.603,0.569,0.653,0.49,0.671
"2018-09-03 06:30:00",5390,0.543,0.603,0.569,0.653,0.49,0.672
"2018-09-03 07:00:00",5391,0.542,0.603,0.57,0.654,0.49,0.671
"2018-09-03 07:30:00",5392,0.541,0.604,0.568,0.653,0.49,0.67
"2018-09-03 08:00:00",5393,0.533,0.605,0.566,0.653,0.49,0.664
"2018-09-03 08:30:00",5394,0.495,0.605,0.552,0.651,0.489,0.638
"2018-09-03 09:00:00",5395,0.438,0.605,0.539,0.649,0.489,0.603
"2018-09-03 09:30:00",5396,0.396,0.601,0.528,0.645,0.487,0.56
"2018-09-03 10:00:00",5397,0.376,0.595,0.521,0.637,0.478,0.544
"2018-09-03 10:30:00",5398,0.364,0.581,0.496,0.62,0.452,0.517
"2018-09-03 11:00:00",5399,0.365,0.567,0.477,0.609,0.43,0.503
"2018-09-03 11:30:00",5400,0.366,0.555,0.469,0.603,0.417,0.502
"2018-09-03 12:00:00",5401,0.365,0.537,0.454,0.583,0.39,0.494
"2018-09-03 12:30:00",5402,0.378,0.534,0.457,0.585,0.387,0.511
"2018-09-03 13:00:00",5403,0.376,0.526,0.454,0.582,0.377,0.503
"2018-09-03 13:30:00",5404,0.377,0.52,0.455,0.582,0.376,0.5
"2018-09-03 14:00:00",5405,0.376,0.519,0.452,0.581,0.378,0.498
"2018-09-03 14:30:00",5406,0.385,0.521,0.456,0.584,0.382,0.504
"2018-09-03 15:00:00",5407,0.386,0.519,0.455,0.585,0.382,0.498
"2018-09-03 15:30:00",5408,0.403,0.524,0.462,0.591,0.386,0.503
"2018-09-03 16:00:00",5409,0.418,0.525,0.467,0.594,0.389,0.506
"2018-09-03 16:30:00",5410,0.428,0.53,0.473,0.6,0.394,0.52
"2018-09-03 17:00:00",5411,0.44,0.538,0.484,0.608,0.4,0.536
"2018-09-03 17:30:00",5412,0.454,0.547,0.498,0.616,0.411,0.549
"2018-09-03 18:00:00",5413,0.469,0.556,0.512,0.626,0.424,0.564
"2018-09-03 18:30:00",5414,0.486,0.567,0.524,0.634,0.436,0.587
"2018-09-03 19:00:00",5415,0.504,0.578,0.535,0.641,0.449,0.609
"2018-09-03 19:30:00",5416,0.52,0.586,0.548,0.645,0.461,0.627
"2018-09-03 20:00:00",5417,0.529,0.592,0.551,0.648,0.469,0.638
"2018-09-03 20:30:00",5418,0.538,0.596,0.556,0.649,0.475,0.648
"2018-09-03 21:00:00",5419,0.546,0.598,0.558,0.65,0.479,0.656
"2018-09-03 21:30:00",5420,0.554,0.6,0.563,0.651,0.481,0.664
"2018-09-03 22:00:00",5421,0.556,0.601,0.563,0.652,0.483,0.666
"2018-09-03 22:30:00",5422,0.558,0.601,0.563,0.651,0.484,0.666
"2018-09-03 23:00:00",5423,0.56,0.602,0.563,0.652,0.486,0.667
"2018-09-03 23:30:00",5424,0.563,0.602,0.565,0.653,0.486,0.67
"2018-09-04 00:00:00",5425,0.565,0.602,0.567,0.653,0.487,0.673
"2018-09-04 00:30:00",5426,0.566,0.602,0.568,0.653,0.488,0.673
"2018-09-04 01:00:00",5427,0.562,0.602,0.564,0.654,0.488,0.669
"2018-09-04 01:30:00",5428,0.567,0.601,0.571,0.655,0.488,0.675
"2018-09-04 02:00:00",5429,0.566,0.601,0.57,0.655,0.488,0.673
"2018-09-04 02:30:00",5430,0.563,0.601,0.567,0.655,0.489,0.669
"2018-09-04 03:00:00",5431,0.566,0.6,0.57,0.656,0.489,0.672
"2018-09-04 03:30:00",5432,0.564,0.602,0.569,0.657,0.491,0.672
"2018-09-04 04:00:00",5433,0.565,0.603,0.57,0.655,0.49,0.675
"2018-09-04 04:30:00",5434,0.563,0.603,0.568,0.655,0.49,0.673
"2018-09-04 05:00:00",5435,0.56,0.603,0.568,0.654,0.49,0.674
"2018-09-04 05:30:00",5436,0.558,0.603,0.569,0.655,0.489,0.676
"2018-09-04 06:00:00",5437,0.552,0.604,0.568,0.655,0.491,0.673
"2018-09-04 06:30:00",5438,0.551,0.603,0.567,0.654,0.49,0.674
"2018-09-04 07:00:00",5439,0.55,0.603,0.57,0.655,0.49,0.675
"2018-09-04 07:30:00",5440,0.549,0.604,0.568,0.656,0.491,0.673
"2018-09-04 08:00:00",5441,0.538,0.605,0.562,0.654,0.49,0.666
"2018-09-04 08:30:00",5442,0.501,0.606,0.551,0.652,0.49,0.637
"2018-09-04 09:00:00",5443,0.439,0.604,0.534,0.65,0.489,0.588
"2018-09-04 09:30:00",5444,0.394,0.598,0.519,0.642,0.483,0.545
"2018-09-04 10:00:00",5445,0.366,0.58,0.492,0.614,0.449,0.51
"2018-09-04 10:30:00",5446,0.358,0.554,0.463,0.584,0.41,0.484
"2018-09-04 11:00:00",5447,0.36,0.536,0.447,0.573,0.396,0.481
"2018-09-04 11:30:00",5448,0.36,0.516,0.435,0.555,0.371,0.477
"2018-09-04 12:00:00",5449,0.367,0.516,0.437,0.557,0.371,0.485
"2018-09-04 12:30:00",5450,0.371,0.513,0.438,0.559,0.366,0.489
"2018-09-04 13:00:00",5451,0.372,0.505,0.434,0.556,0.362,0.485
"2018-09-04 13:30:00",5452,0.371,0.497,0.428,0.552,0.359,0.478
"2018-09-04 14:00:00",5453,0.369,0.49,0.428,0.549,0.362,0.474
"2018-09-04 14:30:00",5454,0.372,0.489,0.428,0.549,0.362,0.475
"2018-09-04 15:00:00",5455,0.38,0.491,0.433,0.553,0.366,0.476
"2018-09-04 15:30:00",5456,0.394,0.493,0.436,0.554,0.366,0.476
"2018-09-04 16:00:00",5457,0.411,0.5,0.447,0.563,0.378,0.486
"2018-09-04 16:30:00",5458,0.426,0.516,0.462,0.583,0.39,0.511
"2018-09-04 17:00:00",5459,0.436,0.525,0.473,0.595,0.395,0.525
"2018-09-04 17:30:00",5460,0.446,0.533,0.482,0.603,0.403,0.531
"2018-09-04 18:00:00",5461,0.458,0.542,0.492,0.609,0.414,0.547
"2018-09-04 18:30:00",5462,0.484,0.561,0.51,0.622,0.434,0.584
"2018-09-04 19:00:00",5463,0.509,0.578,0.53,0.635,0.452,0.613
"2018-09-04 19:30:00",5464,0.528,0.589,0.545,0.643,0.466,0.635
"2018-09-04 20:00:00",5465,0.541,0.595,0.554,0.648,0.475,0.65
"2018-09-04 20:30:00",5466,0.55,0.599,0.557,0.65,0.48,0.659
"2018-09-04 21:00:00",5467,0.558,0.601,0.561,0.652,0.484,0.665
"2018-09-04 21:30:00",5468,0.562,0.602,0.564,0.654,0.485,0.669
"2018-09-04 22:00:00",5469,0.565,0.603,0.565,0.654,0.487,0.672
"2018-09-04 22:30:00",5470,0.569,0.603,0.566,0.655,0.488,0.675
"2018-09-04 23:00:00",5471,0.571,0.604,0.566,0.655,0.489,0.675
"2018-09-04 23:30:00",5472,0.572,0.604,0.567,0.655,0.49,0.676
"2018-09-05 00:00:00",5473,0.573,0.605,0.567,0.656,0.491,0.676
"2018-09-05 00:30:00",5474,0.574,0.605,0.567,0.655,0.491,0.677
"2018-09-05 01:00:00",5475,0.574,0.605,0.567,0.656,0.491,0.677
"2018-09-05 01:30:00",5476,0.575,0.605,0.568,0.656,0.492,0.678
"2018-09-05 02:00:00",5477,0.575,0.606,0.567,0.656,0.492,0.677
"2018-09-05 02:30:00",5478,0.575,0.606,0.568,0.656,0.491,0.677
"2018-09-05 03:00:00",5479,0.575,0.607,0.568,0.656,0.492,0.678
"2018-09-05 03:30:00",5480,0.574,0.607,0.566,0.655,0.491,0.676
"2018-09-05 04:00:00",5481,0.573,0.607,0.566,0.655,0.491,0.674
"2018-09-05 04:30:00",5482,0.573,0.607,0.568,0.655,0.492,0.674
"2018-09-05 05:00:00",5483,0.573,0.607,0.569,0.656,0.492,0.675
"2018-09-05 05:30:00",5484,0.572,0.607,0.57,0.655,0.493,0.676
"2018-09-05 06:00:00",5485,0.571,0.607,0.569,0.657,0.492,0.675
"2018-09-05 06:30:00",5486,0.569,0.607,0.57,0.656,0.492,0.675
"2018-09-05 07:00:00",5487,0.568,0.607,0.57,0.656,0.492,0.676
"2018-09-05 07:30:00",5488,0.566,0.607,0.569,0.656,0.492,0.675
"2018-09-05 08:00:00",5489,0.555,0.608,0.566,0.657,0.492,0.667
"2018-09-05 08:30:00",5490,0.516,0.608,0.552,0.654,0.491,0.637
"2018-09-05 09:00:00",5491,0.46,0.606,0.537,0.651,0.49,0.596
"2018-09-05 09:30:00",5492,0.416,0.602,0.522,0.645,0.487,0.558
"2018-09-05 10:00:00",5493,0.386,0.588,0.499,0.627,0.47,0.528
"2018-09-05 10:30:00",5494,0.372,0.566,0.474,0.603,0.432,0.5
"2018-09-05 11:00:00",5495,0.37,0.544,0.455,0.583,0.404,0.484
"2018-09-05 11:30:00",5496,0.37,0.526,0.444,0.566,0.379,0.481
"2018-09-05 12:00:00",5497,0.373,0.515,0.438,0.555,0.366,0.48
"2018-09-05 12:30:00",5498,0.375,0.509,0.439,0.556,0.366,0.482
"2018-09-05 13:00:00",5499,0.377,0.503,0.442,0.561,0.364,0.487
"2018-09-05 13:30:00",5500,0.38,0.503,0.444,0.566,0.368,0.489
"2018-09-05 14:00:00",5501,0.385,0.507,0.447,0.57,0.373,0.493
"2018-09-05 14:30:00",5502,0.389,0.513,0.452,0.576,0.378,0.499
"2018-09-05 15:00:00",5503,0.4,0.514,0.455,0.58,0.382,0.496
"2018-09-05 15:30:00",5504,0.407,0.514,0.458,0.582,0.382,0.492
"2018-09-05 16:00:00",5505,0.425,0.517,0.463,0.587,0.387,0.5
"2018-09-05 16:30:00",5506,0.434,0.519,0.469,0.593,0.39,0.51
"2018-09-05 17:00:00",5507,0.442,0.528,0.478,0.6,0.396,0.525
"2018-09-05 17:30:00",5508,0.457,0.538,0.492,0.609,0.409,0.538
"2018-09-05 18:00:00",5509,0.47,0.549,0.505,0.62,0.423,0.554
"2018-09-05 18:30:00",5510,0.486,0.561,0.518,0.631,0.437,0.575
"2018-09-05 19:00:00",5511,0.499,0.572,0.529,0.637,0.449,0.592
"2018-09-05 19:30:00",5512,0.513,0.583,0.537,0.642,0.46,0.611
"2018-09-05 20:00:00",5513,0.528,0.591,0.547,0.647,0.469,0.63
"2018-09-05 20:30:00",5514,0.541,0.596,0.553,0.651,0.476,0.646
"2018-09-05 21:00:00",5515,0.55,0.6,0.557,0.653,0.48,0.655
"2018-09-05 21:30:00",5516,0.557,0.602,0.561,0.655,0.484,0.662
"2018-09-05 22:00:00",5517,0.561,0.603,0.563,0.656,0.486,0.665
"2018-09-05 22:30:00",5518,0.565,0.603,0.564,0.656,0.487,0.668
"2018-09-05 23:00:00",5519,0.568,0.604,0.566,0.656,0.488,0.67
"2018-09-05 23:30:00",5520,0.57,0.604,0.568,0.658,0.491,0.673
"2018-09-06 00:00:00",5521,0.572,0.604,0.568,0.658,0.49,0.675
"2018-09-06 00:30:00",5522,0.573,0.604,0.57,0.659,0.492,0.676
"2018-09-06 01:00:00",5523,0.575,0.603,0.57,0.657,0.49,0.676
"2018-09-06 01:30:00",5524,0.576,0.603,0.57,0.657,0.491,0.676
"2018-09-06 02:00:00",5525,0.576,0.604,0.572,0.659,0.493,0.676
"2018-09-06 02:30:00",5526,0.576,0.604,0.571,0.659,0.493,0.676
"2018-09-06 03:00:00",5527,0.576,0.604,0.57,0.659,0.493,0.676
"2018-09-06 03:30:00",5528,0.575,0.604,0.57,0.658,0.493,0.675
"2018-09-06 04:00:00",5529,0.574,0.604,0.572,0.66,0.494,0.675
"2018-09-06 04:30:00",5530,0.574,0.603,0.572,0.659,0.493,0.674
"2018-09-06 05:00:00",5531,0.574,0.605,0.57,0.658,0.493,0.675
"2018-09-06 05:30:00",5532,0.574,0.604,0.57,0.657,0.492,0.674
"2018-09-06 06:00:00",5533,0.574,0.603,0.571,0.657,0.492,0.673
"2018-09-06 06:30:00",5534,0.573,0.604,0.572,0.659,0.494,0.674
"2018-09-06 07:00:00",5535,0.573,0.604,0.574,0.66,0.494,0.674
"2018-09-06 07:30:00",5536,0.574,0.605,0.572,0.657,0.492,0.673
"2018-09-06 08:00:00",5537,0.557,0.606,0.565,0.656,0.492,0.657
"2018-09-06 08:30:00",5538,0.506,0.605,0.545,0.653,0.491,0.606
"2018-09-06 09:00:00",5539,0.45,0.6,0.524,0.649,0.487,0.556
"2018-09-06 09:30:00",5540,0.417,0.592,0.505,0.639,0.478,0.531
"2018-09-06 10:00:00",5541,0.396,0.58,0.49,0.621,0.458,0.512
"2018-09-06 10:30:00",5542,0.388,0.562,0.473,0.602,0.427,0.498
"2018-09-06 11:00:00",5543,0.388,0.55,0.462,0.594,0.408,0.497
"2018-09-06 11:30:00",5544,0.388,0.539,0.457,0.587,0.394,0.499
"2018-09-06 12:00:00",5545,0.389,0.53,0.452,0.578,0.382,0.495
"2018-09-06 12:30:00",5546,0.388,0.518,0.446,0.569,0.37,0.489
"2018-09-06 13:00:00",5547,0.397,0.512,0.446,0.569,0.37,0.492
"2018-09-06 13:30:00",5548,0.393,0.509,0.445,0.572,0.371,0.491
"2018-09-06 14:00:00",5549,0.392,0.509,0.444,0.57,0.372,0.488
"2018-09-06 14:30:00",5550,0.397,0.511,0.448,0.57,0.376,0.493
"2018-09-06 15:00:00",5551,0.403,0.517,0.454,0.577,0.381,0.494
"2018-09-06 15:30:00",5552,0.417,0.521,0.461,0.582,0.384,0.495
"2018-09-06 16:00:00",5553,0.432,0.527,0.469,0.589,0.39,0.504
"2018-09-06 16:30:00",5554,0.444,0.532,0.477,0.598,0.396,0.519
"2018-09-06 17:00:00",5555,0.454,0.54,0.489,0.607,0.404,0.533
"2018-09-06 17:30:00",5556,0.468,0.548,0.502,0.616,0.415,0.545
"2018-09-06 18:00:00",5557,0.481,0.558,0.513,0.626,0.427,0.562
"2018-09-06 18:30:00",5558,0.498,0.57,0.527,0.635,0.443,0.586
"2018-09-06 19:00:00",5559,0.516,0.58,0.539,0.642,0.455,0.607
"2018-09-06 19:30:00",5560,0.531,0.589,0.548,0.646,0.466,0.626
"2018-09-06 20:00:00",5561,0.544,0.596,0.554,0.649,0.474,0.642
"2018-09-06 20:30:00",5562,0.554,0.599,0.558,0.65,0.478,0.654
"2018-09-06 21:00:00",5563,0.563,0.601,0.563,0.652,0.483,0.663
"2018-09-06 21:30:00",5564,0.568,0.602,0.565,0.654,0.485,0.668
"2018-09-06 22:00:00",5565,0.564,0.599,0.558,0.651,0.482,0.664
"2018-09-06 22:30:00",5566,0.565,0.602,0.561,0.652,0.484,0.662
"2018-09-06 23:00:00",5567,0.568,0.604,0.564,0.654,0.485,0.667
"2018-09-06 23:30:00",5568,0.572,0.604,0.565,0.654,0.486,0.67
"2018-09-07 00:00:00",5569,0.575,0.605,0.567,0.656,0.488,0.672
"2018-09-07 00:30:00",5570,0.576,0.605,0.567,0.657,0.488,0.673
"2018-09-07 01:00:00",5571,0.575,0.605,0.567,0.656,0.489,0.672
"2018-09-07 01:30:00",5572,0.573,0.605,0.57,0.658,0.489,0.671
"2018-09-07 02:00:00",5573,0.57,0.605,0.569,0.66,0.488,0.67
"2018-09-07 02:30:00",5574,0.569,0.606,0.569,0.658,0.488,0.671
"2018-09-07 03:00:00",5575,0.569,0.607,0.568,0.658,0.49,0.671
"2018-09-07 03:30:00",5576,0.571,0.608,0.567,0.656,0.49,0.673
"2018-09-07 04:00:00",5577,0.573,0.608,0.568,0.657,0.49,0.675
"2018-09-07 04:30:00",5578,0.574,0.608,0.568,0.657,0.49,0.675
"2018-09-07 05:00:00",5579,0.575,0.608,0.569,0.658,0.491,0.676
"2018-09-07 05:30:00",5580,0.574,0.608,0.568,0.658,0.491,0.675
"2018-09-07 06:00:00",5581,0.574,0.609,0.569,0.659,0.492,0.674
"2018-09-07 06:30:00",5582,0.574,0.609,0.57,0.659,0.492,0.674
"2018-09-07 07:00:00",5583,0.575,0.609,0.572,0.66,0.492,0.675
"2018-09-07 07:30:00",5584,0.574,0.608,0.572,0.659,0.492,0.674
"2018-09-07 08:00:00",5585,0.566,0.607,0.573,0.66,0.491,0.667
"2018-09-07 08:30:00",5586,0.543,0.605,0.567,0.656,0.487,0.645
"2018-09-07 09:00:00",5587,0.495,0.597,0.544,0.645,0.474,0.598
"2018-09-07 09:30:00",5588,0.448,0.585,0.51,0.624,0.453,0.547
"2018-09-07 10:00:00",5589,0.428,0.573,0.486,0.601,0.43,0.525
"2018-09-07 10:30:00",5590,0.427,0.566,0.48,0.593,0.419,0.524
"2018-09-07 11:00:00",5591,0.425,0.562,0.476,0.591,0.413,0.523
