"TOA5","CR1000-CONTROL","CR1000","86633","CR1000.Std.31.03","CPU:Sapflow_SERC.CR1","8974","Table1"
"TIMESTAMP","RECORD","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-07-16 17:30:00",3228,0.415,0.465,0.472,0.434,0.432,0.486,0.514,0.514
"2018-07-16 18:00:00",3229,0.423,0.476,0.481,0.447,0.444,0.505,0.536,0.53
"2018-07-16 18:30:00",3230,0.438,0.497,0.498,0.474,0.47,0.539,0.556,0.549
"2018-07-16 19:00:00",3231,0.444,0.508,0.51,0.499,0.488,0.565,0.576,0.564
"2018-07-16 19:30:00",3232,0.454,0.518,0.522,0.515,0.504,0.577,0.59,0.575
"2018-07-16 20:00:00",3233,0.463,0.526,0.535,0.527,0.521,0.581,0.602,0.583
"2018-07-16 20:30:00",3234,0.479,0.538,0.546,0.534,0.537,0.58,0.609,0.588
"2018-07-16 21:00:00",3235,0.491,0.551,0.558,0.539,0.554,0.575,0.616,0.592
"2018-07-16 21:30:00",3236,0.491,0.555,0.562,0.54,0.563,0.569,0.62,0.594
"2018-07-16 22:00:00",3237,0.494,0.56,0.567,0.54,0.568,0.565,0.623,0.595
"2018-07-16 22:30:00",3238,0.506,0.566,0.573,0.541,0.573,0.561,0.624,0.596
"2018-07-16 23:00:00",3239,0.513,0.57,0.578,0.541,0.576,0.561,0.626,0.597
"2018-07-16 23:30:00",3240,0.517,0.573,0.581,0.542,0.578,0.56,0.628,0.598
"2018-07-17 00:00:00",3241,0.52,0.574,0.582,0.542,0.58,0.561,0.628,0.598
"2018-07-17 00:30:00",3242,0.518,0.574,0.582,0.541,0.581,0.562,0.63,0.599
"2018-07-17 01:00:00",3243,0.513,0.573,0.583,0.54,0.581,0.562,0.631,0.599
"2018-07-17 01:30:00",3244,0.512,0.573,0.585,0.54,0.582,0.563,0.632,0.6
"2018-07-17 02:00:00",3245,0.51,0.573,0.584,0.54,0.582,0.563,0.632,0.6
"2018-07-17 02:30:00",3246,0.506,0.571,0.583,0.54,0.583,0.564,0.633,0.6
"2018-07-17 03:00:00",3247,0.502,0.57,0.582,0.54,0.583,0.563,0.633,0.601
"2018-07-17 03:30:00",3248,0.497,0.569,0.582,0.541,0.583,0.563,0.633,0.601
"2018-07-17 04:00:00",3249,0.495,0.569,0.582,0.541,0.583,0.563,0.634,0.601
"2018-07-17 04:30:00",3250,0.493,0.568,0.581,0.542,0.583,0.563,0.633,0.601
"2018-07-17 05:00:00",3251,0.487,0.566,0.58,0.54,0.583,0.563,0.634,0.601
"2018-07-17 05:30:00",3252,0.483,0.565,0.578,0.54,0.583,0.563,0.634,0.601
"2018-07-17 06:00:00",3253,0.486,0.566,0.579,0.54,0.583,0.563,0.634,0.602
"2018-07-17 06:30:00",3254,0.487,0.567,0.58,0.54,0.583,0.563,0.634,0.602
"2018-07-17 07:00:00",3255,0.475,0.557,0.575,0.541,0.578,0.568,0.634,0.602
"2018-07-17 07:30:00",3256,0.445,0.53,0.553,0.534,0.559,0.577,0.632,0.602
"2018-07-17 08:00:00",3257,0.43,0.513,0.537,0.518,0.537,0.58,0.629,0.602
"2018-07-17 08:30:00",3258,0.41,0.487,0.51,0.475,0.499,0.559,0.624,0.599
"2018-07-17 09:00:00",3259,0.399,0.468,0.488,0.439,0.462,0.517,0.608,0.591
"2018-07-17 09:30:00",3260,0.397,0.461,0.477,0.425,0.44,0.487,0.573,0.568
