TOA5	CR1000 BC EAST	CR1000	86615	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-29 6:30	1946	0.829	0.472	0.55	0.518	0.528	0.382	0.567	-0.565
2019-4-29 7:00	1947	0.829	0.474	0.55	0.518	0.527	0.383	0.569	-0.564
2019-4-29 7:30	1948	0.829	0.475	0.549	0.521	0.528	0.384	0.568	-0.562
2019-4-29 8:00	1949	0.832	0.474	0.549	0.522	0.525	0.388	0.567	-0.546
2019-4-29 8:30	1950	0.836	0.462	0.55	0.529	0.523	0.396	0.566	-0.495
2019-4-29 9:00	1951	0.837	0.438	0.551	0.549	0.535	0.412	0.566	-0.482
2019-4-29 9:30	1952	0.838	0.42	0.551	0.596	0.575	0.447	0.563	-0.449
2019-4-29 10:00	1953	0.837	0.404	0.549	0.601	0.576	0.45	0.56	-0.457
2019-4-29 10:30	1954	0.834	0.386	0.547	0.6	0.571	0.448	0.556	-0.459
2019-4-29 11:00	1955	0.83	0.373	0.546	0.599	0.566	0.448	0.553	-0.449
2019-4-29 11:30	1956	0.829	0.364	0.547	0.598	0.565	0.448	0.55	-0.494
2019-4-29 12:00	1957	0.825	0.357	0.549	0.598	0.563	0.447	0.545	-0.536
2019-4-29 12:30	1958	0.823	0.357	0.549	0.599	0.562	0.443	0.542	-0.621
2019-4-29 13:00	1959	0.821	0.354	0.549	0.599	0.561	0.442	0.54	-0.641
2019-4-29 13:30	1960	0.825	0.358	0.549	0.599	0.566	0.442	0.541	-0.734
2019-4-29 14:00	1961	0.828	0.36	0.548	0.597	0.566	0.444	0.54	-0.785
2019-4-29 14:30	1962	0.83	0.357	0.546	0.595	0.566	0.442	0.542	-0.82
2019-4-29 15:00	1963	0.828	0.355	0.545	0.594	0.567	0.442	0.541	-0.859
2019-4-29 15:30	1964	0.828	0.356	0.546	0.593	0.566	0.441	0.537	-0.897
2019-4-29 16:00	1965	0.83	0.358	0.546	0.595	0.569	0.442	0.54	-0.924
2019-4-29 16:30	1966	0.833	0.365	0.547	0.599	0.573	0.444	0.545	-0.956
2019-4-29 17:00	1967	0.832	0.371	0.545	0.599	0.573	0.442	0.541	-0.957
2019-4-29 17:30	1968	0.832	0.373	0.545	0.599	0.573	0.443	0.539	-0.973
2019-4-29 18:00	1969	0.836	0.378	0.547	0.6	0.576	0.445	0.546	-1.018
2019-4-29 18:30	1970	0.836	0.384	0.546	0.602	0.579	0.445	0.55	-1.05
2019-4-29 19:00	1971	0.838	0.39	0.549	0.6	0.578	0.443	0.552	-1.084
2019-4-29 19:30	1972	0.838	0.396	0.549	0.577	0.558	0.427	0.555	-1.126
2019-4-29 20:00	1973	0.838	0.402	0.548	0.555	0.539	0.411	0.557	-1.164
2019-4-29 20:30	1974	0.839	0.408	0.551	0.547	0.532	0.405	0.561	-1.194
2019-4-29 21:00	1975	0.84	0.414	0.552	0.545	0.533	0.404	0.563	-1.211
2019-4-29 21:30	1976	0.836	0.418	0.55	0.544	0.536	0.403	0.564	-1.227
2019-4-29 22:00	1977	0.837	0.424	0.552	0.543	0.538	0.399	0.563	-1.252
2019-4-29 22:30	1978	0.834	0.429	0.551	0.542	0.539	0.398	0.564	-1.279
2019-4-29 23:00	1979	0.834	0.434	0.551	0.54	0.54	0.397	0.564	-1.302
2019-4-29 23:30	1980	0.832	0.438	0.553	0.54	0.541	0.396	0.565	-1.322
2019-4-30 0:00	1981	0.833	0.441	0.553	0.538	0.542	0.396	0.564	-1.347
2019-4-30 0:30	1982	0.833	0.445	0.553	0.538	0.542	0.394	0.563	-1.371
2019-4-30 1:00	1983	0.832	0.449	0.551	0.536	0.543	0.394	0.565	-1.392
2019-4-30 1:30	1984	0.832	0.452	0.549	0.535	0.543	0.394	0.567	-1.411
2019-4-30 2:00	1985	0.832	0.455	0.55	0.534	0.543	0.393	0.567	-1.43
2019-4-30 2:30	1986	0.831	0.457	0.551	0.533	0.543	0.392	0.568	-1.447
2019-4-30 3:00	1987	0.832	0.46	0.552	0.532	0.543	0.391	0.568	-1.462
2019-4-30 3:30	1988	0.832	0.462	0.551	0.531	0.543	0.391	0.569	-1.478
2019-4-30 4:00	1989	0.832	0.464	0.551	0.53	0.541	0.39	0.568	-1.491
2019-4-30 4:30	1990	0.83	0.465	0.552	0.529	0.541	0.388	0.566	-1.502
2019-4-30 5:00	1991	0.829	0.467	0.55	0.527	0.541	0.389	0.57	-1.513
2019-4-30 5:30	1992	0.83	0.469	0.55	0.526	0.541	0.388	0.572	-1.523
2019-4-30 6:00	1993	0.83	0.471	0.551	0.524	0.538	0.385	0.569	-1.531
2019-4-30 6:30	1994	0.83	0.473	0.55	0.521	0.536	0.383	0.569	-1.539
2019-4-30 7:00	1995	0.829	0.474	0.551	0.52	0.533	0.382	0.569	-1.547
2019-4-30 7:30	1996	0.83	0.475	0.551	0.523	0.534	0.385	0.57	-1.556
2019-4-30 8:00	1997	0.832	0.475	0.551	0.525	0.532	0.388	0.569	-1.567
2019-4-30 8:30	1998	0.835	0.473	0.551	0.531	0.531	0.397	0.571	-1.593
2019-4-30 9:00	1999	0.839	0.463	0.55	0.551	0.543	0.415	0.57	-1.603
2019-4-30 9:30	2000	0.841	0.448	0.554	0.599	0.583	0.452	0.569	-1.575
2019-4-30 10:00	2001	0.842	0.428	0.548	0.602	0.583	0.462	0.568	-1.577
2019-4-30 10:30	2002	0.841	0.408	0.548	0.599	0.577	0.459	0.565	-1.589
2019-4-30 11:00	2003	0.837	0.387	0.548	0.598	0.571	0.457	0.562	-1.595
2019-4-30 11:30	2004	0.831	0.374	0.55	0.597	0.568	0.452	0.555	-1.606
2019-4-30 12:00	2005	0.831	0.366	0.551	0.597	0.567	0.451	0.547	-1.61
2019-4-30 12:30	2006	0.832	0.36	0.552	0.599	0.566	0.446	0.539	-1.635
2019-4-30 13:00	2007	0.833	0.356	0.551	0.599	0.566	0.446	0.538	-1.629
2019-4-30 13:30	2008	0.828	0.351	0.55	0.598	0.565	0.443	0.535	-1.636
2019-4-30 14:00	2009	0.825	0.351	0.548	0.597	0.566	0.442	0.537	-1.647
2019-4-30 14:30	2010	0.825	0.352	0.546	0.595	0.567	0.441	0.541	-1.653
2019-4-30 15:00	2011	0.83	0.352	0.546	0.595	0.568	0.446	0.544	-1.646
2019-4-30 15:30	2012	0.833	0.355	0.544	0.594	0.57	0.447	0.541	-1.65
2019-4-30 16:00	2013	0.831	0.36	0.545	0.594	0.571	0.446	0.541	-1.647
2019-4-30 16:30	2014	0.833	0.365	0.545	0.596	0.572	0.445	0.545	-1.653
2019-4-30 17:00	2015	0.833	0.372	0.543	0.598	0.573	0.446	0.543	-1.682
2019-4-30 17:30	2016	0.835	0.379	0.543	0.598	0.576	0.444	0.543	-1.674
2019-4-30 18:00	2017	0.835	0.385	0.543	0.6	0.579	0.444	0.544	-1.692
2019-4-30 18:30	2018	0.836	0.39	0.544	0.601	0.58	0.444	0.551	-1.72
2019-4-30 19:00	2019	0.838	0.396	0.546	0.582	0.563	0.432	0.555	-1.728
2019-4-30 19:30	2020	0.839	0.402	0.547	0.561	0.544	0.418	0.559	-1.729
2019-4-30 20:00	2021	0.839	0.407	0.546	0.551	0.536	0.411	0.563	-1.726
2019-4-30 20:30	2022	0.838	0.412	0.548	0.545	0.532	0.408	0.566	-1.73
2019-4-30 21:00	2023	0.837	0.416	0.548	0.543	0.532	0.406	0.566	-1.727
2019-4-30 21:30	2024	0.838	0.421	0.548	0.543	0.534	0.406	0.567	-1.719
2019-4-30 22:00	2025	0.839	0.425	0.55	0.542	0.534	0.403	0.569	-1.719
2019-4-30 22:30	2026	0.838	0.429	0.551	0.541	0.535	0.402	0.57	-1.717
2019-4-30 23:00	2027	0.837	0.432	0.55	0.539	0.535	0.401	0.571	-1.716
2019-4-30 23:30	2028	0.838	0.436	0.55	0.538	0.535	0.402	0.572	-1.715
2019-5-1 0:00	2029	0.835	0.439	0.549	0.537	0.536	0.4	0.573	-1.715
2019-5-1 0:30	2030	0.836	0.443	0.549	0.535	0.534	0.4	0.573	-1.718
2019-5-1 1:00	2031	0.838	0.445	0.55	0.534	0.532	0.399	0.573	-1.719
2019-5-1 1:30	2032	0.838	0.447	0.551	0.533	0.53	0.398	0.572	-1.72
2019-5-1 2:00	2033	0.838	0.449	0.552	0.531	0.528	0.399	0.573	-1.721
2019-5-1 2:30	2034	0.838	0.45	0.552	0.531	0.527	0.399	0.573	-1.721
2019-5-1 3:00	2035	0.839	0.451	0.553	0.53	0.525	0.398	0.573	-1.722
2019-5-1 3:30	2036	0.839	0.452	0.553	0.528	0.523	0.397	0.572	-1.723
2019-5-1 4:00	2037	0.839	0.454	0.553	0.527	0.522	0.397	0.572	-1.724
2019-5-1 4:30	2038	0.84	0.454	0.553	0.525	0.519	0.397	0.572	-1.725
2019-5-1 5:00	2039	0.841	0.455	0.554	0.525	0.517	0.397	0.572	-1.727
2019-5-1 5:30	2040	0.84	0.455	0.552	0.523	0.516	0.395	0.572	-1.727
2019-5-1 6:00	2041	0.84	0.455	0.553	0.521	0.515	0.392	0.572	-1.725
2019-5-1 6:30	2042	0.84	0.456	0.554	0.519	0.513	0.391	0.572	-1.725
2019-5-1 7:00	2043	0.841	0.456	0.554	0.52	0.514	0.392	0.573	-1.725
2019-5-1 7:30	2044	0.841	0.456	0.555	0.524	0.517	0.395	0.573	-1.727
2019-5-1 8:00	2045	0.842	0.453	0.554	0.529	0.521	0.4	0.572	-1.728
2019-5-1 8:30	2046	0.842	0.442	0.552	0.541	0.531	0.409	0.57	-1.73
2019-5-1 9:00	2047	0.841	0.428	0.551	0.554	0.542	0.416	0.567	-1.73
2019-5-1 9:30	2048	0.842	0.415	0.551	0.59	0.575	0.442	0.567	-1.727
2019-5-1 10:00	2049	0.84	0.404	0.548	0.601	0.585	0.447	0.563	-1.727
2019-5-1 10:30	2050	0.84	0.394	0.547	0.601	0.584	0.447	0.561	-1.731
2019-5-1 11:00	2051	0.838	0.385	0.546	0.601	0.581	0.445	0.56	-1.716
2019-5-1 11:30	2052	0.836	0.377	0.545	0.6	0.582	0.438	0.558	-1.73
2019-5-1 12:00	2053	0.836	0.374	0.545	0.6	0.582	0.437	0.557	-1.726
2019-5-1 12:30	2054	0.834	0.369	0.544	0.6	0.581	0.435	0.556	-1.725
2019-5-1 13:00	2055	0.836	0.366	0.544	0.6	0.581	0.438	0.556	-1.717
2019-5-1 13:30	2056	0.836	0.365	0.545	0.601	0.582	0.439	0.557	-1.724
2019-5-1 14:00	2057	0.837	0.368	0.545	0.601	0.583	0.439	0.558	-1.72
2019-5-1 14:30	2058	0.836	0.368	0.544	0.601	0.583	0.439	0.559	-1.723
2019-5-1 15:00	2059	0.836	0.368	0.543	0.601	0.582	0.44	0.556	-1.715
2019-5-1 15:30	2060	0.837	0.368	0.543	0.601	0.583	0.441	0.556	-1.727
2019-5-1 16:00	2061	0.836	0.37	0.542	0.6	0.584	0.441	0.556	-1.729
2019-5-1 16:30	2062	0.835	0.373	0.542	0.601	0.584	0.439	0.557	-1.721
2019-5-1 17:00	2063	0.837	0.376	0.542	0.601	0.586	0.437	0.559	-1.724
2019-5-1 17:30	2064	0.838	0.38	0.543	0.602	0.588	0.443	0.562	-1.722
2019-5-1 18:00	2065	0.839	0.387	0.545	0.603	0.589	0.443	0.564	-1.722
2019-5-1 18:30	2066	0.838	0.393	0.545	0.603	0.59	0.443	0.565	-1.72
2019-5-1 19:00	2067	0.835	0.397	0.543	0.598	0.586	0.433	0.564	-1.717
2019-5-1 19:30	2068	0.835	0.403	0.543	0.57	0.56	0.411	0.564	-1.713
2019-5-1 20:00	2069	0.838	0.408	0.545	0.551	0.541	0.402	0.568	-1.714
2019-5-1 20:30	2070	0.837	0.413	0.546	0.544	0.535	0.394	0.567	-1.714
2019-5-1 21:00	2071	0.838	0.418	0.546	0.543	0.535	0.393	0.568	-1.714
2019-5-1 21:30	2072	0.839	0.422	0.548	0.542	0.535	0.399	0.57	-1.714
2019-5-1 22:00	2073	0.839	0.425	0.548	0.541	0.534	0.397	0.57	-1.714
2019-5-1 22:30	2074	0.839	0.429	0.547	0.54	0.533	0.396	0.57	-1.713
2019-5-1 23:00	2075	0.84	0.432	0.549	0.539	0.533	0.397	0.571	-1.713
2019-5-1 23:30	2076	0.84	0.435	0.549	0.538	0.532	0.396	0.57	-1.713
2019-5-2 0:00	2077	0.841	0.437	0.55	0.537	0.532	0.398	0.572	-1.713
2019-5-2 0:30	2078	0.841	0.439	0.551	0.536	0.531	0.395	0.572	-1.714
2019-5-2 1:00	2079	0.84	0.441	0.551	0.535	0.53	0.394	0.572	-1.714
2019-5-2 1:30	2080	0.841	0.442	0.551	0.534	0.529	0.395	0.573	-1.705
2019-5-2 2:00	2081	0.842	0.444	0.552	0.533	0.528	0.396	0.573	-1.698
2019-5-2 2:30	2082	0.842	0.445	0.554	0.532	0.527	0.397	0.575	-1.695
2019-5-2 3:00	2083	0.842	0.446	0.552	0.53	0.527	0.396	0.575	-1.694
2019-5-2 3:30	2084	0.842	0.447	0.553	0.529	0.526	0.395	0.574	-1.693
2019-5-2 4:00	2085	0.841	0.448	0.553	0.528	0.525	0.395	0.575	-1.693
2019-5-2 4:30	2086	0.842	0.449	0.554	0.527	0.524	0.395	0.575	-1.693
2019-5-2 5:00	2087	0.842	0.45	0.555	0.526	0.522	0.394	0.576	-1.692
2019-5-2 5:30	2088	0.841	0.45	0.553	0.525	0.52	0.392	0.574	-1.693
2019-5-2 6:00	2089	0.842	0.45	0.553	0.522	0.518	0.391	0.574	-1.691
2019-5-2 6:30	2090	0.843	0.45	0.555	0.52	0.516	0.388	0.576	-1.691
2019-5-2 7:00	2091	0.842	0.451	0.555	0.521	0.517	0.391	0.576	-1.691
2019-5-2 7:30	2092	0.843	0.45	0.555	0.523	0.518	0.393	0.576	-1.691
2019-5-2 8:00	2093	0.843	0.446	0.555	0.527	0.521	0.397	0.576	-1.691
2019-5-2 8:30	2094	0.845	0.441	0.555	0.537	0.529	0.406	0.576	-1.693
2019-5-2 9:00	2095	0.846	0.436	0.553	0.569	0.559	0.431	0.574	-1.695
2019-5-2 9:30	2096	0.846	0.426	0.553	0.599	0.586	0.452	0.573	-1.698
2019-5-2 10:00	2097	0.843	0.414	0.551	0.602	0.589	0.443	0.569	-1.697
2019-5-2 10:30	2098	0.844	0.409	0.553	0.587	0.575	0.438	0.571	-1.696
2019-5-2 11:00	2099	0.843	0.408	0.552	0.602	0.588	0.447	0.569	-1.7
2019-5-2 11:30	2100	0.842	0.403	0.551	0.605	0.589	0.445	0.566	-1.704
2019-5-2 12:00	2101	0.843	0.395	0.549	0.606	0.588	0.448	0.563	-1.705
2019-5-2 12:30	2102	0.842	0.383	0.545	0.604	0.584	0.442	0.559	-1.706
2019-5-2 13:00	2103	0.838	0.372	0.546	0.603	0.581	0.441	0.557	-1.703
2019-5-2 13:30	2104	0.838	0.366	0.546	0.602	0.581	0.442	0.556	-1.704
2019-5-2 14:00	2105	0.838	0.363	0.544	0.603	0.582	0.439	0.557	-1.705
2019-5-2 14:30	2106	0.838	0.361	0.544	0.601	0.582	0.444	0.558	-1.707
2019-5-2 15:00	2107	0.838	0.361	0.545	0.6	0.582	0.443	0.56	-1.706
2019-5-2 15:30	2108	0.836	0.362	0.542	0.599	0.583	0.443	0.558	-1.707
2019-5-2 16:00	2109	0.837	0.363	0.54	0.599	0.583	0.441	0.557	-1.699
2019-5-2 16:30	2110	0.837	0.368	0.542	0.601	0.584	0.445	0.56	-1.685
2019-5-2 17:00	2111	0.837	0.372	0.541	0.6	0.584	0.445	0.557	-1.7
2019-5-2 17:30	2112	0.838	0.377	0.541	0.601	0.586	0.445	0.556	-1.691
2019-5-2 18:00	2113	0.837	0.382	0.542	0.602	0.588	0.441	0.559	-1.699
2019-5-2 18:30	2114	0.839	0.387	0.543	0.602	0.589	0.442	0.564	-1.699
2019-5-2 19:00	2115	0.84	0.391	0.544	0.6	0.589	0.442	0.568	-1.696
2019-5-2 19:30	2116	0.841	0.397	0.546	0.577	0.566	0.425	0.569	-1.695
2019-5-2 20:00	2117	0.841	0.403	0.547	0.561	0.551	0.413	0.569	-1.694
2019-5-2 20:30	2118	0.842	0.409	0.549	0.548	0.54	0.406	0.572	-1.692
2019-5-2 21:00	2119	0.841	0.414	0.55	0.544	0.537	0.403	0.573	-1.693
2019-5-2 21:30	2120	0.841	0.419	0.55	0.544	0.538	0.405	0.574	-1.692
2019-5-2 22:00	2121	0.841	0.424	0.552	0.542	0.538	0.405	0.576	-1.692
2019-5-2 22:30	2122	0.842	0.429	0.553	0.541	0.535	0.405	0.576	-1.693
2019-5-2 23:00	2123	0.841	0.432	0.552	0.539	0.533	0.405	0.575	-1.694
2019-5-2 23:30	2124	0.843	0.435	0.552	0.538	0.532	0.405	0.575	-1.694
2019-5-3 0:00	2125	0.842	0.437	0.554	0.537	0.532	0.404	0.577	-1.693
2019-5-3 0:30	2126	0.841	0.44	0.554	0.536	0.534	0.401	0.576	-1.691
2019-5-3 1:00	2127	0.84	0.442	0.554	0.536	0.534	0.399	0.577	-1.692
2019-5-3 1:30	2128	0.842	0.445	0.553	0.534	0.531	0.401	0.577	-1.694
2019-5-3 2:00	2129	0.841	0.446	0.554	0.533	0.53	0.4	0.578	-1.694
2019-5-3 2:30	2130	0.841	0.448	0.552	0.531	0.527	0.401	0.576	-1.697
2019-5-3 3:00	2131	0.842	0.449	0.553	0.53	0.526	0.4	0.576	-1.697
2019-5-3 3:30	2132	0.843	0.45	0.554	0.529	0.525	0.399	0.577	-1.697
2019-5-3 4:00	2133	0.842	0.45	0.552	0.527	0.523	0.396	0.576	-1.699
2019-5-3 4:30	2134	0.843	0.45	0.555	0.526	0.521	0.396	0.577	-1.699
2019-5-3 5:00	2135	0.843	0.451	0.556	0.525	0.521	0.394	0.577	-1.697
2019-5-3 5:30	2136	0.843	0.453	0.556	0.523	0.52	0.394	0.578	-1.697
2019-5-3 6:00	2137	0.843	0.454	0.556	0.521	0.518	0.391	0.577	-1.697
2019-5-3 6:30	2138	0.843	0.454	0.556	0.518	0.515	0.39	0.578	-1.697
2019-5-3 7:00	2139	0.845	0.454	0.555	0.519	0.515	0.391	0.578	-1.698
2019-5-3 7:30	2140	0.847	0.453	0.555	0.526	0.52	0.397	0.579	-1.701
2019-5-3 8:00	2141	0.848	0.447	0.556	0.537	0.53	0.407	0.578	-1.704
2019-5-3 8:30	2142	0.846	0.438	0.555	0.562	0.554	0.422	0.577	-1.707
2019-5-3 9:00	2143	0.847	0.431	0.555	0.578	0.569	0.435	0.577	-1.706
2019-5-3 9:30	2144	0.846	0.424	0.553	0.6	0.589	0.452	0.575	-1.709
2019-5-3 10:00	2145	0.846	0.412	0.552	0.603	0.59	0.453	0.574	-1.712
2019-5-3 10:30	2146	0.846	0.397	0.55	0.604	0.59	0.451	0.572	-1.715
2019-5-3 11:00	2147	0.843	0.383	0.548	0.603	0.586	0.451	0.57	-1.719
2019-5-3 11:30	2148	0.842	0.375	0.549	0.604	0.583	0.444	0.565	-1.718
2019-5-3 12:00	2149	0.843	0.375	0.55	0.604	0.584	0.448	0.566	-1.715
2019-5-3 12:30	2150	0.842	0.371	0.55	0.603	0.583	0.447	0.565	-1.717
2019-5-3 13:00	2151	0.841	0.363	0.548	0.601	0.58	0.447	0.562	-1.72
2019-5-3 13:30	2152	0.84	0.357	0.548	0.6	0.578	0.447	0.559	-1.717
2019-5-3 14:00	2153	0.838	0.358	0.546	0.6	0.578	0.445	0.558	-1.717
2019-5-3 14:30	2154	0.837	0.358	0.545	0.596	0.579	0.444	0.559	-1.717
2019-5-3 15:00	2155	0.834	0.359	0.544	0.595	0.58	0.443	0.557	-1.719
2019-5-3 15:30	2156	0.835	0.361	0.543	0.595	0.58	0.445	0.555	-1.721
2019-5-3 16:00	2157	0.836	0.364	0.543	0.596	0.58	0.446	0.555	-1.709
2019-5-3 16:30	2158	0.836	0.37	0.543	0.598	0.581	0.445	0.558	-1.698
2019-5-3 17:00	2159	0.837	0.375	0.543	0.598	0.583	0.443	0.559	-1.72
2019-5-3 17:30	2160	0.839	0.381	0.543	0.6	0.585	0.445	0.56	-1.723
2019-5-3 18:00	2161	0.84	0.386	0.545	0.6	0.587	0.447	0.562	-1.722
2019-5-3 18:30	2162	0.84	0.391	0.545	0.602	0.588	0.446	0.564	-1.721
2019-5-3 19:00	2163	0.843	0.396	0.547	0.602	0.589	0.446	0.566	-1.721
2019-5-3 19:30	2164	0.842	0.401	0.548	0.595	0.583	0.443	0.57	-1.718
2019-5-3 20:00	2165	0.843	0.407	0.549	0.565	0.555	0.421	0.571	-1.715
2019-5-3 20:30	2166	0.844	0.411	0.551	0.548	0.539	0.409	0.574	-1.703
2019-5-3 21:00	2167	0.844	0.416	0.552	0.544	0.537	0.406	0.576	-1.697
2019-5-3 21:30	2168	0.844	0.421	0.553	0.544	0.538	0.406	0.577	-1.694
2019-5-3 22:00	2169	0.841	0.426	0.552	0.542	0.539	0.404	0.578	-1.692
2019-5-3 22:30	2170	0.84	0.43	0.551	0.54	0.539	0.403	0.578	-1.69
2019-5-3 23:00	2171	0.838	0.433	0.551	0.539	0.539	0.402	0.579	-1.689
2019-5-3 23:30	2172	0.838	0.437	0.55	0.537	0.54	0.4	0.579	-1.688
2019-5-4 0:00	2173	0.837	0.44	0.55	0.537	0.54	0.398	0.579	-1.687
2019-5-4 0:30	2174	0.836	0.443	0.55	0.536	0.54	0.398	0.58	-1.685
2019-5-4 1:00	2175	0.836	0.445	0.55	0.536	0.54	0.396	0.58	-1.684
2019-5-4 1:30	2176	0.837	0.449	0.551	0.535	0.54	0.396	0.579	-1.684
2019-5-4 2:00	2177	0.838	0.451	0.552	0.534	0.54	0.394	0.58	-1.683
2019-5-4 2:30	2178	0.837	0.453	0.553	0.533	0.54	0.394	0.578	-1.682
2019-5-4 3:00	2179	0.836	0.455	0.553	0.532	0.539	0.393	0.578	-1.68
2019-5-4 3:30	2180	0.837	0.457	0.553	0.531	0.538	0.393	0.578	-1.679
2019-5-4 4:00	2181	0.836	0.458	0.554	0.53	0.538	0.391	0.578	-1.679
2019-5-4 4:30	2182	0.836	0.46	0.555	0.528	0.537	0.39	0.578	-1.677
2019-5-4 5:00	2183	0.836	0.462	0.554	0.527	0.536	0.39	0.578	-1.676
2019-5-4 5:30	2184	0.836	0.464	0.553	0.526	0.536	0.388	0.579	-1.675
2019-5-4 6:00	2185	0.834	0.465	0.552	0.523	0.533	0.386	0.58	-1.674
2019-5-4 6:30	2186	0.836	0.466	0.553	0.521	0.53	0.385	0.579	-1.673
2019-5-4 7:00	2187	0.836	0.467	0.552	0.521	0.529	0.385	0.579	-1.674
2019-5-4 7:30	2188	0.838	0.467	0.55	0.523	0.53	0.387	0.58	-1.677
2019-5-4 8:00	2189	0.841	0.465	0.552	0.526	0.53	0.391	0.581	-1.681
2019-5-4 8:30	2190	0.843	0.458	0.552	0.533	0.531	0.403	0.581	-1.69
2019-5-4 9:00	2191	0.845	0.44	0.552	0.556	0.545	0.425	0.571	NAN
2019-5-4 9:30	2192	0.847	0.424	0.552	0.599	0.583	0.458	0.055	NAN
2019-5-4 10:00	2193	0.847	0.406	0.548	0.6	0.583	0.463	0.041	NAN
2019-5-4 10:30	2194	0.85	0.392	0.548	0.599	0.579	0.462	0.533	-0.475
2019-5-4 11:00	2195	0.846	0.382	0.548	0.598	0.574	0.459	0.545	NAN
2019-5-4 11:30	2196	0.845	0.372	0.547	0.518	0.493	0.398	0.561	0.517
2019-5-4 12:00	2197	0.847	0.37	0.543	0.525	0.5	0.404	0.557	0.521
2019-5-4 12:30	2198	0.841	0.364	0.544	0.579	0.552	0.443	0.443	0.419
2019-5-4 13:00	2199	0.841	0.363	0.541	0.593	0.568	0.451	0.548	0.515
2019-5-4 13:30	2200	0.841	0.367	0.542	0.595	0.572	0.452	0.553	0.52
2019-5-4 14:00	2201	0.843	0.362	0.546	0.596	0.572	0.456	0.556	0.522
2019-5-4 14:30	2202	0.843	0.365	0.543	0.594	0.574	0.455	0.557	0.522
2019-5-4 15:00	2203	0.843	0.367	0.542	0.593	0.574	0.452	0.556	0.523
2019-5-4 15:30	2204	0.842	0.367	0.543	0.593	0.575	0.455	0.554	0.523
2019-5-4 16:00	2205	0.842	0.372	0.542	0.593	0.577	0.457	0.554	0.522
2019-5-4 16:30	2206	0.842	0.378	0.546	0.491	0.475	NAN	0.557	0.522
2019-5-4 17:00	2207	0.844	0.381	0.546	0.502	NAN	0.519	0.556	0.521
2019-5-4 17:30	2208	0.844	0.385	0.548	0.591	0.592	0.641	0.559	0.522
2019-5-4 18:00	2209	0.843	0.39	0.547	0.594	0.608	0.665	0.562	0.522
2019-5-4 18:30	2210	0.844	0.396	0.546	0.596	0.616	0.678	0.564	0.522
2019-5-4 19:00	2211	0.845	0.402	0.546	0.598	0.622	0.689	0.566	0.522
2019-5-4 19:30	2212	0.847	0.407	0.548	0.593	0.619	0.689	0.569	0.524
2019-5-4 20:00	2213	0.848	0.412	0.548	0.572	0.6	0.669	0.57	0.524
2019-5-4 20:30	2214	0.847	0.416	0.548	0.556	0.585	0.655	0.57	0.524
2019-5-4 21:00	2215	0.848	0.42	0.55	0.553	0.583	0.653	0.572	0.525
2019-5-4 21:30	2216	0.847	0.424	0.551	0.553	0.585	0.656	0.573	0.525
2019-5-4 22:00	2217	0.847	0.427	0.552	0.551	0.584	0.655	0.573	0.524
2019-5-4 22:30	2218	0.846	0.43	0.551	0.55	0.584	0.655	0.572	0.523
2019-5-4 23:00	2219	0.846	0.433	0.551	0.549	0.584	0.655	0.573	0.524
2019-5-4 23:30	2220	0.846	0.436	0.551	0.548	0.583	0.655	0.573	0.525
2019-5-5 0:00	2221	0.846	0.438	0.551	0.547	0.582	0.655	0.574	0.525
2019-5-5 0:30	2222	0.845	0.44	0.551	0.546	0.581	0.653	0.573	0.525
2019-5-5 1:00	2223	0.847	0.442	0.552	0.545	0.581	0.653	0.574	0.525
2019-5-5 1:30	2224	0.847	0.443	0.551	0.543	0.58	0.652	0.573	0.526
2019-5-5 2:00	2225	0.846	0.444	0.55	0.542	0.579	0.651	0.573	0.526
2019-5-5 2:30	2226	0.847	0.446	0.55	0.541	0.578	0.649	0.574	0.526
2019-5-5 3:00	2227	0.847	0.447	0.55	0.54	0.577	0.649	0.574	0.526
2019-5-5 3:30	2228	0.846	0.447	0.552	0.538	0.576	0.647	0.576	0.526
2019-5-5 4:00	2229	0.848	0.448	0.554	0.537	0.575	0.645	0.577	0.527
2019-5-5 4:30	2230	0.848	0.449	0.553	0.536	0.573	0.644	0.575	0.526
2019-5-5 5:00	2231	0.849	0.449	0.553	0.534	0.572	0.642	0.576	0.526
2019-5-5 5:30	2232	0.848	0.45	0.553	0.533	0.57	0.64	0.575	0.526
2019-5-5 6:00	2233	0.849	0.45	0.553	0.53	0.568	0.638	0.575	0.527
2019-5-5 6:30	2234	0.849	0.451	0.556	0.528	0.565	0.635	0.577	0.527
2019-5-5 7:00	2235	0.849	0.451	0.556	0.528	0.565	0.634	0.578	0.528
2019-5-5 7:30	2236	0.85	0.45	0.556	0.53	0.567	0.636	0.578	0.528
2019-5-5 8:00	2237	0.85	0.449	0.557	0.533	0.57	0.641	0.578	0.527
2019-5-5 8:30	2238	0.848	0.446	0.557	0.541	0.578	0.649	0.577	0.527
