TOA5	CR1000 BC EAST	CR1000	86615	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-17 0:30	1358	-0.621	-0.858	-0.805	-0.812	-0.807	-0.883	-1.087	NAN
2019-4-17 1:00	1359	-0.413	-0.691	-0.626	-0.661	-0.644	-0.733	-0.996	NAN
2019-4-17 1:30	1360	-0.256	-0.551	-0.481	-0.524	-0.508	-0.607	-0.907	NAN
2019-4-17 2:00	1361	0.129	-0.188	-0.111	-0.136	-0.129	-0.23	-0.568	NAN
2019-4-17 2:30	1362	0.81	0.463	0.549	0.534	0.527	0.401	-0.005	NAN
2019-4-17 3:00	1363	0.531	0.194	0.266	0.256	0.252	0.133	-0.238	NAN
2019-4-17 3:30	1364	0.611	0.271	0.339	0.341	0.324	0.206	-0.167	NAN
2019-4-17 4:00	1365	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
2019-4-17 4:30	1366	0.814	0.47	0.546	0.528	0.521	0.396	0	NAN
2019-4-17 5:00	1367	0.59	0.269	0.338	0.319	0.309	NAN	NAN	NAN
2019-4-17 5:30	1368	-1.255	-1.396	-1.366	-1.373	-1.38	-1.426	-1.526	-1.067
2019-4-17 6:00	1369	-0.696	-0.797	-0.778	-0.788	-0.797	-0.823	-0.911	-0.685
2019-4-17 6:30	1370	-0.213	-0.228	-0.226	-0.228	-0.226	-0.233	-0.236	-0.255
2019-4-17 7:00	1371	-1.5	-1.607	-1.576	-1.613	-1.577	-1.623	-1.636	-0.91
2019-4-17 7:30	1372	-0.468	-0.465	-0.467	-0.478	-0.467	-0.462	-0.452	NAN
2019-4-17 8:00	1373	-0.785	-0.839	-0.825	-0.855	-0.83	-0.851	-0.858	NAN
2019-4-17 8:30	1374	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	NAN
2019-4-17 9:00	1375	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	NAN
2019-4-17 9:30	1376	-0.101	-0.286	-0.251	-0.23	-0.222	-0.291	-0.474	NAN
2019-4-17 10:00	1377	-0.065	-0.101	-0.092	-0.091	-0.09	-0.101	-0.14	NAN
2019-4-17 10:30	1378	0	0	0	0	0	0	0	-0.549
2019-4-17 11:00	1379	0	0	0	0	0	0	0	-0.685
2019-4-17 11:30	1380	-0.001	-0.003	-0.003	-0.002	-0.001	-0.003	-0.003	NAN
2019-4-17 12:00	1381	0.001	0.001	0.001	0.001	0.002	0.001	0.001	NAN
2019-4-17 12:30	1382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	NAN
2019-4-17 13:00	1383	0	0	0	0	0	0	0	-0.644
2019-4-17 13:30	1384	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-0.877
2019-4-17 14:00	1385	0.003	0.003	0.003	0.003	0.003	0.003	0.003	-1.278
2019-4-17 14:30	1386	0.003	0.003	0.003	0.003	0.004	0.003	0.003	-1.212
2019-4-17 15:00	1387	0.005	0.005	0.005	0.005	0.005	0.005	0.005	-1.628
2019-4-17 15:30	1388	0.003	0.003	0.003	0.003	0.003	0.003	0.003	-0.836
2019-4-17 16:00	1389	0.009	0.009	0.009	0.009	0.01	0.009	0.009	-3.031
2019-4-17 16:30	1390	0.004	0.004	0.004	0.004	0.004	0.004	0.004	-1.381
2019-4-17 17:00	1391	0.015	0.015	0.015	0.015	0.016	0.015	0.015	-4.75
2019-4-17 17:30	1392	0.011	0.011	0.011	0.011	0.012	0.011	0.011	-3.587
2019-4-17 18:00	1393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-0.367
2019-4-17 18:30	1394	0.003	0.003	0.003	0.003	0.003	0.003	0.003	-1.296
2019-4-17 19:00	1395	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-1.072
2019-4-17 19:30	1396	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-1.061
2019-4-17 20:00	1397	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-0.979
2019-4-17 20:30	1398	0.005	0.005	0.005	0.005	0.005	0.005	0.005	-1.917
2019-4-17 21:00	1399	0.009	0.009	0.009	0.009	0.009	0.009	0.009	-2.857
2019-4-17 21:30	1400	0.009	0.009	0.009	0.009	0.009	0.009	0.009	-2.903
2019-4-17 22:00	1401	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-3.082
2019-4-17 22:30	1402	0.009	0.009	0.009	0.009	0.009	0.009	0.009	-2.833
2019-4-17 23:00	1403	0.009	0.009	0.009	0.009	0.01	0.009	0.009	-2.902
2019-4-17 23:30	1404	0.009	0.009	0.009	0.009	0.01	0.009	0.009	-3.04
2019-4-18 0:00	1405	0.009	0.009	0.009	0.009	0.009	0.009	0.009	-2.806
2019-4-18 0:30	1406	0.009	0.009	0.009	0.009	0.009	0.009	0.009	-2.837
2019-4-18 1:00	1407	0.008	0.008	0.008	0.008	0.008	0.008	0.008	-2.742
2019-4-18 1:30	1408	0.004	0.004	0.004	0.004	0.004	0.004	0.004	-1.754
2019-4-18 2:00	1409	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-1.134
2019-4-18 2:30	1410	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-0.996
2019-4-18 3:00	1411	0.002	0.002	0.002	0.002	0.002	0.002	0.002	-0.896
2019-4-18 3:30	1412	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-0.852
2019-4-18 4:00	1413	-1.017	-1.114	-1.083	-1.112	-1.082	-1.127	-1.175	-1.413
2019-4-18 4:30	1414	-0.89	-1.101	-1.051	-1.127	-1.101	-1.157	-1.347	-1.847
2019-4-18 5:00	1415	-0.439	-0.718	-0.654	-0.711	-0.693	-0.778	-1.058	-1.908
2019-4-18 5:30	1416	-0.209	-0.504	-0.434	-0.485	-0.47	-0.568	-0.875	-1.893
2019-4-18 6:00	1417	0.262	-0.056	0.021	-0.016	-0.01	-0.119	-0.343	NAN
2019-4-18 6:30	1418	0.344	0.035	0.118	NAN	0.076	-0.023	-0.31	NAN
2019-4-18 7:00	1419	-0.87	-1.068	-1.021	NAN	-1.048	-1.121	-1.295	NAN
2019-4-18 7:30	1420	-1.138	-1.311	-1.269	-1.344	-1.298	-1.358	-1.503	-1.702
2019-4-18 8:00	1421	-0.084	-0.378	-0.311	-0.36	-0.347	-0.444	-0.745	NAN
2019-4-18 8:30	1422	0.816	0.471	0.551	0.524	0.521	0.396	0.001	NAN
2019-4-18 9:00	1423	NAN	0.166	NAN	NAN	0.206	0.106	NAN	NAN
2019-4-18 9:30	1424	0.314	-0.026	0.046	0.048	0.035	-0.075	-0.41	-1.263
2019-4-18 10:00	1425	0.368	0.07	0.137	0.156	0.126	0.029	-0.343	-1.745
2019-4-18 10:30	1426	0.636	0.167	0.194	0.436	0.301	0.212	-0.124	-1.932
2019-4-18 11:00	1427	0.769	0.285	0.325	0.543	0.421	0.23	-0.045	-1.947
2019-4-18 11:30	1428	0.755	0.26	0.308	0.552	0.43	0.279	-0.044	-1.95
2019-4-18 12:00	1429	0.852	0.425	0.531	0.631	0.588	0.407	0.024	-1.934
2019-4-18 12:30	1430	0.83	0.46	0.556	0.61	0.591	0.459	0.005	-1.043
2019-4-18 13:00	1431	0.819	0.435	0.545	0.599	0.586	0.454	-0.007	NAN
2019-4-18 13:30	1432	0.895	0.412	0.525	0.679	0.615	0.437	0.06	NAN
2019-4-18 14:00	1433	0.941	0.377	0.486	0.732	0.634	0.404	0.101	NAN
2019-4-18 14:30	1434	0.973	0.367	0.464	0.768	0.605	0.368	0.134	NAN
2019-4-18 15:00	1435	0.942	0.364	0.488	0.732	0.605	0.391	0.106	NAN
2019-4-18 15:30	1436	0.368	-0.01	0.127	0.153	0.158	0.037	-0.339	NAN
2019-4-18 16:00	1437	NAN	-0.591	-0.486	NAN	-0.464	-0.561	-0.813	NAN
2019-4-18 16:30	1438	0.817	0.411	0.548	0.569	0.558	0.427	-0.003	NAN
2019-4-18 17:00	1439	0.645	0.256	0.373	0.399	0.392	0.26	-0.149	NAN
2019-4-18 17:30	1440	0.365	0.003	0.114	0.113	0.116	-0.005	-0.385	NAN
2019-4-18 18:00	1441	0.236	-0.11	-0.011	-0.021	-0.015	-0.134	-0.491	NAN
2019-4-18 18:30	1442	0.817	0.442	0.549	0.545	0.539	0.41	-0.001	NAN
2019-4-18 19:00	1443	0.817	0.447	0.549	0.542	0.537	0.409	0.001	NAN
2019-4-18 19:30	1444	0.817	0.45	0.549	0.539	0.533	0.407	0	NAN
2019-4-18 20:00	1445	0.817	0.453	0.55	0.536	0.531	0.404	0	NAN
2019-4-18 20:30	1446	0.817	0.456	0.55	0.535	0.531	0.404	0	NAN
2019-4-18 21:00	1447	0.817	0.458	0.55	0.535	0.531	0.404	0	NAN
2019-4-18 21:30	1448	0.816	0.459	0.548	0.534	0.53	0.403	0	NAN
2019-4-18 22:00	1449	0.817	0.461	0.55	0.532	0.529	0.402	0.001	NAN
2019-4-18 22:30	1450	0.816	0.462	0.55	0.531	0.528	0.4	0.001	NAN
2019-4-18 23:00	1451	0.817	0.463	0.549	0.529	0.526	0.399	0.001	NAN
2019-4-18 23:30	1452	0.817	0.464	0.55	0.527	0.525	0.398	0.001	NAN
2019-4-19 0:00	1453	0.817	0.465	0.55	0.526	0.523	0.397	0.001	NAN
2019-4-19 0:30	1454	0.817	0.466	0.55	0.524	0.522	0.396	0.001	NAN
2019-4-19 1:00	1455	0.817	0.466	0.549	0.522	0.52	0.395	0.001	NAN
2019-4-19 1:30	1456	0.817	0.466	0.548	0.521	0.519	0.394	0.001	NAN
2019-4-19 2:00	1457	0.817	0.467	0.548	0.519	0.518	0.394	0.002	NAN
2019-4-19 2:30	1458	0.817	0.467	0.547	0.519	0.517	0.392	0.002	NAN
2019-4-19 3:00	1459	0.817	0.467	0.545	0.517	0.516	0.391	0.075	NAN
2019-4-19 3:30	1460	0.816	0.468	0.545	0.514	0.512	0.387	0.492	NAN
2019-4-19 4:00	1461	0.816	0.468	0.548	0.514	0.512	0.389	0.518	NAN
2019-4-19 4:30	1462	0.816	0.469	0.547	0.514	0.513	0.388	0.525	NAN
2019-4-19 5:00	1463	0.816	0.469	0.549	0.514	0.513	0.388	0.529	NAN
2019-4-19 5:30	1464	0.816	0.47	0.548	0.514	0.513	0.389	0.53	NAN
2019-4-19 6:00	1465	0.815	NAN	0.547	NAN	0.513	NAN	0.529	NAN
2019-4-19 6:30	1466	0.816	0.47	0.548	0.513	0.512	0.387	0.533	NAN
2019-4-19 7:00	1467	0.706	0.533	0.57	0.553	0.551	0.493	0.563	NAN
2019-4-19 7:30	1468	1.621	1.648	1.649	1.654	1.636	1.657	1.647	NAN
2019-4-19 8:00	1469	1.312	1.323	1.325	1.46	1.305	1.313	1.137	NAN
2019-4-19 8:30	1470	0.81	0.879	0.853	1.077	0.895	0.865	0.612	NAN
2019-4-19 9:00	1471	0.834	0.776	0.69	1.047	0.822	0.804	0.542	NAN
2019-4-19 9:30	1472	0.867	0.563	0.478	0.995	0.687	0.688	0.434	NAN
2019-4-19 10:00	1473	0.864	0.557	0.51	1.029	0.726	0.721	0.456	NAN
2019-4-19 10:30	1474	0.815	0.802	0.723	1.079	0.815	0.812	0.541	NAN
2019-4-19 11:00	1475	0.913	0.33	0.402	0.952	0.583	0.458	0.318	NAN
2019-4-19 11:30	1476	0.959	0.355	0.429	0.862	0.598	0.339	0.232	NAN
2019-4-19 12:00	1477	NAN	0.431	0.508	NAN	NAN	0.414	-0.016	NAN
2019-4-19 12:30	1478	0.818	0.466	0.545	0.595	0.592	0.448	0.001	NAN
2019-4-19 13:00	1479	0.818	0.465	0.547	0.595	0.593	0.448	0	NAN
2019-4-19 13:30	1480	0.819	0.465	0.546	0.596	0.593	0.45	0	NAN
2019-4-19 14:00	1481	0.821	0.464	0.545	0.597	0.592	0.45	-0.002	NAN
2019-4-19 14:30	1482	0.821	0.46	0.546	0.597	0.592	0.45	-0.002	NAN
2019-4-19 15:00	1483	0.618	0.229	0.315	0.404	0.396	0.241	-0.167	NAN
2019-4-19 15:30	1484	0.308	-0.028	0.057	0.108	0.101	-0.026	-0.42	NAN
2019-4-19 16:00	1485	0.187	-0.156	-0.062	-0.024	-0.021	-0.147	-0.53	NAN
2019-4-19 16:30	1486	-0.136	-0.345	-0.285	-0.278	-0.263	-0.338	-0.546	NAN
2019-4-19 17:00	1487	NAN	0.355	0.457	NAN	0.502	0.359	-0.067	NAN
2019-4-19 17:30	1488	0.324	-0.012	0.085	0.12	0.129	-0.008	-0.363	NAN
2019-4-19 18:00	1489	0.335	-0.018	0.063	0.128	0.13	0	-0.362	NAN
2019-4-19 18:30	1490	0.105	-0.176	-0.101	-0.077	-0.064	-0.175	-0.445	NAN
2019-4-19 19:00	1491	-0.016	-0.035	-0.025	-0.03	-0.028	-0.043	-0.055	NAN
2019-4-19 19:30	1492	NAN	0.078	0.192	NAN	0.213	0.063	-0.363	NAN
2019-4-19 20:00	1493	0.967	0.506	0.634	0.644	0.646	0.473	-0.025	NAN
2019-4-19 20:30	1494	0.833	0.452	0.56	0.556	0.559	0.417	0.002	NAN
2019-4-19 21:00	1495	0.814	0.441	0.548	0.544	0.547	0.407	0.002	NAN
2019-4-19 21:30	1496	0.813	0.439	0.548	0.542	0.546	0.406	0.002	NAN
2019-4-19 22:00	1497	0.812	0.439	0.547	0.541	0.546	0.404	0.002	NAN
2019-4-19 22:30	1498	0.813	0.441	0.548	0.541	0.547	0.405	0.003	NAN
2019-4-19 23:00	1499	0.812	0.442	0.548	0.54	0.546	0.404	0.003	NAN
2019-4-19 23:30	1500	0.811	0.439	0.547	0.539	0.545	0.402	0.003	NAN
2019-4-20 0:00	1501	0.812	0.436	0.548	0.538	0.545	0.402	0.003	NAN
2019-4-20 0:30	1502	0.811	0.435	0.548	0.538	0.544	0.402	0.003	NAN
2019-4-20 1:00	1503	0.811	0.432	0.547	0.537	0.544	0.402	0.003	NAN
2019-4-20 1:30	1504	0.811	0.433	0.549	0.536	0.544	0.402	0.003	NAN
2019-4-20 2:00	1505	0.813	0.434	0.55	0.535	0.542	0.4	0.003	NAN
2019-4-20 2:30	1506	0.813	0.436	0.552	0.534	0.54	0.399	0.003	NAN
2019-4-20 3:00	1507	0.814	0.438	0.552	0.533	0.539	0.399	0.003	NAN
2019-4-20 3:30	1508	0.814	0.443	0.551	0.532	0.539	0.399	0.003	NAN
2019-4-20 4:00	1509	0.813	0.447	0.55	0.532	0.539	0.398	0.003	NAN
2019-4-20 4:30	1510	0.813	0.451	0.551	0.532	0.539	0.397	0.003	NAN
2019-4-20 5:00	1511	0.813	0.455	0.551	0.531	0.538	0.397	0.004	NAN
2019-4-20 5:30	1512	0.811	0.458	0.55	0.53	0.54	0.396	0.003	NAN
2019-4-20 6:00	1513	0.811	0.462	0.55	0.53	0.54	0.395	0.003	NAN
2019-4-20 6:30	1514	0.811	0.464	0.55	0.527	0.538	0.393	0.004	NAN
2019-4-20 7:00	1515	0.81	0.468	0.551	0.526	0.538	0.39	0.004	NAN
2019-4-20 7:30	1516	0.81	0.47	0.548	0.527	0.54	0.393	0.004	NAN
2019-4-20 8:00	1517	0.812	0.467	0.547	0.531	0.542	0.398	0.005	NAN
2019-4-20 8:30	1518	0.814	0.456	0.548	0.539	0.549	0.405	0.004	NAN
2019-4-20 9:00	1519	0.816	0.445	0.549	0.57	0.576	0.427	0.003	NAN
2019-4-20 9:30	1520	0.817	0.419	0.549	0.6	0.602	0.449	0.002	NAN
2019-4-20 10:00	1521	0.813	0.397	0.546	0.6	0.602	0.449	0.001	NAN
2019-4-20 10:30	1522	0.816	0.392	0.548	0.6	0.603	0.449	0.001	NAN
2019-4-20 11:00	1523	0.817	0.38	0.548	0.6	0.601	0.45	0	NAN
2019-4-20 11:30	1524	0.402	-0.015	0.149	0.192	0.198	0.057	-0.344	NAN
2019-4-20 12:00	1525	0.674	0.225	0.393	0.462	0.465	0.3	-0.111	NAN
2019-4-20 12:30	1526	0.394	-0.022	0.147	0.186	0.195	0.054	-0.32	NAN
2019-4-20 13:00	1527	0.815	0.351	0.544	0.599	0.594	0.44	-0.006	NAN
2019-4-20 13:30	1528	0.814	0.348	0.545	0.599	0.594	0.441	-0.006	NAN
2019-4-20 14:00	1529	-0.583	-0.854	-0.734	-0.764	-0.704	-0.801	-0.938	NAN
2019-4-20 14:30	1530	-0.097	-0.306	-0.219	-0.208	-0.192	-0.272	-0.393	NAN
2019-4-20 15:00	1531	-0.048	-0.407	-0.259	-0.247	-0.218	-0.342	-0.608	NAN
2019-4-20 15:30	1532	0.807	0.351	0.543	0.594	0.596	0.437	-0.006	NAN
2019-4-20 16:00	1533	0.804	0.357	0.543	0.593	0.599	0.438	-0.007	NAN
2019-4-20 16:30	1534	0.808	0.362	0.543	0.595	0.6	0.439	-0.007	NAN
2019-4-20 17:00	1535	0.81	0.369	0.541	0.597	0.601	0.44	-0.007	NAN
2019-4-20 17:30	1536	0.811	0.377	0.542	0.599	0.603	0.441	-0.007	NAN
2019-4-20 18:00	1537	0.814	0.382	0.544	0.601	0.605	0.44	-0.006	NAN
2019-4-20 18:30	1538	0.816	0.386	0.544	0.602	0.607	0.441	-0.004	NAN
2019-4-20 19:00	1539	0.816	0.391	0.547	0.588	0.594	0.434	-0.003	NAN
2019-4-20 19:30	1540	0.815	0.397	0.549	0.564	0.572	0.417	-0.002	NAN
2019-4-20 20:00	1541	0.814	0.403	0.549	0.553	0.562	0.41	-0.001	NAN
2019-4-20 20:30	1542	0.814	0.409	0.551	0.548	0.558	0.406	0	NAN
2019-4-20 21:00	1543	0.813	0.415	0.551	0.55	0.56	0.405	0.001	NAN
2019-4-20 21:30	1544	0.812	0.422	0.55	0.549	0.56	0.404	0.001	NAN
2019-4-20 22:00	1545	0.812	0.428	0.55	0.549	0.56	0.403	0.002	NAN
2019-4-20 22:30	1546	0.811	0.433	0.549	0.548	0.56	0.403	0.003	NAN
2019-4-20 23:00	1547	0.812	0.437	0.549	0.546	0.56	0.402	0.003	NAN
2019-4-20 23:30	1548	0.812	0.441	0.549	0.545	0.559	0.402	0.003	NAN
2019-4-21 0:00	1549	0.812	0.444	0.549	0.544	0.559	0.401	0.004	NAN
2019-4-21 0:30	1550	0.812	0.447	0.55	0.542	0.557	0.401	0.004	NAN
2019-4-21 1:00	1551	0.813	0.45	0.55	0.542	0.557	0.401	0.004	NAN
2019-4-21 1:30	1552	0.813	0.452	0.55	0.541	0.555	0.4	0.004	NAN
2019-4-21 2:00	1553	0.814	0.454	0.551	0.54	0.554	0.4	0.005	NAN
2019-4-21 2:30	1554	0.814	0.455	0.551	0.539	0.553	0.399	0.004	NAN
2019-4-21 3:00	1555	0.814	0.457	0.552	0.537	0.551	0.398	0.004	NAN
2019-4-21 3:30	1556	0.815	0.458	0.551	0.536	0.549	0.398	0.004	NAN
2019-4-21 4:00	1557	0.815	0.457	0.551	0.535	0.548	0.397	0.004	NAN
2019-4-21 4:30	1558	0.816	0.454	0.552	0.534	0.547	0.397	0.003	NAN
2019-4-21 5:00	1559	0.815	0.452	0.551	0.534	0.547	0.397	0.003	NAN
2019-4-21 5:30	1560	0.816	0.449	0.549	0.533	0.546	0.395	0.003	NAN
2019-4-21 6:00	1561	0.819	0.448	0.55	0.532	0.546	0.395	0.003	NAN
2019-4-21 6:30	1562	0.819	0.447	0.552	0.53	0.543	0.393	0.003	NAN
2019-4-21 7:00	1563	0.819	0.448	0.552	0.529	0.541	0.392	0.003	NAN
2019-4-21 7:30	1564	0.819	0.448	0.552	0.529	0.541	0.392	0.003	NAN
2019-4-21 8:00	1565	0.819	0.444	0.552	0.531	0.543	0.393	0.003	NAN
2019-4-21 8:30	1566	0.82	0.438	0.551	0.537	0.549	0.399	0.003	NAN
2019-4-21 9:00	1567	0.821	0.432	0.551	0.545	0.557	0.404	0.003	NAN
2019-4-21 9:30	1568	0.822	0.425	0.55	0.564	0.576	0.418	0.002	NAN
2019-4-21 10:00	1569	0.822	0.418	0.552	0.585	0.597	0.433	0.002	NAN
2019-4-21 10:30	1570	0.822	0.412	0.553	0.601	0.612	0.444	0.002	NAN
2019-4-21 11:00	1571	0.823	0.405	0.551	0.605	0.617	0.447	0.001	NAN
2019-4-21 11:30	1572	0.821	0.4	0.549	0.606	0.617	0.442	0.001	NAN
2019-4-21 12:00	1573	0.822	0.396	0.551	0.605	0.616	0.444	0	NAN
2019-4-21 12:30	1574	0.821	0.391	0.549	0.605	0.617	0.442	0	NAN
2019-4-21 13:00	1575	0.819	0.386	0.549	0.607	0.616	0.44	0	NAN
2019-4-21 13:30	1576	0.819	0.382	0.548	0.606	0.616	0.439	-0.001	NAN
2019-4-21 14:00	1577	0.819	0.375	0.546	0.606	0.615	0.435	-0.002	NAN
2019-4-21 14:30	1578	0.822	0.37	0.548	0.607	0.614	0.442	-0.003	NAN
2019-4-21 15:00	1579	0.82	0.363	0.547	0.605	0.613	0.44	-0.004	NAN
2019-4-21 15:30	1580	0.819	0.362	0.546	0.605	0.613	0.441	-0.004	NAN
2019-4-21 16:00	1581	0.816	0.362	0.545	0.604	0.614	0.436	-0.005	NAN
2019-4-21 16:30	1582	0.819	0.366	0.545	0.604	0.615	0.441	-0.004	NAN
2019-4-21 17:00	1583	0.818	0.369	0.545	0.605	0.615	0.44	-0.005	NAN
2019-4-21 17:30	1584	0.819	0.373	0.545	0.606	0.616	0.44	-0.005	NAN
2019-4-21 18:00	1585	0.818	0.378	0.545	0.606	0.618	0.439	-0.005	NAN
2019-4-21 18:30	1586	0.821	0.382	0.548	0.607	0.619	0.442	-0.003	NAN
2019-4-21 19:00	1587	0.822	0.387	0.549	0.604	0.617	0.442	-0.002	NAN
2019-4-21 19:30	1588	0.821	0.394	0.55	0.582	0.595	0.426	-0.001	NAN
2019-4-21 20:00	1589	0.821	0.4	0.552	0.56	0.572	0.409	0	NAN
2019-4-21 20:30	1590	0.819	0.406	0.554	0.553	0.566	0.404	0.001	NAN
2019-4-21 21:00	1591	0.818	0.413	0.554	0.553	0.567	0.404	0.001	NAN
2019-4-21 21:30	1592	0.816	0.42	0.555	0.553	0.567	0.403	0.001	NAN
2019-4-21 22:00	1593	0.815	0.426	0.555	0.551	0.567	0.402	0.001	NAN
2019-4-21 22:30	1594	0.813	0.431	0.555	0.55	0.567	0.401	0.002	NAN
2019-4-21 23:00	1595	0.815	0.436	0.553	0.55	0.566	0.401	0.003	NAN
2019-4-21 23:30	1596	0.816	0.44	0.553	0.547	0.564	0.401	0.003	NAN
2019-4-22 0:00	1597	0.816	0.443	0.554	0.546	0.563	0.4	0.003	NAN
2019-4-22 0:30	1598	0.816	0.446	0.554	0.544	0.562	0.399	0.003	NAN
2019-4-22 1:00	1599	0.816	0.449	0.554	0.543	0.561	0.399	0.003	NAN
2019-4-22 1:30	1600	0.814	0.452	0.554	0.542	0.562	0.397	0.003	NAN
2019-4-22 2:00	1601	0.813	0.454	0.553	0.542	0.562	0.396	0.004	NAN
2019-4-22 2:30	1602	0.814	0.456	0.553	0.541	0.559	0.397	0.004	NAN
2019-4-22 3:00	1603	0.816	0.457	0.554	0.54	0.557	0.396	0.004	NAN
2019-4-22 3:30	1604	0.816	0.458	0.554	0.538	0.555	0.396	0.004	NAN
2019-4-22 4:00	1605	0.817	0.458	0.554	0.537	0.553	0.395	0.004	NAN
2019-4-22 4:30	1606	0.817	0.459	0.554	0.537	0.552	0.395	0.004	NAN
2019-4-22 5:00	1607	0.816	0.459	0.555	0.535	0.55	0.393	0.004	NAN
2019-4-22 5:30	1608	0.817	0.46	0.554	0.534	0.549	0.393	0.004	NAN
2019-4-22 6:00	1609	0.817	0.459	0.554	0.532	0.548	0.392	0.004	NAN
2019-4-22 6:30	1610	0.817	0.46	0.554	0.53	0.544	0.389	0.003	NAN
2019-4-22 7:00	1611	0.817	0.46	0.554	0.528	0.542	0.388	0.003	NAN
2019-4-22 7:30	1612	0.818	0.46	0.554	0.532	0.547	0.393	0.004	NAN
2019-4-22 8:00	1613	0.82	0.458	0.554	0.542	0.556	0.4	0.004	NAN
2019-4-22 8:30	1614	0.821	0.454	0.555	0.557	0.57	0.412	0.003	NAN
2019-4-22 9:00	1615	0.822	0.445	0.553	0.583	0.595	0.433	0.003	NAN
2019-4-22 9:30	1616	0.822	0.434	0.55	0.604	0.614	0.447	0.001	NAN
2019-4-22 10:00	1617	0.822	0.42	0.547	0.604	0.612	0.448	0	NAN
2019-4-22 10:30	1618	0.823	0.413	0.551	0.603	0.61	0.448	0	NAN
2019-4-22 11:00	1619	0.823	0.413	0.553	0.606	0.613	0.452	-0.001	NAN
2019-4-22 11:30	1620	0.819	0.419	0.547	0.604	0.613	0.445	-0.001	NAN
2019-4-22 12:00	1621	0.82	0.426	0.546	0.603	0.615	0.446	0.001	NAN
2019-4-22 12:30	1622	0.821	0.433	0.549	0.605	0.615	0.449	0.001	NAN
2019-4-22 13:00	1623	0.822	0.438	0.548	0.604	0.613	0.449	0	NAN
2019-4-22 13:30	1624	0.82	0.442	0.544	0.602	0.613	0.445	0	NAN
2019-4-22 14:00	1625	0.818	0.446	0.544	0.602	0.614	0.445	0.001	NAN
2019-4-22 14:30	1626	0.82	0.449	0.543	0.602	0.614	0.446	0.001	NAN
2019-4-22 15:00	1627	0.818	0.451	0.539	0.601	0.614	0.442	0.001	NAN
2019-4-22 15:30	1628	0.819	0.453	0.54	0.601	0.613	0.443	0.001	NAN
2019-4-22 16:00	1629	0.818	0.456	0.543	0.598	0.61	0.442	0.001	NAN
2019-4-22 16:30	1630	0.819	0.458	0.543	0.588	0.601	0.437	0.001	NAN
2019-4-22 17:00	1631	0.819	0.459	0.544	0.589	0.602	0.436	0.002	NAN
2019-4-22 17:30	1632	0.82	0.46	0.542	0.594	0.606	0.441	0.002	NAN
2019-4-22 18:00	1633	0.82	0.461	0.543	0.577	0.588	0.429	0.001	NAN
2019-4-22 18:30	1634	0.82	0.462	0.544	0.562	0.572	0.419	0.001	NAN
2019-4-22 19:00	1635	0.82	0.462	0.544	0.553	0.564	0.412	0.001	NAN
2019-4-22 19:30	1636	0.82	0.464	0.545	0.545	0.556	0.407	0.001	NAN
2019-4-22 20:00	1637	0.82	0.464	0.546	0.541	0.551	0.403	0.001	NAN
2019-4-22 20:30	1638	0.82	0.465	0.547	0.539	0.549	0.402	0.001	NAN
2019-4-22 21:00	1639	0.82	0.467	0.548	0.54	0.55	0.403	0.001	NAN
2019-4-22 21:30	1640	0.819	0.468	0.55	0.539	0.548	0.402	0.001	NAN
2019-4-22 22:00	1641	0.82	0.468	0.548	0.537	0.547	0.401	0.001	NAN
2019-4-22 22:30	1642	0.819	0.469	0.55	0.536	0.545	0.4	0.001	NAN
2019-4-22 23:00	1643	0.819	0.469	0.549	0.535	0.544	0.399	0.001	NAN
2019-4-22 23:30	1644	0.819	0.468	0.548	0.533	0.542	0.398	0.001	NAN
2019-4-23 0:00	1645	0.82	0.468	0.545	0.531	0.54	0.397	0.001	NAN
2019-4-23 0:30	1646	0.82	0.468	0.545	0.53	0.538	0.396	0.001	NAN
2019-4-23 1:00	1647	0.82	0.469	0.545	0.529	0.536	0.395	0.001	NAN
2019-4-23 1:30	1648	0.82	0.469	0.548	0.527	0.534	0.393	0.001	NAN
2019-4-23 2:00	1649	0.82	0.469	0.546	0.525	0.532	0.392	0	NAN
2019-4-23 2:30	1650	0.82	0.469	0.548	0.524	0.53	0.392	0	NAN
