TOA5	CR1000 BC WEST	CR1000	86623	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-7 15:30	908	0.526	0.432	0.493	0.576	0.539	0.797	0.7	0.54
2019-4-7 16:00	909	0.529	0.428	0.49	0.576	0.536	0.801	0.701	0.54
2019-4-7 16:30	910	0.532	0.431	0.487	0.577	0.539	0.803	0.702	0.541
2019-4-7 17:00	911	0.532	0.433	0.488	0.578	0.539	0.799	0.701	0.542
2019-4-7 17:30	912	0.532	0.436	0.488	0.578	0.542	0.801	0.702	0.543
2019-4-7 18:00	913	0.533	0.442	0.49	0.579	0.543	0.803	0.702	0.543
2019-4-7 18:30	914	0.534	0.448	0.495	0.58	0.545	0.802	0.701	0.544
2019-4-7 19:00	915	0.534	0.452	0.498	0.581	0.546	0.801	0.7	0.544
2019-4-7 19:30	916	0.534	0.458	0.502	0.58	0.547	0.799	0.699	0.544
2019-4-7 20:00	917	0.535	0.465	0.504	0.58	0.547	0.797	0.695	0.543
2019-4-7 20:30	918	0.536	0.471	0.507	0.579	0.547	0.796	0.693	0.543
2019-4-7 21:00	919	0.537	0.475	0.51	0.578	0.547	0.795	0.691	0.542
2019-4-7 21:30	920	0.537	0.479	0.513	0.578	0.546	0.796	0.691	0.543
2019-4-7 22:00	921	0.537	0.482	0.516	0.577	0.546	0.793	0.689	0.542
2019-4-7 22:30	922	0.538	0.484	0.519	0.577	0.546	0.794	0.69	0.542
2019-4-7 23:00	923	0.538	0.486	0.521	0.577	0.546	0.794	0.689	0.542
2019-4-7 23:30	924	0.539	0.487	0.522	0.576	0.546	0.794	0.688	0.542
2019-4-8 0:00	925	0.539	0.489	0.524	0.576	0.545	0.794	0.689	0.542
2019-4-8 0:30	926	0.539	0.489	0.526	0.576	0.545	0.793	0.689	0.542
2019-4-8 1:00	927	0.539	0.49	0.528	0.576	0.546	0.792	0.688	0.541
2019-4-8 1:30	928	0.54	0.491	0.529	0.576	0.546	0.793	0.689	0.541
2019-4-8 2:00	929	0.539	0.492	0.531	0.576	0.546	0.794	0.69	0.541
2019-4-8 2:30	930	0.539	0.492	0.533	0.577	0.546	0.792	0.69	0.541
2019-4-8 3:00	931	0.539	0.493	0.534	0.577	0.546	0.792	0.691	0.541
2019-4-8 3:30	932	0.538	0.493	0.535	0.577	0.546	0.792	0.69	0.541
2019-4-8 4:00	933	0.539	0.493	0.536	0.577	0.545	0.792	0.692	0.541
2019-4-8 4:30	934	0.538	0.493	0.538	0.577	0.545	0.792	0.692	0.54
2019-4-8 5:00	935	0.538	0.493	0.539	0.577	0.544	0.791	0.693	0.54
2019-4-8 5:30	936	0.538	0.493	0.539	0.577	0.543	0.791	0.692	0.54
2019-4-8 6:00	937	0.538	0.493	0.54	0.576	0.543	0.79	0.692	0.54
2019-4-8 6:30	938	0.538	0.493	0.54	0.576	0.543	0.791	0.691	0.54
2019-4-8 7:00	939	0.539	0.494	0.54	0.576	0.542	0.79	0.692	0.539
2019-4-8 7:30	940	0.539	0.494	0.541	0.575	0.542	0.789	0.691	0.539
2019-4-8 8:00	941	0.538	0.494	0.542	0.575	0.541	0.79	0.692	0.539
2019-4-8 8:30	942	0.538	0.494	0.542	0.576	0.541	0.791	0.692	0.538
2019-4-8 9:00	943	0.538	0.494	0.543	0.576	0.542	0.792	0.694	0.538
2019-4-8 9:30	944	0.538	0.494	0.544	0.577	0.542	0.793	0.694	0.538
2019-4-8 10:00	945	0.537	0.494	0.544	0.577	0.542	0.793	0.696	0.538
2019-4-8 10:30	946	0.537	0.493	0.545	0.577	0.543	0.795	0.698	0.538
2019-4-8 11:00	947	0.536	0.493	0.545	0.577	0.543	0.796	0.698	0.538
2019-4-8 11:30	948	0.535	0.491	0.545	0.576	0.54	0.794	0.697	0.537
2019-4-8 12:00	949	0.533	0.489	0.544	0.575	0.537	0.791	0.694	0.535
2019-4-8 12:30	950	0.532	0.487	0.544	0.573	0.537	0.789	0.69	0.533
2019-4-8 13:00	951	0.529	0.488	0.543	0.574	0.536	0.789	0.692	0.533
2019-4-8 13:30	952	0.528	0.489	0.543	0.574	0.538	0.785	0.687	0.532
2019-4-8 14:00	953	0.528	0.488	0.543	0.573	0.536	0.784	0.687	0.531
2019-4-8 14:30	954	0.528	0.489	0.542	0.573	0.537	0.783	0.684	0.531
2019-4-8 15:00	955	0.528	0.488	0.54	0.573	0.537	0.778	0.681	0.531
2019-4-8 15:30	956	0.531	0.487	0.538	0.574	0.538	0.786	0.688	0.533
2019-4-8 16:00	957	0.532	0.484	0.534	0.574	0.538	0.783	0.686	0.534
2019-4-8 16:30	958	0.533	0.483	0.531	0.575	0.54	0.783	0.684	0.535
2019-4-8 17:00	959	0.534	0.482	0.528	0.574	0.539	0.78	0.683	0.536
2019-4-8 17:30	960	0.535	0.485	0.528	0.575	0.54	0.782	0.685	0.537
2019-4-8 18:00	961	0.535	0.488	0.53	0.576	0.542	0.786	0.688	0.537
2019-4-8 18:30	962	0.536	0.49	0.532	0.575	0.541	0.778	0.682	0.536
2019-4-8 19:00	963	0.537	0.492	0.533	0.574	0.542	0.782	0.684	0.537
2019-4-8 19:30	964	0.538	0.493	0.534	0.575	0.543	0.783	0.685	0.537
2019-4-8 20:00	965	0.538	0.494	0.534	0.575	0.544	0.786	0.687	0.538
2019-4-8 20:30	966	0.539	0.494	0.535	0.575	0.544	0.785	0.687	0.538
2019-4-8 21:00	967	0.539	0.495	0.536	0.575	0.544	0.786	0.688	0.538
2019-4-8 21:30	968	0.539	0.495	0.536	0.575	0.544	0.787	0.687	0.538
2019-4-8 22:00	969	0.538	0.496	0.535	0.575	0.544	0.786	0.687	0.538
2019-4-8 22:30	970	0.539	0.496	0.535	0.575	0.544	0.788	0.688	0.538
2019-4-8 23:00	971	0.539	0.496	0.536	0.575	0.544	0.788	0.689	0.538
2019-4-8 23:30	972	0.539	0.496	0.536	0.575	0.544	0.788	0.689	0.538
2019-4-9 0:00	973	0.539	0.496	0.537	0.575	0.544	0.788	0.69	0.538
2019-4-9 0:30	974	0.539	0.494	0.538	0.575	0.543	0.783	0.688	0.538
2019-4-9 1:00	975	0.539	0.493	0.536	0.574	0.542	0.777	0.685	0.537
2019-4-9 1:30	976	0.539	0.493	0.531	0.57	0.539	0.763	0.676	0.536
2019-4-9 2:00	977	0.539	0.493	0.528	0.568	0.539	0.758	0.671	0.536
2019-4-9 2:30	978	0.54	0.493	0.528	0.569	0.539	0.763	0.677	0.537
2019-4-9 3:00	979	0.54	0.492	0.529	0.569	0.54	0.766	0.677	0.537
2019-4-9 3:30	980	0.54	0.492	0.53	0.57	0.54	0.768	0.679	0.537
2019-4-9 4:00	981	0.54	0.492	0.529	0.57	0.54	0.767	0.678	0.537
2019-4-9 4:30	982	0.54	0.49	0.528	0.57	0.539	0.764	0.678	0.537
2019-4-9 5:00	983	0.54	0.489	0.529	0.57	0.539	0.762	0.678	0.537
2019-4-9 5:30	984	0.539	0.489	0.529	0.571	0.537	0.76	0.677	0.537
2019-4-9 6:00	985	0.539	0.489	0.529	0.571	0.538	0.765	0.679	0.537
2019-4-9 6:30	986	0.54	0.489	0.53	0.571	0.538	0.762	0.678	0.537
2019-4-9 7:00	987	0.539	0.49	0.529	0.569	0.537	0.764	0.677	0.537
2019-4-9 7:30	988	0.54	0.49	0.528	0.569	0.536	0.761	0.678	0.537
2019-4-9 8:00	989	0.54	0.489	0.528	0.569	0.537	0.762	0.679	0.537
2019-4-9 8:30	990	0.54	0.488	0.527	0.571	0.538	0.766	0.68	0.538
2019-4-9 9:00	991	0.54	0.485	0.528	0.572	0.539	0.767	0.682	0.538
2019-4-9 9:30	992	0.54	0.482	0.527	0.573	0.54	0.767	0.681	0.538
2019-4-9 10:00	993	0.54	0.48	0.527	0.574	0.539	0.766	0.68	0.538
2019-4-9 10:30	994	0.54	0.48	0.527	0.574	0.54	0.768	0.682	0.538
2019-4-9 11:00	995	0.539	0.477	0.526	0.574	0.54	0.768	0.683	0.538
2019-4-9 11:30	996	0.539	0.473	0.524	0.575	0.539	0.766	0.68	0.538
2019-4-9 12:00	997	0.538	0.47	0.522	0.574	0.539	0.764	0.677	0.537
2019-4-9 12:30	998	0.538	0.467	0.52	0.574	0.538	0.764	0.681	0.538
2019-4-9 13:00	999	0.538	0.463	0.517	0.574	0.539	0.765	0.68	0.538
2019-4-9 13:30	1000	0.537	0.458	0.514	0.574	0.538	0.762	0.678	0.537
2019-4-9 14:00	1001	0.538	0.457	0.511	0.574	0.538	0.767	0.682	0.538
2019-4-9 14:30	1002	0.532	0.448	0.507	0.573	0.535	0.768	0.684	0.537
2019-4-9 15:00	1003	0.536	0.444	0.501	0.572	0.536	0.771	0.682	0.537
2019-4-9 15:30	1004	0.536	0.446	0.498	0.573	0.537	0.77	0.685	0.538
2019-4-9 16:00	1005	0.538	0.446	0.496	0.573	0.537	0.771	0.685	0.539
2019-4-9 16:30	1006	0.538	0.445	0.494	0.574	0.535	0.768	0.684	0.539
2019-4-9 17:00	1007	0.539	0.446	0.492	0.574	0.537	0.774	0.686	0.54
2019-4-9 17:30	1008	0.54	0.449	0.491	0.574	0.538	0.77	0.686	0.541
2019-4-9 18:00	1009	0.541	0.454	0.493	0.576	0.54	0.775	0.686	0.542
2019-4-9 18:30	1010	0.542	0.458	0.497	0.577	0.543	0.78	0.691	0.543
2019-4-9 19:00	1011	0.542	0.46	0.498	0.577	0.542	0.77	0.685	0.542
2019-4-9 19:30	1012	0.542	0.463	0.5	0.577	0.541	0.77	0.683	0.541
2019-4-9 20:00	1013	0.543	0.471	0.503	0.577	0.543	0.77	0.681	0.542
2019-4-9 20:30	1014	0.544	0.478	0.509	0.577	0.547	0.781	0.687	0.543
2019-4-9 21:00	1015	0.543	0.48	0.512	0.578	0.546	0.781	0.689	0.543
2019-4-9 21:30	1016	0.543	0.482	0.516	0.577	0.544	0.774	0.686	0.542
2019-4-9 22:00	1017	0.543	0.485	0.519	0.578	0.546	0.779	0.69	0.543
2019-4-9 22:30	1018	0.543	0.486	0.521	0.578	0.546	0.779	0.69	0.543
2019-4-9 23:00	1019	0.543	0.488	0.522	0.577	0.546	0.78	0.687	0.542
2019-4-9 23:30	1020	0.544	0.492	0.524	0.577	0.547	0.783	0.688	0.543
2019-4-10 0:00	1021	0.544	0.495	0.527	0.578	0.547	0.784	0.687	0.542
2019-4-10 0:30	1022	0.544	0.497	0.53	0.578	0.547	0.784	0.687	0.542
2019-4-10 1:00	1023	0.544	0.497	0.531	0.577	0.548	0.782	0.687	0.542
2019-4-10 1:30	1024	0.545	0.497	0.532	0.577	0.547	0.781	0.685	0.542
2019-4-10 2:00	1025	0.545	0.497	0.532	0.576	0.547	0.779	0.683	0.542
2019-4-10 2:30	1026	0.545	0.497	0.532	0.577	0.547	0.781	0.685	0.543
2019-4-10 3:00	1027	0.545	0.496	0.533	0.576	0.545	0.776	0.684	0.543
2019-4-10 3:30	1028	0.544	0.497	0.535	0.577	0.545	0.782	0.688	0.542
2019-4-10 4:00	1029	0.545	0.499	0.536	0.578	0.546	0.786	0.689	0.543
2019-4-10 4:30	1030	0.545	0.5	0.536	0.578	0.547	0.785	0.689	0.544
2019-4-10 5:00	1031	0.544	0.5	0.537	0.578	0.547	0.785	0.688	0.544
2019-4-10 5:30	1032	0.544	0.501	0.537	0.578	0.547	0.785	0.687	0.543
2019-4-10 6:00	1033	0.544	0.501	0.538	0.578	0.547	0.785	0.688	0.543
2019-4-10 6:30	1034	0.544	0.502	0.538	0.578	0.547	0.785	0.687	0.543
2019-4-10 7:00	1035	0.543	0.502	0.539	0.577	0.546	0.784	0.688	0.543
2019-4-10 7:30	1036	0.543	0.502	0.54	0.577	0.545	0.781	0.687	0.542
2019-4-10 8:00	1037	0.542	0.503	0.542	0.579	0.547	0.785	0.691	0.542
2019-4-10 8:30	1038	0.542	0.503	0.543	0.579	0.547	0.786	0.693	0.542
2019-4-10 9:00	1039	0.541	0.503	0.542	0.579	0.547	0.785	0.691	0.542
2019-4-10 9:30	1040	0.54	0.502	0.543	0.578	0.546	0.781	0.688	0.541
2019-4-10 10:00	1041	0.54	0.501	0.543	0.577	0.541	0.772	0.682	0.539
2019-4-10 10:30	1042	0.54	0.499	0.543	0.576	0.54	0.765	0.681	0.538
2019-4-10 11:00	1043	0.54	0.498	0.544	0.576	0.54	0.761	0.679	0.537
2019-4-10 11:30	1044	0.54	0.497	0.543	0.575	0.539	0.757	0.678	0.537
2019-4-10 12:00	1045	0.539	0.497	0.543	0.574	0.538	0.758	0.678	0.536
2019-4-10 12:30	1046	0.54	0.497	0.54	0.574	0.537	0.761	0.681	0.536
2019-4-10 13:00	1047	0.539	0.497	0.537	0.573	0.536	0.766	0.681	0.537
2019-4-10 13:30	1048	0.539	0.497	0.535	0.569	0.537	0.771	0.682	0.537
2019-4-10 14:00	1049	0.539	0.497	0.533	0.558	0.536	0.769	0.681	0.536
2019-4-10 14:30	1050	0.538	0.495	0.532	0.552	0.535	0.769	0.682	0.536
2019-4-10 15:00	1051	0.537	0.494	0.534	0.554	0.536	0.765	0.681	0.534
2019-4-10 15:30	1052	0.537	0.491	0.535	0.556	0.537	0.767	0.682	0.534
2019-4-10 16:00	1053	0.537	0.488	0.535	0.558	0.535	0.765	0.679	0.534
2019-4-10 16:30	1054	0.538	0.488	0.535	0.56	0.535	0.765	0.68	0.534
2019-4-10 17:00	1055	0.538	0.488	0.534	0.563	0.535	0.764	0.679	0.534
2019-4-10 17:30	1056	0.538	0.489	0.535	0.565	0.537	0.768	0.681	0.535
2019-4-10 18:00	1057	0.538	0.489	0.535	0.565	0.537	0.77	0.684	0.535
2019-4-10 18:30	1058	0.539	0.489	0.534	0.565	0.535	0.766	0.68	0.535
2019-4-10 19:00	1059	0.539	0.49	0.534	0.566	0.537	0.771	0.684	0.536
2019-4-10 19:30	1060	0.54	0.49	0.535	0.568	0.54	0.773	0.685	0.537
2019-4-10 20:00	1061	0.54	0.49	0.535	0.568	0.54	0.774	0.687	0.537
2019-4-10 20:30	1062	0.54	0.49	0.535	0.568	0.539	0.772	0.685	0.537
2019-4-10 21:00	1063	0.541	0.49	0.534	0.567	0.54	0.773	0.685	0.537
2019-4-10 21:30	1064	0.541	0.492	0.535	0.567	0.541	0.776	0.687	0.538
2019-4-10 22:00	1065	0.541	0.492	0.535	0.567	0.539	0.775	0.687	0.538
2019-4-10 22:30	1066	0.541	0.491	0.534	0.564	0.538	0.77	0.683	0.537
2019-4-10 23:00	1067	0.541	0.489	0.534	0.562	0.538	0.771	0.686	0.537
2019-4-10 23:30	1068	0.541	0.489	0.534	0.561	0.541	0.776	0.688	0.538
2019-4-11 0:00	1069	0.541	0.491	0.535	0.562	0.543	0.778	0.69	0.539
2019-4-11 0:30	1070	0.542	0.492	0.535	0.564	0.544	0.78	0.69	0.539
2019-4-11 1:00	1071	0.542	0.492	0.536	0.564	0.544	0.781	0.691	0.539
2019-4-11 1:30	1072	0.542	0.493	0.535	0.565	0.544	0.781	0.689	0.539
2019-4-11 2:00	1073	0.542	0.493	0.535	0.566	0.543	0.781	0.688	0.539
2019-4-11 2:30	1074	0.542	0.493	0.535	0.566	0.543	0.781	0.69	0.54
2019-4-11 3:00	1075	0.542	0.493	0.534	0.566	0.543	0.781	0.69	0.54
2019-4-11 3:30	1076	0.542	0.493	0.534	0.566	0.543	0.781	0.69	0.54
2019-4-11 4:00	1077	0.542	0.493	0.534	0.566	0.543	0.78	0.688	0.54
2019-4-11 4:30	1078	0.54	0.492	0.533	0.562	0.541	0.775	0.685	0.539
2019-4-11 5:00	1079	0.534	0.486	0.533	0.553	0.539	0.765	0.683	0.538
2019-4-11 5:30	1080	0.532	0.488	0.534	0.555	0.538	0.775	0.687	0.538
2019-4-11 6:00	1081	0.533	0.489	0.535	0.56	0.541	0.776	0.689	0.538
2019-4-11 6:30	1082	0.533	0.49	0.535	0.562	0.541	0.775	0.687	0.538
2019-4-11 7:00	1083	0.528	0.485	0.532	0.55	0.539	0.769	0.685	0.538
2019-4-11 7:30	1084	0.525	0.483	0.532	0.548	0.539	0.77	0.684	0.537
2019-4-11 8:00	1085	0.527	0.486	0.533	0.556	0.541	0.773	0.686	0.538
2019-4-11 8:30	1086	0.529	0.488	0.533	0.561	0.542	0.776	0.687	0.538
2019-4-11 9:00	1087	0.531	0.49	0.533	0.565	0.543	0.779	0.689	0.538
2019-4-11 9:30	1088	0.531	0.491	0.532	0.567	0.543	0.782	0.692	0.538
2019-4-11 10:00	1089	0.532	0.491	0.533	0.567	0.543	0.779	0.69	0.538
2019-4-11 10:30	1090	0.531	0.49	0.532	0.564	0.543	0.781	0.689	0.537
2019-4-11 11:00	1091	0.521	0.486	0.531	0.552	0.542	0.781	0.69	0.537
2019-4-11 11:30	1092	0.516	0.483	0.531	0.55	0.541	0.78	0.689	0.536
2019-4-11 12:00	1093	0.517	0.484	0.531	0.554	0.54	0.78	0.689	0.535
2019-4-11 12:30	1094	0.514	0.482	0.53	0.554	0.539	0.777	0.687	0.53
2019-4-11 13:00	1095	0.506	0.478	0.531	0.547	0.538	0.773	0.688	0.529
2019-4-11 13:30	1096	0.506	0.477	0.531	0.548	0.536	0.767	0.684	0.527
2019-4-11 14:00	1097	0.509	0.477	0.531	0.553	0.534	0.76	0.678	0.525
2019-4-11 14:30	1098	0.513	0.479	0.532	0.559	0.536	0.76	0.677	0.525
2019-4-11 15:00	1099	0.517	0.48	0.532	0.561	0.535	0.76	0.679	0.525
2019-4-11 15:30	1100	0.52	0.482	0.533	0.564	0.535	0.767	0.682	0.526
2019-4-11 16:00	1101	0.523	0.484	0.534	0.565	0.536	0.77	0.683	0.527
2019-4-11 16:30	1102	0.524	0.484	0.533	0.565	0.535	0.769	0.682	0.527
2019-4-11 17:00	1103	0.525	0.484	0.533	0.565	0.535	0.767	0.681	0.527
2019-4-11 17:30	1104	0.527	0.485	0.533	0.565	0.535	0.772	0.684	0.528
2019-4-11 18:00	1105	0.528	0.485	0.533	0.565	0.535	0.772	0.686	0.528
2019-4-11 18:30	1106	0.53	0.486	0.533	0.565	0.535	0.774	0.687	0.529
2019-4-11 19:00	1107	0.53	0.487	0.533	0.566	0.536	0.778	0.69	0.53
2019-4-11 19:30	1108	0.531	0.488	0.534	0.566	0.537	0.778	0.689	0.53
2019-4-11 20:00	1109	0.532	0.489	0.534	0.567	0.537	0.778	0.69	0.531
2019-4-11 20:30	1110	0.532	0.49	0.535	0.567	0.538	0.779	0.691	0.532
2019-4-11 21:00	1111	0.533	0.491	0.534	0.568	0.538	0.78	0.69	0.532
2019-4-11 21:30	1112	0.533	0.492	0.534	0.568	0.539	0.781	0.692	0.532
2019-4-11 22:00	1113	0.533	0.492	0.533	0.568	0.539	0.777	0.69	0.532
2019-4-11 22:30	1114	0.533	0.492	0.533	0.568	0.539	0.779	0.69	0.532
2019-4-11 23:00	1115	0.533	0.493	0.533	0.568	0.54	0.78	0.691	0.532
2019-4-11 23:30	1116	0.533	0.492	0.533	0.568	0.539	0.777	0.687	0.532
2019-4-12 0:00	1117	0.534	0.492	0.534	0.568	0.539	0.779	0.69	0.532
2019-4-12 0:30	1118	0.534	0.493	0.533	0.568	0.54	0.779	0.688	0.533
2019-4-12 1:00	1119	0.534	0.492	0.533	0.568	0.539	0.775	0.689	0.533
2019-4-12 1:30	1120	0.535	0.493	0.532	0.568	0.54	0.777	0.687	0.533
2019-4-12 2:00	1121	0.535	0.494	0.532	0.568	0.54	0.777	0.686	0.533
2019-4-12 2:30	1122	0.535	0.494	0.533	0.569	0.54	0.779	0.689	0.533
2019-4-12 3:00	1123	0.535	0.495	0.533	0.569	0.54	0.779	0.689	0.533
2019-4-12 3:30	1124	0.535	0.494	0.534	0.569	0.54	0.779	0.691	0.534
2019-4-12 4:00	1125	0.535	0.494	0.534	0.569	0.54	0.78	0.691	0.534
2019-4-12 4:30	1126	0.535	0.494	0.534	0.569	0.54	0.779	0.69	0.534
2019-4-12 5:00	1127	0.535	0.494	0.534	0.569	0.54	0.777	0.69	0.534
2019-4-12 5:30	1128	0.535	0.495	0.534	0.569	0.539	0.778	0.689	0.534
2019-4-12 6:00	1129	0.536	0.495	0.533	0.569	0.539	0.779	0.689	0.534
2019-4-12 6:30	1130	0.536	0.495	0.533	0.569	0.538	0.777	0.688	0.534
2019-4-12 7:00	1131	0.536	0.495	0.533	0.568	0.537	0.776	0.688	0.535
2019-4-12 7:30	1132	0.536	0.495	0.533	0.568	0.538	0.778	0.689	0.535
2019-4-12 8:00	1133	0.536	0.495	0.533	0.57	0.539	0.78	0.69	0.535
2019-4-12 8:30	1134	0.535	0.495	0.534	0.57	0.54	0.78	0.692	0.535
2019-4-12 9:00	1135	0.535	0.494	0.534	0.57	0.54	0.782	0.692	0.534
2019-4-12 9:30	1136	0.534	0.494	0.534	0.57	0.54	0.783	0.693	0.534
2019-4-12 10:00	1137	0.534	0.494	0.533	0.57	0.538	0.781	0.693	0.534
2019-4-12 10:30	1138	0.534	0.495	0.533	0.571	0.539	0.782	0.692	0.534
2019-4-12 11:00	1139	0.533	0.494	0.534	0.571	0.539	0.781	0.691	0.534
2019-4-12 11:30	1140	0.534	0.494	0.534	0.571	0.539	0.784	0.693	0.535
2019-4-12 12:00	1141	0.534	0.493	0.535	0.571	0.539	0.783	0.695	0.536
2019-4-12 12:30	1142	0.534	0.492	0.535	0.571	0.538	0.781	0.692	0.535
2019-4-12 13:00	1143	0.53	0.488	0.534	0.57	0.536	0.777	0.689	0.534
2019-4-12 13:30	1144	0.531	0.483	0.53	0.571	0.538	0.778	0.691	0.535
2019-4-12 14:00	1145	0.533	0.483	0.528	0.571	0.536	0.776	0.692	0.536
2019-4-12 14:30	1146	0.532	0.479	0.526	0.57	0.534	0.771	0.688	0.535
2019-4-12 15:00	1147	0.534	0.479	0.523	0.57	0.536	0.777	0.692	0.537
2019-4-12 15:30	1148	0.532	0.478	0.521	0.571	0.537	0.777	0.692	0.538
2019-4-12 16:00	1149	0.533	0.475	0.517	0.57	0.536	0.776	0.694	0.538
2019-4-12 16:30	1150	0.534	0.471	0.513	0.569	0.537	0.775	0.692	0.539
2019-4-12 17:00	1151	0.535	0.47	0.51	0.569	0.536	0.773	0.689	0.539
2019-4-12 17:30	1152	0.536	0.474	0.51	0.569	0.538	0.777	0.691	0.541
2019-4-12 18:00	1153	0.536	0.478	0.51	0.57	0.538	0.775	0.688	0.541
2019-4-12 18:30	1154	0.537	0.481	0.512	0.571	0.539	0.776	0.692	0.541
2019-4-12 19:00	1155	0.537	0.483	0.512	0.571	0.539	0.776	0.691	0.542
2019-4-12 19:30	1156	0.538	0.486	0.513	0.572	0.541	0.777	0.689	0.542
2019-4-12 20:00	1157	0.539	0.49	0.516	0.573	0.542	0.777	0.688	0.542
2019-4-12 20:30	1158	0.539	0.494	0.519	0.573	0.543	0.772	0.687	0.542
2019-4-12 21:00	1159	0.539	0.496	0.522	0.572	0.542	0.776	0.687	0.542
2019-4-12 21:30	1160	0.539	0.499	0.525	0.573	0.543	0.779	0.688	0.542
2019-4-12 22:00	1161	0.539	0.501	0.525	0.574	0.543	0.78	0.688	0.542
2019-4-12 22:30	1162	0.539	0.502	0.526	0.573	0.543	0.78	0.688	0.542
2019-4-12 23:00	1163	0.54	0.503	0.528	0.573	0.544	0.78	0.689	0.543
2019-4-12 23:30	1164	0.54	0.503	0.529	0.573	0.544	0.78	0.689	0.543
2019-4-13 0:00	1165	0.54	0.503	0.529	0.573	0.544	0.781	0.688	0.543
2019-4-13 0:30	1166	0.54	0.503	0.529	0.572	0.544	0.779	0.687	0.543
2019-4-13 1:00	1167	0.541	0.503	0.529	0.572	0.544	0.78	0.688	0.544
2019-4-13 1:30	1168	0.542	0.502	0.53	0.572	0.544	0.779	0.688	0.544
2019-4-13 2:00	1169	0.543	0.502	0.53	0.573	0.544	0.78	0.688	0.544
2019-4-13 2:30	1170	0.543	0.501	0.53	0.573	0.544	0.78	0.687	0.544
2019-4-13 3:00	1171	0.544	0.501	0.529	0.573	0.545	0.78	0.687	0.545
2019-4-13 3:30	1172	0.544	0.5	0.53	0.573	0.545	0.78	0.688	0.545
2019-4-13 4:00	1173	0.544	0.5	0.531	0.573	0.545	0.78	0.688	0.545
2019-4-13 4:30	1174	0.544	0.501	0.532	0.573	0.545	0.78	0.687	0.545
2019-4-13 5:00	1175	0.545	0.501	0.531	0.573	0.545	0.781	0.687	0.545
2019-4-13 5:30	1176	0.545	0.501	0.532	0.573	0.545	0.781	0.688	0.545
2019-4-13 6:00	1177	0.545	0.5	0.532	0.573	0.546	0.781	0.688	0.545
2019-4-13 6:30	1178	0.545	0.5	0.531	0.572	0.546	0.78	0.686	0.545
2019-4-13 7:00	1179	0.546	0.501	0.532	0.572	0.546	0.778	0.687	0.545
2019-4-13 7:30	1180	0.546	0.501	0.533	0.572	0.545	0.778	0.688	0.545
2019-4-13 8:00	1181	0.546	0.502	0.534	0.572	0.545	0.778	0.688	0.544
2019-4-13 8:30	1182	0.545	0.503	0.535	0.572	0.544	0.777	0.687	0.544
2019-4-13 9:00	1183	0.545	0.504	0.535	0.572	0.544	0.777	0.687	0.543
2019-4-13 9:30	1184	0.544	0.503	0.533	0.57	0.541	0.775	0.686	0.543
2019-4-13 10:00	1185	0.544	0.503	0.531	0.56	0.542	0.775	0.687	0.542
2019-4-13 10:30	1186	0.544	0.503	0.529	0.551	0.539	0.773	0.685	0.542
2019-4-13 11:00	1187	0.535	0.499	0.528	0.552	0.539	0.771	0.684	0.541
2019-4-13 11:30	1188	0.532	0.499	0.529	0.556	0.539	0.769	0.681	0.54
2019-4-13 12:00	1189	0.53	0.499	0.531	0.557	0.539	0.77	0.684	0.54
2019-4-13 12:30	1190	0.529	0.497	0.53	0.557	0.537	0.768	0.682	0.539
2019-4-13 13:00	1191	0.53	0.497	0.528	0.559	0.536	0.764	0.673	0.538
2019-4-13 13:30	1192	0.53	0.497	0.53	0.561	0.537	0.769	0.681	0.538
2019-4-13 14:00	1193	0.518	0.492	0.527	0.552	0.535	0.76	0.677	0.537
2019-4-13 14:30	1194	0.503	0.484	0.527	0.545	0.532	0.764	0.684	0.536
2019-4-13 15:00	1195	0.51	0.486	0.53	0.552	0.528	0.761	0.682	0.528
2019-4-13 15:30	1196	0.518	0.488	0.53	0.558	0.527	0.757	0.68	0.528
2019-4-13 16:00	1197	0.525	0.488	0.529	0.561	0.526	0.758	0.682	0.531
2019-4-13 16:30	1198	0.529	0.486	0.526	0.564	0.528	0.76	0.684	0.534
2019-4-13 17:00	1199	0.531	0.478	0.52	0.565	0.528	0.76	0.684	0.535
2019-4-13 17:30	1200	0.533	0.47	0.51	0.564	0.527	0.758	0.684	0.535
2019-4-13 18:00	1201	0.535	0.466	0.504	0.565	0.529	0.763	0.682	0.537
2019-4-13 18:30	1202	0.536	0.465	0.501	0.565	0.528	0.76	0.683	0.538
2019-4-13 19:00	1203	0.537	0.463	0.498	0.565	0.529	0.761	0.683	0.539
2019-4-13 19:30	1204	0.538	0.466	0.499	0.566	0.531	0.764	0.684	0.54
2019-4-13 20:00	1205	0.538	0.469	0.501	0.566	0.531	0.761	0.683	0.54
2019-4-13 20:30	1206	0.539	0.47	0.501	0.567	0.533	0.76	0.682	0.54
2019-4-13 21:00	1207	0.541	0.475	0.503	0.569	0.536	0.767	0.682	0.541
