TOA5	CR1000 BC WEST	CR1000	86623	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-20 2:30	1506	0.537	0.506	0.531	0.572	0.541	0.768	0.688	0.551
2019-4-20 3:00	1507	0.537	0.507	0.532	0.572	0.54	0.768	0.688	0.551
2019-4-20 3:30	1508	0.537	0.508	0.533	0.572	0.54	0.768	0.688	0.551
2019-4-20 4:00	1509	0.537	0.509	0.535	0.572	0.54	0.766	0.686	0.55
2019-4-20 4:30	1510	0.538	0.51	0.535	0.571	0.54	0.767	0.685	0.55
2019-4-20 5:00	1511	0.539	0.511	0.535	0.57	0.54	0.768	0.685	0.551
2019-4-20 5:30	1512	0.54	0.512	0.534	0.57	0.54	0.765	0.684	0.551
2019-4-20 6:00	1513	0.541	0.512	0.533	0.569	0.539	0.765	0.682	0.551
2019-4-20 6:30	1514	0.542	0.512	0.534	0.569	0.539	0.765	0.682	0.551
2019-4-20 7:00	1515	0.544	0.513	0.533	0.568	0.54	0.766	0.682	0.552
2019-4-20 7:30	1516	0.544	0.513	0.533	0.568	0.54	0.766	0.681	0.553
2019-4-20 8:00	1517	0.542	0.512	0.535	0.569	0.539	0.767	0.684	0.552
2019-4-20 8:30	1518	0.541	0.511	0.538	0.571	0.539	0.766	0.687	0.552
2019-4-20 9:00	1519	0.54	0.51	0.54	0.572	0.541	0.768	0.691	0.551
2019-4-20 9:30	1520	0.537	0.508	0.539	0.573	0.54	0.77	0.694	0.552
2019-4-20 10:00	1521	0.536	0.5	0.539	0.573	0.538	0.768	0.694	0.551
2019-4-20 10:30	1522	0.538	0.499	0.535	0.573	0.536	0.768	0.695	0.552
2019-4-20 11:00	1523	0.538	0.496	0.532	0.572	0.536	0.768	0.695	0.552
2019-4-20 11:30	1524	0.536	0.492	0.529	0.572	0.535	0.766	0.69	0.55
2019-4-20 12:00	1525	0.536	0.49	0.526	0.571	0.533	0.764	0.691	0.55
2019-4-20 12:30	1526	0.532	0.485	0.521	0.568	0.532	0.765	0.688	0.549
2019-4-20 13:00	1527	0.521	0.475	0.517	0.567	0.534	0.761	0.688	0.548
2019-4-20 13:30	1528	0.521	0.47	0.512	0.565	0.533	0.756	0.687	0.548
2019-4-20 14:00	1529	0.523	0.466	0.506	0.563	0.531	0.755	0.684	0.548
2019-4-20 14:30	1530	0.525	0.465	0.502	0.562	0.531	0.758	0.687	0.549
2019-4-20 15:00	1531	0.529	0.463	0.499	0.561	0.53	0.757	0.684	0.549
2019-4-20 15:30	1532	0.531	0.463	0.496	0.562	0.53	0.753	0.683	0.549
2019-4-20 16:00	1533	0.533	0.466	0.494	0.562	0.53	0.753	0.679	0.548
2019-4-20 16:30	1534	0.534	0.467	0.493	0.564	0.531	0.754	0.681	0.549
2019-4-20 17:00	1535	0.535	0.47	0.494	0.566	0.534	0.759	0.682	0.55
2019-4-20 17:30	1536	0.536	0.472	0.498	0.567	0.534	0.761	0.684	0.551
2019-4-20 18:00	1537	0.538	0.474	0.497	0.568	0.535	0.761	0.686	0.552
2019-4-20 18:30	1538	0.538	0.478	0.499	0.569	0.535	0.763	0.689	0.552
2019-4-20 19:00	1539	0.539	0.481	0.502	0.571	0.536	0.764	0.688	0.553
2019-4-20 19:30	1540	0.54	0.482	0.503	0.571	0.537	0.766	0.687	0.552
2019-4-20 20:00	1541	0.54	0.486	0.506	0.571	0.538	0.766	0.687	0.553
2019-4-20 20:30	1542	0.542	0.491	0.509	0.572	0.539	0.766	0.686	0.553
2019-4-20 21:00	1543	0.543	0.496	0.511	0.573	0.54	0.767	0.686	0.554
2019-4-20 21:30	1544	0.544	0.501	0.515	0.572	0.541	0.768	0.686	0.554
2019-4-20 22:00	1545	0.545	0.506	0.517	0.573	0.542	0.768	0.684	0.555
2019-4-20 22:30	1546	0.545	0.509	0.519	0.573	0.542	0.768	0.684	0.556
2019-4-20 23:00	1547	0.545	0.513	0.522	0.573	0.542	0.768	0.683	0.555
2019-4-20 23:30	1548	0.545	0.515	0.526	0.574	0.542	0.768	0.684	0.555
2019-4-21 0:00	1549	0.546	0.517	0.528	0.574	0.542	0.768	0.684	0.555
2019-4-21 0:30	1550	0.545	0.518	0.531	0.574	0.542	0.766	0.684	0.554
2019-4-21 1:00	1551	0.545	0.519	0.532	0.573	0.542	0.767	0.684	0.554
2019-4-21 1:30	1552	0.544	0.519	0.534	0.574	0.542	0.768	0.685	0.554
2019-4-21 2:00	1553	0.544	0.52	0.536	0.574	0.542	0.768	0.686	0.554
2019-4-21 2:30	1554	0.544	0.52	0.538	0.574	0.542	0.768	0.687	0.554
2019-4-21 3:00	1555	0.544	0.52	0.539	0.574	0.542	0.769	0.687	0.554
2019-4-21 3:30	1556	0.543	0.52	0.54	0.573	0.542	0.769	0.688	0.554
2019-4-21 4:00	1557	0.543	0.519	0.541	0.574	0.542	0.766	0.687	0.554
2019-4-21 4:30	1558	0.543	0.517	0.541	0.575	0.542	0.768	0.689	0.553
2019-4-21 5:00	1559	0.543	0.517	0.541	0.574	0.542	0.766	0.688	0.553
2019-4-21 5:30	1560	0.543	0.515	0.541	0.574	0.542	0.766	0.688	0.553
2019-4-21 6:00	1561	0.543	0.514	0.541	0.574	0.542	0.767	0.688	0.553
2019-4-21 6:30	1562	0.544	0.514	0.541	0.574	0.542	0.767	0.687	0.553
2019-4-21 7:00	1563	0.544	0.514	0.542	0.574	0.542	0.767	0.687	0.553
2019-4-21 7:30	1564	0.543	0.514	0.542	0.574	0.542	0.768	0.689	0.553
2019-4-21 8:00	1565	0.544	0.513	0.541	0.573	0.542	0.767	0.688	0.554
2019-4-21 8:30	1566	0.543	0.511	0.541	0.573	0.542	0.767	0.688	0.553
2019-4-21 9:00	1567	0.543	0.509	0.541	0.574	0.543	0.768	0.691	0.554
2019-4-21 9:30	1568	0.544	0.507	0.54	0.574	0.542	0.769	0.692	0.554
2019-4-21 10:00	1569	0.544	0.504	0.538	0.575	0.543	0.769	0.693	0.554
2019-4-21 10:30	1570	0.544	0.502	0.537	0.576	0.543	0.769	0.692	0.555
2019-4-21 11:00	1571	0.544	0.498	0.536	0.576	0.543	0.77	0.694	0.555
2019-4-21 11:30	1572	0.544	0.495	0.533	0.575	0.541	0.766	0.689	0.554
2019-4-21 12:00	1573	0.544	0.492	0.53	0.575	0.54	0.768	0.691	0.554
2019-4-21 12:30	1574	0.544	0.49	0.527	0.574	0.537	0.763	0.687	0.554
2019-4-21 13:00	1575	0.544	0.487	0.523	0.574	0.537	0.761	0.686	0.553
2019-4-21 13:30	1576	0.543	0.484	0.519	0.573	0.534	0.757	0.683	0.552
2019-4-21 14:00	1577	0.541	0.48	0.516	0.572	0.533	0.758	0.683	0.552
2019-4-21 14:30	1578	0.539	0.477	0.512	0.572	0.534	0.764	0.69	0.553
2019-4-21 15:00	1579	0.538	0.472	0.506	0.57	0.532	0.762	0.687	0.552
2019-4-21 15:30	1580	0.539	0.469	0.501	0.569	0.531	0.761	0.687	0.553
2019-4-21 16:00	1581	0.54	0.468	0.496	0.568	0.529	0.756	0.682	0.551
2019-4-21 16:30	1582	0.541	0.47	0.495	0.569	0.531	0.761	0.686	0.552
2019-4-21 17:00	1583	0.542	0.47	0.495	0.569	0.53	0.762	0.685	0.553
2019-4-21 17:30	1584	0.543	0.471	0.496	0.57	0.531	0.762	0.687	0.553
2019-4-21 18:00	1585	0.543	0.473	0.497	0.571	0.531	0.761	0.686	0.553
2019-4-21 18:30	1586	0.544	0.475	0.496	0.572	0.533	0.765	0.688	0.554
2019-4-21 19:00	1587	0.544	0.478	0.498	0.573	0.535	0.768	0.69	0.555
2019-4-21 19:30	1588	0.544	0.484	0.501	0.574	0.537	0.768	0.689	0.555
2019-4-21 20:00	1589	0.545	0.49	0.504	0.576	0.539	0.77	0.69	0.556
2019-4-21 20:30	1590	0.545	0.495	0.507	0.576	0.54	0.771	0.689	0.556
2019-4-21 21:00	1591	0.546	0.5	0.512	0.577	0.54	0.771	0.687	0.556
2019-4-21 21:30	1592	0.547	0.505	0.514	0.577	0.541	0.77	0.688	0.557
2019-4-21 22:00	1593	0.547	0.51	0.515	0.576	0.541	0.768	0.686	0.557
2019-4-21 22:30	1594	0.547	0.513	0.519	0.576	0.541	0.769	0.684	0.556
2019-4-21 23:00	1595	0.547	0.516	0.522	0.576	0.542	0.769	0.685	0.556
2019-4-21 23:30	1596	0.547	0.518	0.525	0.577	0.542	0.767	0.684	0.556
2019-4-22 0:00	1597	0.547	0.52	0.529	0.578	0.542	0.768	0.685	0.555
2019-4-22 0:30	1598	0.546	0.521	0.531	0.578	0.542	0.769	0.686	0.556
2019-4-22 1:00	1599	0.547	0.522	0.534	0.577	0.542	0.768	0.685	0.555
2019-4-22 1:30	1600	0.548	0.524	0.533	0.577	0.542	0.768	0.685	0.556
2019-4-22 2:00	1601	0.547	0.524	0.535	0.577	0.542	0.768	0.684	0.556
2019-4-22 2:30	1602	0.547	0.524	0.537	0.577	0.542	0.768	0.684	0.557
2019-4-22 3:00	1603	0.546	0.525	0.539	0.579	0.542	0.768	0.685	0.556
2019-4-22 3:30	1604	0.546	0.525	0.54	0.579	0.542	0.768	0.685	0.556
2019-4-22 4:00	1605	0.546	0.525	0.542	0.579	0.542	0.769	0.686	0.555
2019-4-22 4:30	1606	0.545	0.525	0.543	0.578	0.542	0.769	0.687	0.556
2019-4-22 5:00	1607	0.545	0.525	0.544	0.578	0.542	0.768	0.688	0.556
2019-4-22 5:30	1608	0.545	0.526	0.544	0.578	0.542	0.768	0.688	0.556
2019-4-22 6:00	1609	0.545	0.526	0.545	0.578	0.542	0.768	0.688	0.556
2019-4-22 6:30	1610	0.545	0.526	0.545	0.577	0.542	0.768	0.688	0.556
2019-4-22 7:00	1611	0.544	0.526	0.545	0.577	0.542	0.768	0.688	0.556
2019-4-22 7:30	1612	0.544	0.526	0.545	0.578	0.541	0.767	0.688	0.555
2019-4-22 8:00	1613	0.544	0.526	0.547	0.579	0.542	0.77	0.69	0.555
2019-4-22 8:30	1614	0.543	0.526	0.548	0.579	0.541	0.77	0.692	0.555
2019-4-22 9:00	1615	0.543	0.525	0.548	0.579	0.541	0.77	0.693	0.555
2019-4-22 9:30	1616	0.542	0.523	0.547	0.58	0.539	0.771	0.695	0.554
2019-4-22 10:00	1617	0.541	0.52	0.546	0.58	0.54	0.77	0.696	0.554
2019-4-22 10:30	1618	0.54	0.517	0.546	0.581	0.542	0.773	0.698	0.555
2019-4-22 11:00	1619	0.541	0.517	0.547	0.58	0.541	0.773	0.699	0.555
2019-4-22 11:30	1620	0.539	0.519	0.545	0.579	0.54	0.765	0.686	0.553
2019-4-22 12:00	1621	0.54	0.52	0.543	0.578	0.539	0.767	0.686	0.553
2019-4-22 12:30	1622	0.54	0.522	0.545	0.578	0.54	0.769	0.689	0.553
2019-4-22 13:00	1623	0.539	0.523	0.548	0.578	0.539	0.769	0.69	0.552
2019-4-22 13:30	1624	0.538	0.523	0.547	0.577	0.539	0.765	0.684	0.551
2019-4-22 14:00	1625	0.539	0.523	0.546	0.575	0.536	0.764	0.683	0.551
2019-4-22 14:30	1626	0.54	0.524	0.547	0.576	0.537	0.765	0.684	0.551
2019-4-22 15:00	1627	0.539	0.523	0.546	0.574	0.535	0.76	0.681	0.55
2019-4-22 15:30	1628	0.539	0.523	0.546	0.574	0.534	0.761	0.683	0.549
2019-4-22 16:00	1629	0.539	0.523	0.542	0.575	0.536	0.763	0.683	0.549
2019-4-22 16:30	1630	0.539	0.524	0.539	0.575	0.537	0.764	0.684	0.55
2019-4-22 17:00	1631	0.539	0.524	0.537	0.57	0.536	0.764	0.685	0.55
2019-4-22 17:30	1632	0.539	0.523	0.538	0.564	0.536	0.764	0.687	0.55
2019-4-22 18:00	1633	0.538	0.523	0.538	0.564	0.536	0.765	0.686	0.55
2019-4-22 18:30	1634	0.538	0.523	0.54	0.566	0.537	0.765	0.687	0.55
2019-4-22 19:00	1635	0.537	0.523	0.541	0.565	0.536	0.765	0.688	0.549
2019-4-22 19:30	1636	0.537	0.523	0.54	0.565	0.535	0.765	0.688	0.55
2019-4-22 20:00	1637	0.538	0.523	0.541	0.567	0.536	0.766	0.688	0.549
2019-4-22 20:30	1638	0.538	0.523	0.541	0.567	0.537	0.765	0.688	0.549
2019-4-22 21:00	1639	0.538	0.523	0.541	0.568	0.537	0.766	0.689	0.55
2019-4-22 21:30	1640	0.538	0.524	0.542	0.569	0.538	0.766	0.69	0.55
2019-4-22 22:00	1641	0.538	0.523	0.542	0.568	0.538	0.766	0.689	0.55
2019-4-22 22:30	1642	0.538	0.523	0.542	0.569	0.538	0.766	0.689	0.55
2019-4-22 23:00	1643	0.538	0.522	0.542	0.568	0.537	0.765	0.688	0.55
2019-4-22 23:30	1644	0.537	0.521	0.541	0.568	0.537	0.765	0.688	0.549
2019-4-23 0:00	1645	0.537	0.521	0.541	0.568	0.537	0.765	0.689	0.549
2019-4-23 0:30	1646	0.537	0.521	0.541	0.568	0.537	0.765	0.689	0.549
2019-4-23 1:00	1647	0.536	0.521	0.542	0.568	0.537	0.766	0.69	0.549
2019-4-23 1:30	1648	0.536	0.521	0.542	0.568	0.538	0.766	0.69	0.549
2019-4-23 2:00	1649	0.535	0.521	0.542	0.568	0.538	0.766	0.689	0.549
2019-4-23 2:30	1650	0.534	0.521	0.542	0.569	0.538	0.766	0.69	0.549
2019-4-23 3:00	1651	0.534	0.519	0.542	0.568	0.538	0.766	0.692	0.549
2019-4-23 3:30	1652	0.534	0.517	0.542	0.566	0.537	0.766	0.691	0.548
2019-4-23 4:00	1653	0.535	0.516	0.543	0.563	0.535	0.764	0.691	0.548
2019-4-23 4:30	1654	0.532	0.514	0.543	0.56	0.536	0.764	0.692	0.548
2019-4-23 5:00	1655	0.525	0.513	0.543	0.56	0.537	0.764	0.693	0.548
2019-4-23 5:30	1656	0.523	0.514	0.543	0.561	0.537	0.764	0.693	0.549
2019-4-23 6:00	1657	0.523	0.514	0.543	0.562	0.536	0.764	0.692	0.548
2019-4-23 6:30	1658	0.523	0.514	0.543	0.561	0.536	0.764	0.693	0.548
2019-4-23 7:00	1659	0.523	0.512	0.542	0.561	0.536	0.764	0.693	0.549
2019-4-23 7:30	1660	0.523	0.511	0.542	0.561	0.536	0.764	0.693	0.548
2019-4-23 8:00	1661	0.524	0.512	0.542	0.563	0.537	0.763	0.691	0.548
2019-4-23 8:30	1662	0.524	0.512	0.541	0.563	0.536	0.76	0.689	0.548
2019-4-23 9:00	1663	0.524	0.512	0.539	0.562	0.535	0.757	0.687	0.547
2019-4-23 9:30	1664	0.524	0.513	0.539	0.562	0.535	0.761	0.687	0.547
2019-4-23 10:00	1665	0.525	0.514	0.54	0.564	0.535	0.763	0.689	0.547
2019-4-23 10:30	1666	0.525	0.514	0.539	0.564	0.535	0.76	0.687	0.547
2019-4-23 11:00	1667	0.526	0.515	0.539	0.564	0.535	0.761	0.688	0.547
2019-4-23 11:30	1668	0.526	0.516	0.539	0.565	0.535	0.761	0.689	0.548
2019-4-23 12:00	1669	0.525	0.515	0.54	0.565	0.535	0.76	0.688	0.548
2019-4-23 12:30	1670	0.526	0.515	0.539	0.565	0.535	0.758	0.685	0.548
2019-4-23 13:00	1671	0.525	0.513	0.538	0.566	0.533	0.753	0.683	0.548
2019-4-23 13:30	1672	0.526	0.509	0.536	0.567	0.535	0.759	0.687	0.549
2019-4-23 14:00	1673	0.527	0.503	0.529	0.566	0.532	0.754	0.682	0.549
2019-4-23 14:30	1674	0.525	0.492	0.523	0.566	0.531	0.755	0.684	0.548
2019-4-23 15:00	1675	0.526	0.485	0.515	0.564	0.528	0.751	0.682	0.548
2019-4-23 15:30	1676	0.527	0.48	0.506	0.562	0.529	0.754	0.681	0.548
2019-4-23 16:00	1677	0.528	0.475	0.499	0.561	0.528	0.755	0.683	0.549
2019-4-23 16:30	1678	0.528	0.474	0.496	0.561	0.528	0.757	0.686	0.55
2019-4-23 17:00	1679	0.529	0.476	0.495	0.562	0.53	0.756	0.686	0.55
2019-4-23 17:30	1680	0.53	0.475	0.496	0.563	0.529	0.754	0.682	0.55
2019-4-23 18:00	1681	0.53	0.475	0.495	0.563	0.529	0.759	0.686	0.551
2019-4-23 18:30	1682	0.532	0.474	0.495	0.563	0.529	0.757	0.685	0.552
2019-4-23 19:00	1683	0.533	0.473	0.492	0.563	0.528	0.755	0.681	0.552
2019-4-23 19:30	1684	0.533	0.476	0.494	0.564	0.529	0.755	0.683	0.552
2019-4-23 20:00	1685	0.533	0.48	0.496	0.565	0.53	0.756	0.683	0.553
2019-4-23 20:30	1686	0.534	0.484	0.499	0.566	0.532	0.757	0.684	0.554
2019-4-23 21:00	1687	0.534	0.488	0.503	0.568	0.532	0.755	0.683	0.553
2019-4-23 21:30	1688	0.535	0.493	0.507	0.569	0.534	0.753	0.681	0.553
2019-4-23 22:00	1689	0.535	0.496	0.509	0.569	0.535	0.755	0.681	0.553
2019-4-23 22:30	1690	0.535	0.499	0.512	0.57	0.537	0.757	0.681	0.554
2019-4-23 23:00	1691	0.536	0.502	0.516	0.571	0.538	0.76	0.682	0.554
2019-4-23 23:30	1692	0.536	0.505	0.519	0.572	0.538	0.761	0.683	0.554
2019-4-24 0:00	1693	0.536	0.507	0.522	0.573	0.538	0.761	0.684	0.554
2019-4-24 0:30	1694	0.537	0.509	0.524	0.573	0.537	0.763	0.685	0.554
2019-4-24 1:00	1695	0.537	0.511	0.527	0.573	0.539	0.763	0.685	0.554
2019-4-24 1:30	1696	0.537	0.512	0.528	0.573	0.538	0.763	0.686	0.554
2019-4-24 2:00	1697	0.537	0.514	0.53	0.574	0.538	0.763	0.685	0.554
2019-4-24 2:30	1698	0.538	0.515	0.532	0.574	0.538	0.762	0.684	0.554
2019-4-24 3:00	1699	0.538	0.516	0.533	0.574	0.538	0.763	0.684	0.554
2019-4-24 3:30	1700	0.538	0.517	0.535	0.574	0.538	0.763	0.686	0.553
2019-4-24 4:00	1701	0.539	0.518	0.536	0.573	0.536	0.762	0.685	0.553
2019-4-24 4:30	1702	0.538	0.519	0.537	0.572	0.537	0.762	0.684	0.553
2019-4-24 5:00	1703	0.539	0.519	0.537	0.572	0.538	0.764	0.686	0.554
2019-4-24 5:30	1704	0.54	0.52	0.537	0.572	0.539	0.764	0.684	0.554
2019-4-24 6:00	1705	0.541	0.52	0.536	0.572	0.539	0.763	0.68	0.555
2019-4-24 6:30	1706	0.542	0.521	0.536	0.571	0.539	0.761	0.68	0.556
2019-4-24 7:00	1707	0.542	0.522	0.536	0.57	0.539	0.761	0.68	0.557
2019-4-24 7:30	1708	0.542	0.522	0.538	0.571	0.539	0.761	0.679	0.557
2019-4-24 8:00	1709	0.542	0.521	0.54	0.572	0.539	0.763	0.683	0.556
2019-4-24 8:30	1710	0.54	0.518	0.542	0.573	0.538	0.764	0.687	0.555
2019-4-24 9:00	1711	0.539	0.514	0.542	0.573	0.534	0.768	0.692	0.555
2019-4-24 9:30	1712	0.539	0.51	0.539	0.573	0.533	0.768	0.686	0.555
2019-4-24 10:00	1713	0.539	0.504	0.532	0.573	0.534	0.768	0.69	0.554
2019-4-24 10:30	1714	0.537	0.497	0.527	0.572	0.535	0.77	0.688	0.553
2019-4-24 11:00	1715	0.537	0.49	0.521	0.572	0.533	0.768	0.691	0.554
2019-4-24 11:30	1716	0.535	0.482	0.512	0.57	0.531	0.77	0.688	0.552
2019-4-24 12:00	1717	0.53	0.477	0.505	0.567	0.528	0.765	0.687	0.55
2019-4-24 12:30	1718	0.525	0.476	0.502	0.566	0.526	0.757	0.684	0.549
2019-4-24 13:00	1719	0.519	0.474	0.498	0.564	0.525	0.754	0.679	0.547
2019-4-24 13:30	1720	0.522	0.472	0.496	0.563	0.524	0.754	0.676	0.547
2019-4-24 14:00	1721	0.521	0.471	0.492	0.562	0.522	0.744	0.675	0.546
2019-4-24 14:30	1722	0.523	0.471	0.49	0.562	0.523	0.752	0.677	0.547
2019-4-24 15:00	1723	0.523	0.471	0.49	0.561	0.522	0.75	0.678	0.548
2019-4-24 15:30	1724	0.526	0.471	0.489	0.561	0.523	0.749	0.679	0.548
2019-4-24 16:00	1725	0.529	0.471	0.488	0.562	0.523	0.749	0.679	0.548
2019-4-24 16:30	1726	0.53	0.472	0.488	0.563	0.522	0.752	0.679	0.549
2019-4-24 17:00	1727	0.532	0.473	0.49	0.565	0.523	0.755	0.679	0.549
2019-4-24 17:30	1728	0.533	0.475	0.492	0.565	0.522	0.752	0.679	0.549
2019-4-24 18:00	1729	0.534	0.478	0.492	0.567	0.524	0.758	0.682	0.55
2019-4-24 18:30	1730	0.535	0.48	0.493	0.568	0.523	0.756	0.683	0.551
2019-4-24 19:00	1731	0.537	0.483	0.495	0.569	0.524	0.761	0.686	0.552
2019-4-24 19:30	1732	0.538	0.487	0.499	0.57	0.527	0.762	0.687	0.553
2019-4-24 20:00	1733	0.539	0.492	0.501	0.571	0.53	0.766	0.686	0.553
2019-4-24 20:30	1734	0.539	0.497	0.504	0.572	0.532	0.766	0.687	0.554
2019-4-24 21:00	1735	0.539	0.503	0.508	0.573	0.534	0.765	0.684	0.554
2019-4-24 21:30	1736	0.54	0.507	0.511	0.574	0.535	0.766	0.684	0.554
2019-4-24 22:00	1737	0.541	0.511	0.513	0.575	0.536	0.764	0.68	0.555
2019-4-24 22:30	1738	0.541	0.514	0.515	0.573	0.536	0.762	0.68	0.556
2019-4-24 23:00	1739	0.543	0.517	0.517	0.574	0.537	0.761	0.677	0.557
2019-4-24 23:30	1740	0.544	0.52	0.519	0.574	0.537	0.763	0.679	0.557
2019-4-25 0:00	1741	0.546	0.522	0.52	0.573	0.538	0.762	0.678	0.558
2019-4-25 0:30	1742	0.547	0.524	0.522	0.572	0.538	0.761	0.679	0.558
2019-4-25 1:00	1743	0.547	0.525	0.523	0.573	0.539	0.761	0.677	0.559
2019-4-25 1:30	1744	0.548	0.526	0.525	0.573	0.539	0.761	0.676	0.558
2019-4-25 2:00	1745	0.548	0.527	0.527	0.573	0.539	0.759	0.676	0.56
2019-4-25 2:30	1746	0.549	0.528	0.528	0.573	0.539	0.76	0.676	0.561
2019-4-25 3:00	1747	0.55	0.528	0.529	0.573	0.54	0.757	0.674	0.563
2019-4-25 3:30	1748	0.549	0.528	0.53	0.572	0.541	0.757	0.672	0.563
2019-4-25 4:00	1749	0.549	0.528	0.531	0.572	0.541	0.756	0.672	0.563
2019-4-25 4:30	1750	0.548	0.528	0.532	0.573	0.542	0.757	0.669	0.563
2019-4-25 5:00	1751	0.549	0.529	0.533	0.574	0.542	0.759	0.672	0.564
2019-4-25 5:30	1752	0.548	0.529	0.536	0.575	0.541	0.763	0.68	0.563
2019-4-25 6:00	1753	0.548	0.53	0.538	0.575	0.541	0.761	0.681	0.563
2019-4-25 6:30	1754	0.548	0.529	0.538	0.574	0.542	0.763	0.673	0.564
2019-4-25 7:00	1755	0.547	0.529	0.539	0.573	0.542	0.764	0.675	0.564
2019-4-25 7:30	1756	0.545	0.529	0.54	0.574	0.542	0.766	0.679	0.563
2019-4-25 8:00	1757	0.543	0.529	0.543	0.576	0.541	0.767	0.683	0.562
2019-4-25 8:30	1758	0.54	0.528	0.546	0.577	0.54	0.769	0.688	0.561
2019-4-25 9:00	1759	0.538	0.526	0.549	0.579	0.54	0.77	0.694	0.559
2019-4-25 9:30	1760	0.536	0.52	0.549	0.579	0.536	0.77	0.695	0.557
2019-4-25 10:00	1761	0.536	0.513	0.548	0.578	0.532	0.771	0.698	0.555
2019-4-25 10:30	1762	0.535	0.504	0.545	0.578	0.531	0.774	0.698	0.554
2019-4-25 11:00	1763	0.532	0.495	0.539	0.576	0.527	0.77	0.691	0.55
2019-4-25 11:30	1764	0.529	0.488	0.533	0.574	0.527	0.772	0.692	0.549
2019-4-25 12:00	1765	0.525	0.481	0.526	0.572	0.524	0.768	0.679	0.546
2019-4-25 12:30	1766	0.524	0.477	0.519	0.571	0.526	0.771	0.689	0.546
2019-4-25 13:00	1767	0.524	0.474	0.514	0.569	0.521	0.769	0.69	0.546
2019-4-25 13:30	1768	0.524	0.471	0.51	0.568	0.52	0.765	0.689	0.546
2019-4-25 14:00	1769	0.518	0.472	0.506	0.568	0.522	0.764	0.688	0.547
2019-4-25 14:30	1770	0.519	0.474	0.505	0.568	0.522	0.762	0.686	0.547
2019-4-25 15:00	1771	0.521	0.474	0.502	0.568	0.523	0.763	0.685	0.547
2019-4-25 15:30	1772	0.522	0.477	0.5	0.569	0.522	0.758	0.682	0.547
2019-4-25 16:00	1773	0.523	0.48	0.5	0.569	0.524	0.759	0.682	0.548
2019-4-25 16:30	1774	0.525	0.48	0.499	0.57	0.523	0.758	0.684	0.548
2019-4-25 17:00	1775	0.528	0.48	0.498	0.57	0.522	0.764	0.685	0.549
2019-4-25 17:30	1776	0.529	0.481	0.499	0.572	0.524	0.764	0.687	0.55
2019-4-25 18:00	1777	0.53	0.485	0.501	0.572	0.523	0.758	0.682	0.549
2019-4-25 18:30	1778	0.531	0.491	0.504	0.574	0.526	0.763	0.684	0.549
2019-4-25 19:00	1779	0.53	0.498	0.508	0.574	0.527	0.759	0.682	0.549
2019-4-25 19:30	1780	0.532	0.503	0.511	0.574	0.529	0.76	0.681	0.549
2019-4-25 20:00	1781	0.534	0.508	0.515	0.575	0.531	0.759	0.683	0.55
2019-4-25 20:30	1782	0.535	0.512	0.517	0.575	0.532	0.763	0.683	0.55
2019-4-25 21:00	1783	0.534	0.516	0.52	0.575	0.533	0.764	0.684	0.55
2019-4-25 21:30	1784	0.535	0.519	0.524	0.577	0.534	0.766	0.686	0.551
2019-4-25 22:00	1785	0.536	0.52	0.528	0.576	0.535	0.763	0.685	0.55
2019-4-25 22:30	1786	0.536	0.521	0.53	0.576	0.535	0.762	0.686	0.55
2019-4-25 23:00	1787	0.537	0.523	0.532	0.576	0.534	0.763	0.685	0.55
2019-4-25 23:30	1788	0.537	0.524	0.533	0.576	0.534	0.761	0.683	0.55
2019-4-26 0:00	1789	0.536	0.525	0.535	0.576	0.534	0.759	0.684	0.549
2019-4-26 0:30	1790	0.537	0.525	0.538	0.576	0.534	0.76	0.683	0.55
2019-4-26 1:00	1791	0.537	0.526	0.539	0.576	0.534	0.76	0.685	0.55
2019-4-26 1:30	1792	0.537	0.527	0.54	0.575	0.534	0.758	0.68	0.549
2019-4-26 2:00	1793	0.537	0.527	0.54	0.575	0.534	0.759	0.681	0.549
2019-4-26 2:30	1794	0.537	0.528	0.541	0.575	0.534	0.759	0.684	0.549
2019-4-26 3:00	1795	0.537	0.528	0.542	0.575	0.534	0.757	0.682	0.549
2019-4-26 3:30	1796	0.538	0.528	0.543	0.576	0.534	0.758	0.682	0.55
2019-4-26 4:00	1797	0.537	0.528	0.543	0.576	0.532	0.756	0.68	0.549
2019-4-26 4:30	1798	0.538	0.528	0.543	0.576	0.533	0.756	0.682	0.55
2019-4-26 5:00	1799	0.538	0.529	0.545	0.576	0.534	0.756	0.683	0.55
2019-4-26 5:30	1800	0.538	0.529	0.544	0.575	0.532	0.753	0.68	0.549
2019-4-26 6:00	1801	0.538	0.529	0.545	0.575	0.533	0.758	0.683	0.55
2019-4-26 6:30	1802	0.538	0.529	0.545	0.574	0.533	0.755	0.682	0.55
2019-4-26 7:00	1803	0.538	0.529	0.546	0.574	0.533	0.756	0.683	0.55
