DOY,Time,F1,F2,F3,F4,F5,F6,F7,F8
178,1500,0.11479,0.089972,0.10251,0.1474,0.094621,0.1159,0.017048,0.026423
178,1530,0.16195,0.13253,0.15154,0.21192,0.13984,0.18258,0.017208,0.037775
178,1600,0.16656,0.1464,0.15425,0.22865,0.14619,0.20325,0.017367,0.057929
178,1630,0.18136,0.16354,0.1649,0.24231,0.16369,0.21835,0.015808,0.084291
178,1700,0.16084,0.15175,0.14607,0.21631,0.14376,0.19323,0.015968,0.096979
178,1730,0.15554,0.14301,0.13534,0.19461,0.14362,0.17787,0.014413,0.087661
178,1800,0.14786,0.14001,0.12853,0.1937,0.13918,0.16867,0.019731,0.087529
178,1830,0.12147,0.12319,0.10174,0.15946,0.12423,0.13995,0.019891,0.071248
178,1900,0.1188,0.12028,0.09705,0.14881,0.1283,0.14229,0.023521,0.060618
178,1930,0.10033,0.10402,0.076755,0.12277,0.10954,0.12279,0.020211,0.04512
178,2000,0.059242,0.068073,0.032949,0.07472,0.066363,0.076144,0.015209,0.031703
178,2030,0.030773,0.039039,0.0013092,0.035515,0.033433,0.044667,0.0085648,0.020224
178,2100,0.018843,0.025021,0,0.013717,0.017657,0.030537,0.0087229,0.013725
178,2130,0.012816,0.018069000000000002,0,0,0.010733,0.025655,0.013976,0.010445
178,2200,0.008728,0.013431,0,0,0.0072481,0.020815,0.014135,0.0071855
178,2230,0.0065338,0.011046,0,0,0.005456,0.018221,0.016004,0.0070637
178,2300,0.0043478,0.0086717,0,0,0.0036699,0.017842,0.012748,0.0053808
178,2330,0.0021699,0.0063076,0,0,0.0018898,0.01526,0.009513,0.003703
179,0,0,0.0061459,0,0,0.0017741,0.012689,0.0062998,0.0020305
179,30,3.4812e-5,0.0037925,0.003649,0,0,0.012311,0.003108,0.0019093
179,100,6.9623e-5,0.0036311,0.0073308,0,0,0.011933,0.003265,0.001788
179,130,1.0444e-4,0.0034697,0.011046,0,0,0.009375,0.0017552,0.0016668
179,200,1.3925e-4,0.0033083,0.014795,0,0,0.0046674,0.0019119,0
179,230,1.7406e-4,0.0031469,0.018579,0,0,0,4.0677e-4,8.7352e-5
179,300,2.0887e-4,0.0029856,0.020833,0,0.0016584,0.002062,5.6322e-4,1.747e-4
179,330,0.0020926,0.0028242,0.023102,0,0.0016584,0.0019827,0.002382,2.6205e-4
179,400,0.0021274,0.0026628,0.025385,0,0.0016584,0.0019034,0.0025387,0.0018955
179,430,0.0040182,0.0025014,0.027681,0,0.0016584,0.0018241,0.0043638,0.001983
179,500,0.0040531,0.00234,0.0284,0.0015195,0.0016584,0.0017448,0.0028521,0.0020705
179,530,0.0059509,0,0.027531,0.0014562,0.0016584,0.0016655,0.0013455,0.002158
179,600,0.0059859,1.7162e-4,0.028251,0.0038715,0.0016584,0.0037355,0.0015019,0.003797
179,630,0.0060209,3.4325e-4,0.02738,0.0038081,0.0033223,0.003656,0,0.002333
179,700,0.0079259,5.1487e-4,0.028101,0.0062353,0.0033223,0.0035765,2.5754e-4,0.0024205
179,730,0.023176,0.0028666,0.043406,0.01119,0.0083472,0.0056551,0.0071852,0.0025079
179,800,0.067523,0.025378,0.094215,0.050418,0.041379,0.032213,0.0091263,0.0057043
179,830,0.08032,0.048915,0.10979,0.084053,0.061511,0.062626,0.0043559,0.0089204
179,900,0.10008,0.066094,0.12777,0.11071,0.078571,0.092333,0.0046142,0.013738
179,930,0.14906,0.10199,0.16048,0.1649,0.11645,0.14579,0.0065446,0.02666
179,1000,0.18682000000000001,0.13475,0.16564,0.21365,0.14394,0.18943,0.011854,0.050009
179,1030,0.23553,0.17849,0.17293,0.27463,0.18431,0.23002,0.022372,0.090693
179,1100,0.26143,0.19706,0.17193,0.29906,0.20319,0.24301,0.031346,0.13267
179,1130,0.26147,0.20038,0.15856,0.30736,0.20559,0.23633,0.051312,0.16531
179,1200,0.27636,0.21004,0.16372,0.32005,0.21774,0.24281,0.072055,0.19987
179,1230,0.3231,0.24287,0.18581,0.38304,0.25572,0.28016,0.1199,0.25326
179,1300,0.32315,0.23642,0.1763,0.38295,0.25311,0.23932,0.16319,0.27804
179,1330,0.31997,0.23004,0.17319,0.38287,0.25052,0.20409,0.18858,0.28575
179,1400,0.28867,0.2077,0.15564,0.35051,0.22764,0.1708,0.17279,0.24877
179,1430,0.28871,0.20475,0.15669,0.35043,0.23014,0.16487,0.16632,0.24409
179,1500,0.28876,0.20812,0.15774,0.36398,0.23265,0.16477,0.17567,0.25139
179,1530,0.29495,0.20832,0.165,0.37314,0.2377,0.16759,0.18285,0.26122
179,1600,0.27073,0.19291,0.14965,0.34123,0.2202,0.14461,0.16722,0.23967
179,1630,0.27376,0.19312000000000001,0.15272,0.33672,0.22267,0.14733,0.15861,0.24214
179,1700,0.2649,0.18719,0.14164,0.32787,0.21774,0.13607,0.1545,0.23752
179,1730,0.25037,0.18132,0.13667,0.3106,0.208,0.12775,0.13749,0.22134
179,1800,0.24754,0.17551,0.13174,0.29791,0.20559,0.11955,0.12514,0.19451
179,1830,0.23621,0.1668,0.11524,0.27736,0.2008,0.10098,0.11306,0.14615
179,1900,0.19805,0.13826,0.088149,0.23069,0.17739,0.070591,0.091362,0.099703
179,1930,0.15969,0.10577,0.067537,0.17354,0.15267,0.055975,0.06116,0.065543
179,2000,0.12839,0.080116,0.045968,0.14687,0.13962,0.053507,0.039658,0.045077
179,2030,0.081222,0.048454,0.015576,0.10305,0.096189,0.034738,0.027628,0.031896
179,2100,0.047862,0.025382,0,0.06525,0.050435,0.021071,0.022708,0.02386
179,2130,0.030003,0.014312,0,0.04322,0.025467,0.014332,0.019542,0.019134
179,2200,0.022279,0.010055,0,0.032509,0.015126,0.016461,0.016398,0.016038
179,2230,0.016571,0.0058352,0,0.027203,0.010033,0.014171,0.011591,0.012961
179,2300,0.012813,0.0060069,0,0.02195,0.0066667,0.01189,0.006832,0.0099027
179,2330,0.0090833,0.0018227,0,0.019312,0.0033223,0.00962,0.0037708,0.0068637
180,0,0.0072461,0.0019936,0,0.016686,0.0016584,0.0073594,0.0023757,0.005395
180,30,0.0054158,0,6.48e-4,0.016622,0.0016584,0.0072794,0.0042834,0.0039308
180,100,0.0035922,0,0.0012979999999999999,0.016557,0.0016584,0.0071994,0.0078604,0.0040182
180,130,0.0017754,0,0.0019501,0.013945,0.0016584,0.0049489,0.0081175,0.0041055
180,200,0.0018102,0,0.0041732,0.016428,0.0016584,0.0048691,0.0017515,0.0026456
180,230,0,0,0.0048328,0.016364,0,0.0047893,0.0020069,0.0011901
180,300,6.9495e-5,0,0.0054945,0.016299,0.0016265,0.0047095,0.0088889,0.00282
180,330,1.3899e-4,0,0.0093323,0.016235,0.0015946,0.0046296,0.0074807,0.0029072
180,400,0.0020539,0,0.011603,0.01873,0.0015627,0.0045498,0.0027732,0.0014514
180,430,0.0021235,0,0.015501,0.018666,0.0015308,0.00447,0.0013843,0
180,500,0.0021931,0,0.01781,0.016042,0.0014989,0.0022302,0,1.2801e-4
180,530,4.1697e-4,0,0.020133,0.015977,0,0,3.558e-5,2.5602e-4
180,600,4.8647e-4,0,0.024116,0.013367,0,4.3794e-5,7.1159e-5,3.8402e-4
180,630,0.002402,0.0021645,0.033144,0.015848,0.0047357,0.0043983,0.0017463,5.1203e-4
180,700,0.019399,0.0087146,0.061491,0.031332,0.026917,0.017601,0.0017819,6.4004e-4
180,730,0.07175,0.035794,0.10864,0.078017,0.068686,0.059276,1.779e-4,7.6805e-4
180,800,0.12276,0.069284,0.14354,0.11975,0.095805,0.11508,0.0018532,0.0039805
180,830,0.18658,0.11031,0.17641,0.16822,0.13278,0.17708,0.0035339,0.0087719
180,900,0.2324,0.15461,0.19303,0.22851,0.17233,0.23645,0.0068763,0.019953
180,930,0.26109,0.18414,0.18081,0.27493,0.19551,0.26332,0.015275,0.039607
180,1000,0.27000999999999997,0.2026,0.16238,0.30364,0.20984,0.27722,0.034209,0.079332
180,1030,0.25254,0.19638,0.1342,0.29106,0.20257,0.26343,0.055681,0.11644
180,1100,0.29747,0.22812,0.14549,0.34692,0.23958,0.29507,0.074272,0.17281
180,1130,0.30379,0.23797,0.13211,0.36504,0.2498,0.28442,0.11957,0.2305
180,1200,0.29765,0.23467,0.125,0.36958,0.24976,0.27744,0.16218,0.26897
180,1230,0.30085,0.23467,0.12396,0.37415,0.25492,0.281,0.18474,0.2892
180,1300,0.30094,0.23467,0.12493,0.37406,0.25749,0.28106,0.19638,0.29705
180,1330,0.29792,0.23138,0.12187,0.37398,0.25745,0.25021,0.19876,0.28953
180,1400,0.29492,0.22812,0.11884,0.37389,0.25741000000000003,0.21445,0.20353,0.28715
180,1430,0.29194,0.22487,0.11382,0.36914,0.25737,0.20508,0.21072,0.27723
180,1500,0.29203,0.22164,0.11279,0.36906,0.25472,0.19894,0.20837,0.26994
180,1530,0.28601,0.21522,0.10586,0.35519,0.25207,0.18679,0.19893,0.25545
180,1600,0.28004,0.20888,0.10483,0.3416,0.24686,0.17785,0.18504,0.24841
180,1630,0.27414,0.2026,0.099912,0.33266,0.24425,0.16905,0.17596,0.24857
180,1700,0.26534,0.19638,0.095029,0.31521,0.2391,0.15749,0.16259,0.23925
180,1730,0.24801,0.18414,0.09209,0.28992,0.22647,0.14336,0.14521,0.21859
180,1800,0.23115,0.17215,0.091068,0.26162,0.21654,0.12684,0.12835,0.18989
180,1830,0.204,0.15461,0.086242,0.22331,0.19957,0.10291,0.10795,0.14419
180,1900,0.18058,0.13203,0.083333,0.18725,0.18307,0.087532,0.090212,0.10188
180,1930,0.14586,0.10501,0.063784,0.14346,0.15805,0.080026,0.063705,0.071311
180,2000,0.10634,0.069284,0.039643,0.093809,0.11521,0.060436,0.043775,0.04909
180,2030,0.069467,0.038117,0.019874,0.053759,0.079262,0.043875,0.028023,0.034283
180,2100,0.038924,0.017582,0.0056818,0.024274,0.045561,0.027825,0.017796,0.026295
180,2130,0.025299,0.0043384,0.0014833,0.0088462,0.027716,0.018893,0.011103,0.020021
180,2200,0.01961,0.0021645,5.3937e-4,0.0037632,0.019003,0.016718,0.012813,0.015399
180,2230,0.013984,0,0.0012156,0.0012089,0.013833,0.014552,0.0061856,0.012384
180,2300,0.010292,0,0.0018939,0,0.0087149,0.010204,0.0045691,0.0093879
180,2330,0.0084906,0,9.4697e-4,0,0.0069988,0.0080663,0.0029579,0.007961
181,0,0.0066962,0,0,0,0.0052885,0.0059377,0.0062929,0.0065385
181,30,0.0049084,5.3996e-4,0.0016938,0,0.0035838,0.0059817,0.0079865,0.0066667
181,100,0.0031273,0.0032468,0.0033931,0,0.0018847,0.0038622,0.0047119,0.0052483
181,130,0.0031968,0.0037879,0.0034609,0,0.0018528,0.0039061,0.0047476,0.0053763
181,200,0.0032663,0.004329,0.0068083,0,0.0034878,0.0061137,0.0064359,0.0055044
181,230,0.0033358,0.0070499,0.0085243,0,0.0034558,0.0061576,0.004819,0.00409
181,300,0.0015608,0.0075922,0.010246,0,0.001757,0.0062016,0.0048547,0.0042178
181,330,0.0034748,0.0081345,0.011973,5.7263e-4,0.001725,0.0040816,0.0032431,0.0028076
181,400,0.0016995,0.0086768,0.013706,5.09e-4,0.0016931,0.0041255,0,0.0014016
181,430,0.0017689,0.0092191,0.013775,4.4538e-4,0,0.0020145,8.1699e-5,0
181,500,0,0.0097614,0.015513,3.8175e-4,0,0.0020583,0.0018003,0
181,530,2.0387e-4,0.010304,0.017258,0.0028065,0,0.0021021,0.0018822,0
181,600,4.0775e-4,0.008658,0.019008,0.0027427,0,0,0.0036066,0
181,630,0.0042971,0.011388,0.029285,0.0076923,0.0083612,0.0064655,0.0069901,0
181,700,0.02914,0.018559,0.061245,0.028192,0.034305,0.026374,0.012066,0.0030628
181,730,0.082451,0.041853,0.10309,0.063392,0.067257,0.058957,0.010479,0.0030628
181,800,0.14396,0.083527,0.15265,0.11944,0.10642,0.1253,0.013907,0.0061444
181,830,0.19951,0.12862,0.18826,0.17485,0.14421,0.19133,0.017359,0.012365
181,900,0.23784,0.16584,0.20695,0.2285,0.17544,0.24202,0.022538,0.021841
181,930,0.2757,0.20866,0.21177,0.29142,0.206,0.28297,0.029496,0.046326
181,1000,0.28497,0.23158,0.1908,0.32098,0.21818,0.30084,0.043612,0.08985
181,1030,0.30053,0.24535,0.17724,0.35192,0.23819,0.31921,0.071066,0.15317
181,1100,0.30702,0.25267,0.15962,0.37023,0.24845,0.32295,0.10796,0.21296
181,1130,0.30728,0.23681,0.14676,0.37952,0.25364,0.31921,0.15395,0.2572
181,1200,0.30755,0.19949,0.13628,0.38417,0.25625,0.30812,0.1876,0.28937
181,1230,0.30781,0.18497,0.12599,0.38409,0.25887,0.26558,0.20878,0.30219
181,1300,0.30808,0.17669,0.11993,0.38877,0.26151,0.24533,0.21366,0.30739
181,1330,0.30522,0.16853,0.11194,0.38391,0.26151,0.23545,0.21617,0.30478
181,1400,0.30549,0.16337,0.10802,0.37908,0.26151,0.22572,0.21869,0.29703
181,1430,0.30265,0.16111,0.10413,0.37429,0.26151,0.21932,0.21879,0.28937
181,1500,0.29982,0.15887,0.10223,0.3742,0.25887,0.21299,0.21647,0.2793
181,1530,0.297,0.1538,0.098384,0.3648,0.25364,0.20672,0.21657,0.27432
181,1600,0.2881,0.14878,0.094563,0.35097,0.24845,0.19744,0.20235,0.26938
181,1630,0.28534,0.14659,0.090769,0.34637,0.2433,0.1883,0.19078,0.26204
181,1700,0.27069,0.13614,0.087001,0.32414,0.23313,0.17632,0.1749,0.25
181,1730,0.25926,0.13129,0.094784,0.30686,0.22561,0.16459,0.15945,0.2312
181,1800,0.23677,0.12114,0.098754,0.27369,0.21084,0.14181,0.13803,0.19526
181,1830,0.21239,0.12173,0.094932,0.23454,0.19406,0.11456,0.1174,0.15114
181,1900,0.18127,0.11176,0.085384,0.19417,0.17544,0.088578,0.093583,0.10642
181,1930,0.14691,0.086782,0.070407,0.14974,0.14639,0.056561,0.065191,0.072013
181,2000,0.10774,0.055804,0.045121,0.096416,0.10846,0.033186,0.047099,0.049679
181,2030,0.075381,0.033297,0.024392,0.064442,0.082585,0.030905,0.036571,0.036392
181,2100,0.042881,0.0095949,0.0093954,0.034276,0.045061,0.024123,0.027973,0.028257
181,2130,0.029393,0,0.0029085,0.021086,0.023769,0.019651,0.019518,0.023438
181,2200,0.021933,0,0,0.018436,0.015152,0.017429,0.016225,0.018663
181,2230,0.016461,0,0,0.01324,0.01005,0.017429,0.012954,0.015504
181,2300,0.012915,0,0,0.01063,0.005,0.013015,0.008046,0.012365
181,2330,0.0093954,0,0,0.0055128,0.0033278,0.010823,0.0081281,0.009245
182,0,0.0059015,0,0,0.0054487,0.0016611,0.0086393,0,0.0076923
182,30,0.0042657,0.0020658,0.0012493,0.0053846,0,0.0064655,0.0015423,0.0061444
182,100,0.0044688,0.0041402,0.0025027,0.0053205,0,0.0064655,0,0.0061444
182,130,0.0028386,0.0062235,0.0037602,0.0052564,0,0.0043011,0,0.0046012
182,200,0.0030414,0.0083156,0.0066612,0.0051923,0,0.0064655,0.0012754,0.0046012
182,230,0.0014167,0.0082714,0.0079316,0.0051282,0,0.0043011,0.0011864,0.0030628
182,300,0.0016191,0.010372,0.012521,0.0050641,0.0014916,0.0064655,0.0027332,0.0030628
182,330,0,0.012482,0.015479,0.0075188,0.0014577,0.0064655,0.0010085,0.0030628
182,400,0,0.012438,0.018457,0.0074545,0.0014238,0.0043011,0.002555,0.0015291
182,430,0,0.012393,0.019764,0.0073903,0.0013899,0.0043011,8.3049e-4,0.0015291
182,500,0,0.012349,0.022771,0.007326,0.001356,0.0021459,0.0023767,0.0015291
182,530,0,0.014468,0.022391,0.0072617,0,0.0021459,6.5253e-4,0.0015291
182,600,0.0012143,0.016595,0.025417,0.0071975,0,0,5.6355e-4,0
182,630,0.0029197,0.016551,0.028463,0.0071332,0,0,4.7457e-4,3.1807e-5
182,700,0.0064713,0.016506,0.038499,0.007069,0.0028863,0.0016691,3.8559e-4,6.3613e-5
182,730,0.02704,0.020833,0.059591,0.014634,0.014671,0.0079194,0.0019311,9.542e-5
182,800,0.079371,0.040936,0.11292,0.049006,0.051822,0.046089,0.0034816,0.0016565
182,830,0.15164,0.088637,0.1787,0.11906,0.10582,0.1349,0.0066876,0.004761
182,900,0.21251,0.14644,0.22286,0.19916,0.15895,0.21758,0.0099146,0.012558
182,930,0.25675,0.19548,0.23969,0.27118,0.19808,0.27383,0.018212,0.034986
182,1000,0.27705,0.22949,0.24173,0.31694,0.21986,0.30199,0.030099,0.074044
182,1030,0.29192,0.24885,0.23627,0.34779,0.2399,0.32011,0.049408,0.13158
182,1100,0.28873,0.24879,0.21861,0.35681,0.24242,0.3198,0.076977,0.18913
182,1130,0.28858,0.24546,0.20854,0.36132,0.25011,0.31948,0.11206,0.23628
182,1200,0.2945,0.24541,0.19863,0.37995,0.25789,0.32669,0.15384,0.27729
182,1230,0.28826,0.22922,0.18657,0.37986,0.26048,0.31885,0.18042,0.295
182,1300,0.29418,0.20116,0.17927,0.38453,0.26308,0.31481,0.19412,0.30536
182,1330,0.29708,0.18907,0.16981,0.38923,0.26569,0.30712,0.20103,0.3054
182,1400,0.29082,0.17721,0.15611,0.38914,0.26565,0.27458,0.20329,0.29513
182,1430,0.29067,0.17135,0.14701,0.38426,0.26561,0.237,0.21271,0.28501
182,1500,0.29355,0.16841,0.13804,0.38417,0.26556,0.23016,0.2102,0.27257
182,1530,0.2934,0.16549,0.12504,0.37933,0.26287,0.22018,0.20533,0.25796
182,1600,0.28415,0.15691,0.11436,0.36054,0.25755,0.20722,0.19581,0.25559
182,1630,0.27801,0.15124,0.10787,0.34676,0.25228,0.19759,0.18414,0.25323
182,1700,0.26605,0.14287,0.10746,0.32883,0.24448,0.18208,0.17045,0.23905
182,1730,0.25145,0.13462,0.10905,0.30711,0.23171,0.16695,0.15271,0.21836
182,1800,0.23161,0.12116,0.10063,0.27383,0.22167,0.1465,0.12922,0.18535
182,1830,0.19912,0.11061,0.090377,0.22701,0.19973,0.11324,0.10466,0.13608
182,1900,0.1708,0.10538,0.088021,0.187,0.18087,0.086911,0.083057,0.094393
182,1930,0.1343,0.080154,0.070409,0.13971,0.14491,0.076566,0.058603,0.065955
182,2000,0.093413,0.049041,0.046105,0.0842,0.10092,0.051902,0.040507,0.045587
182,2030,0.055363,0.019668,0.019437,0.044605,0.058319,0.019292,0.028174,0.032448
182,2100,0.031387,0.0045021,0.0055785,0.020617,0.031101,0.0014399,0.019515,0.024414
182,2130,0.019739,0,0,0.010269,0.017133,0,0.014352,0.018084
182,2200,0.013951,0,0,0.0051411,0.0085803,9.5992e-4,0.010909,0.014964
182,2230,0.0082259,0,0,0.0025641,0.0051787,7.1994e-4,0.012492,0.011863
182,2300,0.00625,0,0,0,0.0017997,0,0.012402,0.010336
182,2330,0.002442,0,3.7754e-4,0,0.0017658,0,0.010639,0.0088141
183,0,0.0023199,0,0,0,0.0017318,0,0.010548,0.0072965
183,30,0.0021978,0.004149,0.0033058,0,0.0016979,0,0.0087909,0.0073285
183,100,0.0020757,0.0061925,0.0083056,0,0,0,0.0070391,0.0058154
183,130,0.0019536,0.0082447,0.013356,0,0,0,0.0052931,0.0058474
183,200,0,0.010306,0.020168,0,0,0,0.0052033,0.0043389
183,230,0,0.010217,0.025338,0,0,0,0.0034632,0.0043709
183,300,0.0016789,0.012286,0.032313,0,0.0016639,0,0.0017288,0.002867
183,330,0.0016026,0.014365,0.035836,0,0.0033333,0,0,0.0028988
183,400,0.0033639,0.014276,0.039384,0.0025,0,0.0021645,0.0015369,0.0013995
183,430,0.0032875,0.016363,0.04475,0.0025,0,0.0021645,0.0014344,0.0014313
183,500,0.0050551,0.018459,0.046552,0.0050125,0.0016639,0.0021645,0,0.0014631
183,530,0.0068293,0.018369,0.04475,0.0075377,0.0033333,0.0043384,0.0012295,0.0014949
183,600,0.0086101,0.020474,0.042955,0.0075377,0.0050083,0.0043384,0,0
183,630,0.012269,0.022588,0.04475,0.0075377,0.006689,0.0043384,0.0010246,3.4645e-5
183,700,0.01032,0.022498,0.046552,0.0075377,0.0083752,0.0065217,0.0025657,6.929e-5
183,730,0.019667,0.022408,0.050173,0.0075377,0.0050083,0.0043384,0.0057661,1.0394e-4
183,800,0.065302,0.024531,0.076241,0.012626,0.015177,0.013129,0.0073226,0.0016655
183,830,0.14083,0.061192,0.1518,0.06366,0.073084,0.081776,0.012231,0.0032319
183,900,0.20622,0.12947,0.214,0.16232,0.14231,0.18718,0.012127,0.00789
183,930,0.24743,0.18007,0.23878,0.23765,0.18271,0.24798,0.015391,0.020465
183,1000,0.27947,0.21637,0.24641,0.29355,0.21371,0.28969,0.02038,0.048214
183,1030,0.30069,0.2418,0.24385,0.33223,0.23614,0.31161,0.03411,0.09917
183,1100,0.3131,0.25486,0.23374,0.35473,0.25417,0.32286,0.053649,0.16766
183,1130,0.31616,0.25475,0.214,0.37801,0.26471,0.33429,0.10108,0.24055
183,1200,0.3035,0.23822,0.19253,0.36395,0.25941,0.32286,0.14221,0.27432
183,1230,0.3034,0.22846,0.17864,0.3686,0.26205,0.31909,0.16167,0.29192
183,1300,0.30642,0.22201,0.17181,0.37329,0.26737,0.32286,0.17724,0.30222
183,1330,0.3126,0.20019,0.16284,0.38276,0.27273,0.32286,0.19325,0.30485
183,1400,0.30935,0.18505,0.14962,0.38754,0.27542,0.31909,0.20254,0.29973
183,1430,0.303,0.17318,0.13246,0.38276,0.27273,0.30056,0.20479,0.27702
183,1500,0.30915,0.17308,0.12616,0.38754,0.27542,0.27548,0.21427,0.27458
183,1530,0.3028,0.16718,0.11376,0.38276,0.27273,0.24129,0.21414,0.26724
183,1600,0.29039,0.1585,0.10364,0.36395,0.26471,0.22487,0.20205,0.25999
183,1630,0.28422,0.15274,0.095668,0.35473,0.26205,0.21522,0.19019,0.25521
183,1700,0.27512,0.14705,0.093694,0.33667,0.25417,0.2026,0.17401,0.24337
183,1730,0.25739,0.13592,0.093694,0.31475,0.24124,0.18414,0.15827,0.22257
183,1800,0.24581,0.12768,0.099638,0.29355,0.23361,0.16919,0.1408,0.19155
183,1830,0.2152,0.10906,0.091727,0.24922,0.21371,0.13759,0.11972,0.14584
183,1900,0.18092,0.091032,0.078153,0.19701,0.18972,0.099762,0.095435999999999993,0.099817
183,1930,0.1461,0.08095,0.063047,0.1523,0.16441,0.076744,0.068421,0.067664
183,2000,0.10425,0.051967,0.039384,0.09863,0.12104,0.05467,0.046284,0.045599
183,2030,0.065348,0.026721,0.01675,0.055263,0.078853,0.028889,0.031992,0.032483
183,2100,0.040872,0.0090812,0.0016502,0.028205,0.04878,0.013129,0.023214,0.024465
183,2130,0.027072,0.0025655,0,0.012626,0.027304,0.0087146,0.017977,0.019728
183,2200,0.021223,3.5311e-4,0,0.0050125,0.018613,0.0065217,0.014479,0.016606
183,2230,0.015441,0,0,0,0.011765,0.0065217,0.014375,0.013503
183,2300,0.011596,0,0,0,0.0083752,0.0065217,0.012583,0.01042
183,2330,0.0096451,8.8277e-5,0,0,0.0050083,0.0043384,0.0091211,0.0089024
184,0,0.0058426,0,0,0,0.0033333,0.0043384,0.0090174,0.0073898
184,30,0.0039134,0.0019462,0.0014095,0,0.0033333,0.0043384,0.0072434,0.0058819
184,100,0.0019914,0.0017693,0.0028237,0,0.0016639,0.0021645,0.0071399,0.0043786
184,130,0.0019148,0.0037234,0.0042425,0,0.0016639,0.0021645,0.0053719,0.0044134
184,200,0,0.0035461,0.0056661,0,0.0016639,0.0021645,0.0052686,0.0029146
184,230,0,0.0055082,0.0070944,0,0,0.0021645,0.0035066,0.0029493
184,300,0,0.0053305,0.0085275,0,0,0.0021645,0.0017504,0.0014551
184,330,0,0.0073006,0.0099653,0,0,0.0021645,0,0.0014897
184,400,0,0.0071225,0.011408,0,0,0.0021645,2.1453e-4,0
184,430,0,0.0069444,0.012855,0,0,0.0021645,0.0020772,0.0015854
184,500,0.0018382,0.0089222,0.014308,0,0.0016639,0.0021645,0.003946,1.2177e-4
184,530,0.0018382,0.010908,0.019185,0,0.0016639,0.0021645,0.0058211,1.8265e-4
184,600,0.0036832,0.012903,0.024112,0,0.0033333,0.0021645,0.0060367,2.4353e-4
184,630,0.0036832,0.014907,0.029089,0,0.0033333,0,0.0045918,3.0441e-4
184,700,0.0073937,0.014727,0.034117,0,0.0033333,0.0021142,0.0064678,3.653e-4
184,730,0.034156,0.018939,0.055519,0,0.013468,0.0086133,0.0066834,4.2618e-4
184,800,0.09879,0.048255,0.11152,0.041558,0.061728,0.054511,0.006899,0.0020122
184,830,0.15711,0.09438,0.16031,0.10773,0.1107,0.13736,0.0054527,0.0036031
184,900,0.19518,0.13373,0.18505,0.15896,0.14015,0.193,0.0073302,0.009831
184,930,0.23025,0.17019,0.20605,0.21148,0.17349,0.23429,0.0092139,0.02405
184,1000,0.25866,0.19983,0.21302,0.26101,0.2016,0.26114,0.016159,0.050288
184,1030,0.27934,0.22461,0.21517,0.29773,0.22358,0.27849,0.028375,0.095867
184,1100,0.27635,0.2308,0.20517,0.30195,0.22857,0.27491,0.044446,0.14958
184,1130,0.28842,0.24033,0.20009,0.31908,0.24124,0.28905,0.072209,0.2044
184,1200,0.29147,0.24011,0.18333,0.33223,0.24896,0.28898,0.10347,0.24553
184,1230,0.29454,0.23662,0.16703,0.34114,0.25417,0.28534,0.13027,0.27211
184,1300,0.30072,0.23316,0.16002,0.35017,0.25941,0.28885,0.1584,0.28461
184,1330,0.30695,0.2265,0.14433000000000001,0.35932,0.26471,0.28521,0.17199,0.29226
184,1400,0.30695,0.20119,0.13544,0.36395,0.27004,0.27804,0.18821,0.29234
184,1430,0.29762,0.17986,0.12457,0.36395,0.26737,0.25714,0.19778,0.28234
184,1500,0.29454,0.17375,0.11597,0.36395,0.26737,0.23033,0.19569,0.26515
184,1530,0.29454,0.17062,0.10547,0.35932,0.26471,0.21095,0.19361,0.26038
184,1600,0.28842,0.16172,0.095152,0.34564,0.25941,0.18605,0.18232,0.25565
184,1630,0.28538,0.15864,0.090919,0.33223,0.25417,0.17994,0.17575,0.25573
184,1700,0.2704,0.14711,0.082809,0.31475,0.2438,0.16209,0.1648,0.24158
184,1730,0.25287,0.13579,0.086455,0.28939,0.23108,0.14477,0.14328,0.22093
184,1800,0.23583,0.12201,0.090127,0.26498,0.22358,0.12522,0.12254,0.1858
184,1830,0.21111,0.10594,0.091841,0.23385,0.20641,0.10368,0.10454,0.14662
184,1900,0.18478,0.08778,0.085665,0.19701,0.18271,0.080417,0.087111,0.10808
184,1930,0.12836,0.062925,0.06239,0.12958,0.138,0.039091,0.062802,0.077316
184,2000,0.072835,0.032305,0.031161,0.066489,0.094545,0.016202,0.041334,0.049888
184,2030,0.044061,0.012059,0.013526,0.030848,0.061728,0.0051062,0.027575,0.033469
184,2100,0.028302,0.0010684,0.0048077,0.01519,0.039724,0.0072453,0.01755,0.025483
184,2130,0.020599,0,0,0.0075377,0.02381,0.0093937,0.011049,0.019195
184,2200,0.016791,0,0,0,0.015177,0.0093429,0.0095982,0.014545
184,2230,0.014898,0,0.005758,0,0.010067,0.015947,0.0064968,0.019319
184,2300,0.018692,0.0046495,0.0055137,0,0.011765,0.022638,0.010028,0.020961
184,2330,0.014898,0.0023198,0.0035884,0,0.010067,0.015845,0.0069251,0.01473
185,0,0.011132,0,0,0,0.006689,0.011348,0.0038426,0.011674
185,30,0.0073937,0,3.4722e-5,0,0.0033333,0.0090891,0.0040561,0.010184
185,100,0.0036832,0,6.9444e-5,0,0.0016639,0.0068399,0.0026286,0.007156
185,130,0.0036832,0,0.003449,0,0,0.0046006,0.0028417,0.0072171
185,200,0.0018382,0.0021413,0.0068512,0,0,0.0045501,0.0014185,0.0057405
185,230,0,0.0021413,0.010276,0,0,0.0044995,0,0.0042683
