DOY,Time,S1,S2,S3,S4,S5,S6,S7,S8
129,1100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,2330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,100,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
131,130,NaN,NaN,0.0052612,NaN,NaN,NaN,NaN,0
131,200,NaN,NaN,0.0023047,NaN,NaN,NaN,NaN,2.3038e-4
131,230,NaN,NaN,0.012582,NaN,NaN,NaN,NaN,4.6077e-4
131,300,NaN,NaN,0.0095821,NaN,NaN,NaN,NaN,6.9115e-4
131,330,NaN,NaN,0.0066017,NaN,NaN,NaN,NaN,0.0025053
131,400,NaN,NaN,0.010255,NaN,NaN,NaN,NaN,0.0011519
131,430,NaN,NaN,0.01561,NaN,NaN,NaN,NaN,0.0029668
131,500,NaN,NaN,0.015948,NaN,NaN,NaN,NaN,0.0016127
131,530,NaN,NaN,0.017971,NaN,NaN,NaN,NaN,0.0034283
131,600,0,0,0.016624,0,NaN,NaN,NaN,0.003659
131,630,0,2.7532e-4,0.018648,1.4172e-4,0,0,0,0.0054807
131,700,0,0.009117,0.020679,0.0036974,0,3.3058e-4,4.0927e-5,0.0073082
131,730,0.0036298,0.039659,0.02957,0.0072774,4.7061e-4,0.0039801,0.0047697,0.0091415
131,800,0.014679,0.10836,0.06746,0.054361,0.021375,0.029932,0.012723,0.015833
131,830,0.043396,0.17259,0.12033,0.16981,0.087103,0.093502,0.038942,0.024261
131,900,0.092885,0.20649,0.15434,0.24156,0.16183,0.1587,0.086371,0.046437
131,930,0.1332,0.22181,0.17456,0.27675,0.20454,0.19566,0.14238,0.089766
131,1000,0.1741,0.23235,0.19548,0.30815,0.22722,0.22012,0.19551,0.14295
131,1030,0.20742,0.2457,0.20998,0.32601,0.25077,0.24559,0.24895,0.19703
131,1100,0.23163,0.25397,0.21996,0.33826,0.2725,0.26154,0.31005,0.24174
131,1130,0.25682,0.26236,0.23504,0.34456,0.28379,0.27789,0.35996,0.27694
131,1200,0.27419,0.26541,0.23793,0.35092,0.29247,0.29191,0.3864,0.30074
131,1230,0.25968,0.25235,0.2236,0.32676,0.27339,0.27874,0.36876,0.28527
131,1300,0.27419,0.2634,0.2338,0.34513,0.29589,0.29829,0.38951,0.304
131,1330,0.28306,0.26917,0.23668,0.35149,0.29903,0.30429,0.38657,0.30967
131,1400,0.29206,0.26952,0.23957,0.35168,0.30217,0.30753,0.38068,0.31267
131,1430,0.29508,0.26986,0.23998,0.35187,0.29963,0.30796,0.37483,0.30758
131,1500,0.29206,0.27021,0.23543,0.35206,0.29429,0.30278,0.37196,0.29459
131,1530,0.28904,0.27056,0.23831,0.34608,0.29178,0.30321,0.36619,0.28704
131,1600,0.28009,0.26548,0.23624,0.32509,0.28373,0.28983,0.35474,0.28215
131,1630,0.27126,0.25776,0.22684000000000001,0.29901,0.26764,0.2714,0.3296,0.26463
131,1700,0.2455,0.24751,0.21998,0.27394,0.25459,0.25092,0.30538,0.25004
131,1730,0.21806,0.22973,0.19447,0.23672,0.23155,0.21637,0.28203,0.22158
131,1800,0.20217,0.21994,0.18571,0.21399,0.23184,0.21434,0.26694,0.1989
131,1830,0.16913,0.18611,0.15512,0.18017,0.20232,0.17495,0.23065,0.16416
131,1900,0.13552,0.14521,0.11393,0.13276,0.16275,0.12546,0.18102,0.13139
131,1930,0.10379,0.11747,0.086932,0.097119,0.13427,0.095512,0.14331,0.098537
131,2000,0.071705,0.071373,0.05941,0.059844,0.0811,0.054231,0.096611,0.06934
131,2030,0.049336,0.041584,0.038458,0.034005,0.050893,0.027946,0.06933,0.050233
131,2100,0.035581,0.025673,0.02676,0.021626,0.032952,0.016306,0.050185,0.03683
131,2130,0.024074,0.01717,0.018666,0.013007,0.022579,0.011589,0.035031,0.025415
131,2200,0.018416,0.010526,0.01733,0.0079636,0.01759,0.0069193,0.026819,0.019106
131,2230,0.010969,0.0073752,0.015999,0.0046769,0.012653,0.0039409,0.018738,0.012876
131,2300,0.007286,0.0042458,0.013017,0.0031126,0.0094673,0.002623,0.012372,0.0083136
131,2330,0.0036298,0.0028258,0.010055,0,0.0063033,0.0013093,0.0092394,0.0053721
132,0,0.0036298,0.0014105,0.012032,0,0.0048466,0,0.004557,0.007185
132,30,0.0018116,0,0.0074422,0,0.0033947,0,0.0045981,0.0042517
132,100,0.0018116,0,0.0012817,0,0.0019477,0,0.0015143,0.0013367
132,130,0,0,0,0,5.0556e-4,2.0458e-4,0,0
132,200,0.0034204,0,0.0016774,0.0014054,7.389e-4,0.0013661,0.0030588,0.0015463
132,230,0.0032109,0,0.0017445,0.0013331,9.7223e-4,8.8798e-4,0.0014424,0
132,300,0.0030015,0,0.0018116,0.0012607,0.0012056,4.0984e-4,0,0
132,330,0.0027921,0,0.0051158,0.0028882,0.0014389,0.0015736,0,0.0014902
132,400,0.0025827,0,0.0051831,0.0028157,0,0.0010947,0,0.0014715
132,430,0.0023733,0,0.003629,0.0044485,0,6.1576e-4,0.0012167,0
132,500,0.0021639,0,0.0085764,0.0043759,0.0015881,1.3684e-4,0.0011602,0.0014341
132,530,0.0019545,0,0.0037634,0.0025982,0.0032236,0,0.0057965,0.002985
132,600,0.0017451,0,0.0054523,NaN,0.0031814,0,0.0057398,0.0045408
132,630,0,0,0.0022813,NaN,0.0014618,0,9.9096e-4,0.001378
132,700,0.0031469,0,0.01543,NaN,0.0030971,0,0.0072002,0.0092565
132,730,0.0065974,0.0091567,0.0375,NaN,0.0081209,0,0.013488,0.022135
132,800,0.015654,0.057478,0.062358,NaN,0.018365,0.012222,0.019855,0.023752
132,830,0.034493,0.10861,0.10780000000000001,NaN,0.04498,0.043027,0.031237,0.033656
132,900,0.066285,0.14915,0.14243,NaN,0.094604,0.093243,0.042878,0.043753
132,930,0.10231,0.16462,0.15737,NaN,0.13826,0.13357,0.065264,0.062805
132,1000,0.11773,0.16425,0.15745,NaN,0.14913,0.13941,0.0998,0.089944
132,1030,0.14776,0.1825,0.17058,NaN,0.17157,0.16964,0.13666,0.11461
132,1100,0.17946,0.20379,0.19768,NaN,0.21924,0.20634,0.18911,0.16322
132,1130,0.20766,0.2183,0.20939,NaN,0.25497,0.23277,0.25395,0.20482
132,1200,0.21809,0.22043,0.20479,NaN,0.27091,0.23722,0.30739,0.23504
132,1230,0.22325,0.21253,0.20487,NaN,0.25487,0.22659,0.32074,0.24705
132,1300,0.23673,0.21714,0.21434,NaN,0.26276,0.23603,0.32611,0.2593
132,1330,0.262,0.23199,0.2288,NaN,0.28714,0.26386,0.33985,0.2718
132,1400,NaN,0.22648,0.22165,NaN,0.28986,0.25277,0.33422,0.26925
132,1430,NaN,0.23379,0.22896,NaN,0.2982,0.26529,0.32316,0.26671
132,1500,NaN,0.24118,0.22662,NaN,0.3038,0.27807,0.32037,0.25673
132,1530,NaN,0.24079,0.23399,NaN,0.30092,0.27475,0.32574,0.25671
132,1600,NaN,0.23779,0.22679,NaN,0.28965,0.26345,0.3068,NaN
132,1630,NaN,0.2348,0.22446,NaN,0.28406,0.25495,0.29358,NaN
132,1700,NaN,0.237,0.22454,NaN,0.28676,0.24655,0.27808,NaN
132,1730,NaN,0.21869,0.20103,NaN,NaN,0.206,NaN,NaN
132,1800,NaN,0.19117,0.17176,NaN,NaN,0.1612,NaN,NaN
132,1830,NaN,0.17415,0.15662,NaN,NaN,0.14516,NaN,NaN
132,1900,NaN,0.13745,0.12335,NaN,NaN,0.088617,NaN,NaN
132,1930,NaN,0.086645,0.090035,NaN,NaN,0.040945,NaN,NaN
132,2000,NaN,0.041999,0.058645,NaN,NaN,0.012366,NaN,NaN
132,2030,NaN,0.016436,0.037576,NaN,NaN,6.9444e-5,NaN,NaN
132,2100,NaN,0.017873,0.053421,NaN,NaN,0.0079832,NaN,NaN
132,2130,NaN,0.014033,0.049944,NaN,NaN,0.0091891,NaN,NaN
132,2200,NaN,0.013709,0.039514,NaN,NaN,0.022469,NaN,NaN
132,2230,NaN,0.0081615,0.020867,NaN,NaN,0.021971,NaN,NaN
132,2300,NaN,0.0078393,0.015947,NaN,NaN,0.016271,NaN,NaN
132,2330,NaN,0.005789,0.0078083,NaN,NaN,0.007225,NaN,NaN
133,0,NaN,0.0037457,0.011143,NaN,NaN,0,NaN,NaN
133,30,NaN,0,0.0046967,NaN,NaN,0,NaN,NaN
133,100,NaN,2.1656e-5,0.0015383,NaN,NaN,0,NaN,NaN
133,130,NaN,4.3312e-5,0,NaN,NaN,0,NaN,NaN
133,200,NaN,6.4968e-5,0.0061529,NaN,NaN,0,NaN,NaN
133,230,NaN,0,0.0058542,NaN,NaN,0,NaN,NaN
133,300,NaN,NaN,0.017038,NaN,NaN,0,NaN,NaN
133,330,NaN,NaN,0.018397,NaN,NaN,0,NaN,NaN
133,400,NaN,NaN,0.021433,NaN,NaN,0,NaN,NaN
133,430,NaN,NaN,0.019458,NaN,NaN,NaN,NaN,NaN
133,500,NaN,NaN,0.014175,NaN,NaN,NaN,NaN,NaN
133,530,NaN,NaN,0.017187,NaN,NaN,NaN,NaN,NaN
133,600,NaN,NaN,0.016885,NaN,NaN,NaN,NaN,NaN
133,630,NaN,NaN,0.0050859,NaN,NaN,NaN,NaN,NaN
133,700,NaN,NaN,0.0064126,NaN,NaN,NaN,NaN,NaN
133,730,NaN,NaN,0.0093795,NaN,NaN,NaN,NaN,NaN
133,800,NaN,NaN,0.0074434,NaN,NaN,NaN,NaN,NaN
133,830,NaN,NaN,0.013715,NaN,NaN,NaN,NaN,NaN
133,900,NaN,NaN,0.021747,NaN,NaN,NaN,NaN,NaN
133,930,NaN,NaN,0.023125,NaN,NaN,NaN,NaN,NaN
133,1000,NaN,NaN,0.02282,NaN,NaN,NaN,NaN,NaN
133,1030,NaN,NaN,0.046655,NaN,NaN,NaN,NaN,NaN
133,1100,NaN,NaN,0.049884,NaN,NaN,NaN,NaN,NaN
133,1130,NaN,NaN,0.033827,NaN,NaN,NaN,NaN,NaN
133,1200,NaN,NaN,0.028377,NaN,NaN,NaN,NaN,NaN
133,1230,NaN,NaN,0.029777,NaN,NaN,NaN,NaN,NaN
133,1300,NaN,NaN,0.027762,NaN,NaN,NaN,NaN,NaN
133,1330,NaN,NaN,0.034316,NaN,NaN,NaN,NaN,NaN
133,1400,NaN,NaN,0.040959,NaN,NaN,NaN,NaN,NaN
133,1430,NaN,NaN,0.033698,NaN,NaN,NaN,NaN,NaN
133,1500,NaN,NaN,0.031667,NaN,NaN,NaN,NaN,NaN
133,1530,NaN,NaN,0.027932,NaN,NaN,NaN,NaN,NaN
133,1600,NaN,NaN,0.022528,NaN,NaN,NaN,NaN,NaN
133,1630,NaN,NaN,0.017178,NaN,NaN,NaN,NaN,NaN
133,1700,NaN,NaN,0.018549,NaN,NaN,NaN,NaN,NaN
133,1730,NaN,NaN,0.016569,NaN,NaN,NaN,NaN,NaN
133,1800,NaN,NaN,0.016265,NaN,NaN,NaN,NaN,NaN
133,1830,NaN,NaN,0.019313,NaN,NaN,NaN,NaN,NaN
133,1900,NaN,NaN,0.015655,NaN,NaN,NaN,NaN,NaN
133,1930,NaN,NaN,0.012022,NaN,NaN,NaN,NaN,NaN
133,2000,NaN,NaN,0.006767,NaN,NaN,NaN,NaN,NaN
133,2030,NaN,NaN,0.0048257,NaN,NaN,NaN,NaN,NaN
133,2100,NaN,NaN,0.0012626,NaN,NaN,NaN,NaN,NaN
133,2130,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
133,2200,NaN,NaN,6.6138e-4,NaN,NaN,NaN,NaN,NaN
133,2230,NaN,NaN,0.0052565,NaN,NaN,NaN,NaN,NaN
133,2300,NaN,NaN,0.016563,NaN,NaN,NaN,NaN,NaN
133,2330,NaN,NaN,0.014583,NaN,NaN,NaN,NaN,NaN
134,0,NaN,NaN,0.015952,NaN,NaN,NaN,NaN,NaN
134,30,NaN,NaN,0.013973,NaN,NaN,NaN,NaN,NaN
134,100,NaN,NaN,0.010339,NaN,NaN,NaN,NaN,NaN
134,130,NaN,NaN,0.0067285,NaN,NaN,NaN,NaN,NaN
134,200,NaN,NaN,0.0097306,NaN,NaN,NaN,NaN,NaN
134,230,NaN,NaN,0.0061223,NaN,NaN,NaN,NaN,NaN
134,300,NaN,NaN,0.0074681,NaN,NaN,NaN,NaN,NaN
134,330,NaN,NaN,0.0038732,NaN,NaN,NaN,NaN,NaN
134,400,NaN,NaN,0.0019334,NaN,NaN,NaN,NaN,NaN
134,430,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
134,500,NaN,NaN,0.0031012,NaN,NaN,NaN,NaN,NaN
134,530,NaN,NaN,0.0062228,NaN,NaN,NaN,NaN,NaN
134,600,NaN,NaN,0.004409,NaN,NaN,NaN,NaN,NaN
134,630,NaN,NaN,0.002601,NaN,NaN,NaN,NaN,NaN
134,700,NaN,NaN,0.0024343,NaN,NaN,NaN,NaN,NaN
134,730,NaN,NaN,0.0022676,NaN,NaN,NaN,NaN,NaN
134,800,NaN,NaN,4.6609e-4,NaN,NaN,NaN,NaN,NaN
134,830,NaN,NaN,0.0019341,NaN,NaN,NaN,NaN,NaN
134,900,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
134,930,NaN,NaN,0.0016006,NaN,NaN,NaN,NaN,NaN
134,1000,NaN,NaN,0.0014339,NaN,NaN,NaN,NaN,NaN
134,1030,NaN,NaN,0.0029059,NaN,NaN,NaN,NaN,NaN
134,1100,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
134,1130,NaN,NaN,0.0025719,NaN,NaN,NaN,NaN,NaN
134,1200,NaN,NaN,0.0056969,NaN,NaN,NaN,NaN,NaN
134,1230,NaN,NaN,0.0055293,NaN,NaN,NaN,NaN,NaN
134,1300,NaN,NaN,0.012009,NaN,NaN,NaN,NaN,NaN
134,1330,NaN,NaN,0.028846,NaN,NaN,NaN,NaN,NaN
134,1400,NaN,NaN,0.035637,NaN,NaN,NaN,NaN,NaN
134,1430,NaN,NaN,0.051476,NaN,NaN,NaN,NaN,NaN
134,1500,NaN,NaN,0.07532,NaN,NaN,NaN,NaN,NaN
134,1530,NaN,NaN,0.10028,NaN,NaN,NaN,NaN,NaN
134,1600,NaN,NaN,0.12851,NaN,NaN,NaN,NaN,NaN
134,1630,NaN,NaN,0.15605,NaN,NaN,NaN,NaN,NaN
134,1700,NaN,NaN,0.16466,NaN,NaN,NaN,NaN,NaN
134,1730,NaN,NaN,0.14057,NaN,NaN,NaN,NaN,NaN
134,1800,NaN,NaN,0.11135,NaN,NaN,NaN,NaN,NaN
134,1830,NaN,NaN,0.07218,NaN,NaN,NaN,NaN,NaN
134,1900,NaN,NaN,0.042732,NaN,NaN,NaN,NaN,NaN
134,1930,NaN,NaN,0.019931,NaN,NaN,NaN,NaN,NaN
134,2000,NaN,NaN,0.011319,NaN,NaN,NaN,NaN,NaN
134,2030,NaN,NaN,0.0094788,NaN,NaN,NaN,NaN,NaN
134,2100,NaN,NaN,0.0059846,NaN,NaN,NaN,NaN,NaN
134,2130,NaN,NaN,0.0041622,NaN,NaN,NaN,NaN,NaN
134,2200,NaN,NaN,0.0039944,NaN,NaN,NaN,NaN,NaN
134,2230,NaN,NaN,0.0071395,NaN,NaN,NaN,NaN,NaN
134,2300,NaN,NaN,0.022152,NaN,NaN,NaN,NaN,NaN
134,2330,NaN,NaN,0.010137,NaN,NaN,NaN,NaN,NaN
135,0,NaN,NaN,0.0099676,NaN,NaN,NaN,NaN,NaN
135,30,NaN,NaN,0.013153,NaN,NaN,NaN,NaN,NaN
135,100,NaN,NaN,0.014669,NaN,NaN,NaN,NaN,NaN
135,130,NaN,NaN,0.0077922,NaN,NaN,NaN,NaN,NaN
135,200,NaN,NaN,0.0026517,NaN,NaN,NaN,NaN,NaN
135,230,NaN,NaN,0.0041354,NaN,NaN,NaN,NaN,NaN
135,300,NaN,NaN,0.010627,NaN,NaN,NaN,NaN,NaN
135,330,NaN,NaN,0.0071176,NaN,NaN,NaN,NaN,NaN
135,400,NaN,NaN,0.0069489,NaN,NaN,NaN,NaN,NaN
135,430,NaN,NaN,0.0018126,NaN,NaN,NaN,NaN,NaN
135,500,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
135,530,NaN,NaN,1.2631e-4,NaN,NaN,NaN,NaN,NaN
135,600,NaN,NaN,0.0068659,NaN,NaN,NaN,NaN,NaN
135,630,NaN,NaN,0.012011,NaN,NaN,NaN,NaN,NaN
135,700,NaN,NaN,0.025771,NaN,NaN,NaN,NaN,NaN
135,730,NaN,NaN,0.059799,NaN,NaN,NaN,NaN,NaN
135,800,NaN,NaN,0.090271,NaN,NaN,NaN,NaN,NaN
135,830,NaN,NaN,0.1123,NaN,NaN,NaN,NaN,NaN
135,900,NaN,NaN,0.15239,NaN,NaN,NaN,NaN,NaN
135,930,NaN,NaN,0.17929,NaN,NaN,NaN,NaN,NaN
135,1000,NaN,NaN,0.18632,NaN,NaN,NaN,NaN,NaN
135,1030,NaN,NaN,0.19813,NaN,NaN,NaN,NaN,NaN
135,1100,NaN,NaN,0.19828,NaN,NaN,NaN,NaN,NaN
135,1130,NaN,NaN,0.21032,NaN,NaN,NaN,NaN,NaN
135,1200,NaN,NaN,0.22752,NaN,NaN,NaN,NaN,NaN
135,1230,NaN,NaN,0.23513,NaN,NaN,NaN,NaN,NaN
135,1300,NaN,NaN,0.23279,NaN,NaN,NaN,NaN,NaN
135,1330,NaN,NaN,0.23294,NaN,NaN,NaN,NaN,NaN
135,1400,NaN,NaN,0.22814,NaN,NaN,NaN,NaN,NaN
135,1430,NaN,NaN,0.22583,NaN,NaN,NaN,NaN,NaN
135,1500,NaN,NaN,0.23341,NaN,NaN,NaN,NaN,NaN
135,1530,NaN,NaN,0.23857,NaN,NaN,NaN,NaN,NaN
135,1600,NaN,NaN,0.23873,NaN,NaN,NaN,NaN,NaN
135,1630,NaN,NaN,0.23637,NaN,NaN,NaN,NaN,NaN
135,1700,NaN,NaN,0.22907,NaN,NaN,NaN,NaN,NaN
135,1730,NaN,NaN,0.22429,NaN,NaN,NaN,NaN,NaN
135,1800,NaN,NaN,0.19804,NaN,NaN,NaN,NaN,NaN
135,1830,NaN,NaN,0.16396,NaN,NaN,NaN,NaN,NaN
135,1900,NaN,NaN,0.12551,NaN,NaN,NaN,NaN,NaN
135,1930,NaN,NaN,0.095396,NaN,NaN,NaN,NaN,NaN
135,2000,NaN,NaN,0.053979,NaN,NaN,NaN,NaN,NaN
135,2030,NaN,NaN,0.031003,NaN,NaN,NaN,NaN,NaN
135,2100,NaN,NaN,0.041672,NaN,NaN,NaN,NaN,NaN
135,2130,NaN,NaN,0.054377,NaN,NaN,NaN,NaN,NaN
135,2200,NaN,NaN,0.043712,NaN,NaN,NaN,NaN,NaN
135,2230,NaN,NaN,0.026329,NaN,NaN,NaN,NaN,NaN
135,2300,NaN,NaN,0.019615,NaN,NaN,NaN,NaN,NaN
135,2330,NaN,NaN,0.016356,NaN,NaN,NaN,NaN,NaN
136,0,NaN,NaN,0.0047998,NaN,NaN,NaN,NaN,NaN
136,30,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,100,NaN,NaN,0.0014321,NaN,NaN,NaN,NaN,NaN
136,130,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,200,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,230,NaN,NaN,0.0090759,NaN,NaN,NaN,NaN,NaN
136,300,NaN,NaN,0.0088696,NaN,NaN,NaN,NaN,NaN
136,330,NaN,NaN,0.0053454,NaN,NaN,NaN,NaN,NaN
136,400,NaN,NaN,0.0018443,NaN,NaN,NaN,NaN,NaN
136,430,NaN,NaN,0.0016393,NaN,NaN,NaN,NaN,NaN
136,500,NaN,NaN,0.0014344,NaN,NaN,NaN,NaN,NaN
136,530,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,600,NaN,NaN,0.0043174,NaN,NaN,NaN,NaN,NaN
136,630,NaN,NaN,0.0041118,NaN,NaN,NaN,NaN,NaN
136,700,NaN,NaN,0.0022578,NaN,NaN,NaN,NaN,NaN
136,730,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,800,NaN,NaN,2.0492e-4,NaN,NaN,NaN,NaN,NaN
136,830,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,900,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,930,NaN,NaN,0.0012315,NaN,NaN,NaN,NaN,NaN
136,1000,NaN,NaN,0.0043245,NaN,NaN,NaN,NaN,NaN
136,1030,NaN,NaN,8.2102e-4,NaN,NaN,NaN,NaN,NaN
136,1100,NaN,NaN,0.012251,NaN,NaN,NaN,NaN,NaN
136,1130,NaN,NaN,0.025673,NaN,NaN,NaN,NaN,NaN
136,1200,NaN,NaN,0.025463,NaN,NaN,NaN,NaN,NaN
136,1230,NaN,NaN,0.030457,NaN,NaN,NaN,NaN,NaN
136,1300,NaN,NaN,0.030245,NaN,NaN,NaN,NaN,NaN
136,1330,NaN,NaN,0.04238,NaN,NaN,NaN,NaN,NaN
136,1400,NaN,NaN,0.043954,NaN,NaN,NaN,NaN,NaN
136,1430,NaN,NaN,0.029611,NaN,NaN,NaN,NaN,NaN
136,1500,NaN,NaN,0.0089138,NaN,NaN,NaN,NaN,NaN
136,1530,NaN,NaN,0.0053719,NaN,NaN,NaN,NaN,NaN
136,1600,NaN,NaN,0.013542,NaN,NaN,NaN,NaN,NaN
136,1630,NaN,NaN,0.018425,NaN,NaN,NaN,NaN,NaN
136,1700,NaN,NaN,0.016513,NaN,NaN,NaN,NaN,NaN
136,1730,NaN,NaN,0.011231,NaN,NaN,NaN,NaN,NaN
136,1800,NaN,NaN,0.0093439,NaN,NaN,NaN,NaN,NaN
136,1830,NaN,NaN,0.0041322,NaN,NaN,NaN,NaN,NaN
136,1900,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
136,1930,NaN,NaN,0.010399,NaN,NaN,NaN,NaN,NaN
136,2000,NaN,NaN,0.011875,NaN,NaN,NaN,NaN,NaN
136,2030,NaN,NaN,0.013356,NaN,NaN,NaN,NaN,NaN
136,2100,NaN,NaN,0.016541,NaN,NaN,NaN,NaN,NaN
136,2130,NaN,NaN,0.01125,NaN,NaN,NaN,NaN,NaN
136,2200,NaN,NaN,0.0060116,NaN,NaN,NaN,NaN,NaN
