DOY,Time,C1,C2,C3,C4,C5,C6,C7,C8
130,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,1930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,2330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,30,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
131,100,NaN,NaN,NaN,3.046e-4,NaN,0,NaN,NaN
131,130,NaN,NaN,NaN,6.092e-4,NaN,0.0040956,NaN,NaN
131,200,NaN,NaN,NaN,0.0025764,NaN,0.0064871,NaN,NaN
131,230,NaN,NaN,NaN,0.0028816,NaN,0.0071534,NaN,NaN
131,300,NaN,NaN,NaN,0.001523,NaN,0.0078196,NaN,NaN
131,330,NaN,NaN,NaN,0.0018276,NaN,0.0084859,NaN,NaN
131,400,NaN,NaN,NaN,0.0021322,NaN,0.010889,NaN,NaN
131,430,NaN,NaN,NaN,0.004102,NaN,0.0133,NaN,NaN
131,500,NaN,NaN,NaN,0.0044071,NaN,0.01572,NaN,NaN
131,530,NaN,NaN,0,0.0047122,NaN,0.018148,0,NaN
131,600,NaN,NaN,4.7923e-4,0.0050173,0,0.020585,0.0017598,NaN
131,630,NaN,0,0.00256,0.0053224,4.7751e-5,0.02303,0.0019324,NaN
131,700,NaN,3.2845e-4,0.01935,0.0056275,9.5502e-5,0.025484,0.0021049,NaN
131,730,NaN,0.0023972,0.079518,0.014358,0.0036899,0.055529,0.0054694,NaN
131,800,NaN,0.020474,0.16204,0.053487,0.020015,0.13109,0.018619,NaN
131,830,NaN,0.062167,0.21431,0.10573,0.06818,0.20329,0.049256,NaN
131,900,NaN,0.11165,0.25369,0.14579,0.14608,0.24727,0.089243,NaN
131,930,NaN,0.14284,0.26439,0.16151,0.19702,0.27224,0.12834,NaN
131,1000,NaN,0.16631,0.27525,0.17765,0.2309,0.29253,0.17687,NaN
131,1030,NaN,0.18343,0.28106,0.19189,0.25553,0.30477,0.21555,NaN
131,1100,NaN,0.1936,0.28167,0.19696,0.26966,0.31431,0.23717,NaN
131,1130,NaN,0.20645,0.2849,0.20684,0.28122,0.3181,0.26208,NaN
131,1200,NaN,0.21446,0.28814,0.21202,0.2871,0.32485,0.28019,NaN
131,1230,NaN,0.20473,0.27313,0.18634,0.26701,0.31108,0.25252,NaN
131,1300,NaN,0.21525,0.2789,0.19841,0.28722,0.32362,0.2678,NaN
131,1330,NaN,0.22336,0.28998,0.2059,0.29612,0.32744,0.27568,NaN
131,1400,NaN,0.22376,0.28796,0.2015,0.29618,0.32831,0.27334,NaN
131,1430,NaN,0.22675,0.29121,0.20424,0.29625,0.32917,0.28129,NaN
131,1500,NaN,0.22198,0.28394,0.19749,0.2904,0.32708,0.25359,NaN
131,1530,NaN,0.22496,0.2898,0.20259,0.29046,0.32794,0.26635,NaN
131,1600,NaN,0.2202,0.28256,0.19352,0.28177,0.32585,0.25402,NaN
131,1630,NaN,0.21294,0.27798,0.1869,0.27033,0.32084,0.25424,NaN
131,1700,NaN,0.19829,0.25825,0.17127,0.24526,0.30724,0.22062,NaN
131,1730,NaN,0.17919,0.23431,0.15387,0.20302,0.28835,0.20002,NaN
131,1800,NaN,0.17006,0.22297,0.15422,0.18546,0.27817,0.18452,NaN
131,1830,NaN,0.14055,0.19585,0.13946,0.15178,0.24185,0.16512,NaN
131,1900,NaN,0.087509,0.15291,0.098731,0.098261,0.19077,0.12599,NaN
131,1930,NaN,0.056216,0.12085,0.07961,0.065281,0.15038,0.10077,NaN
131,2000,NaN,0.035843,0.063149,0.041234,0.041832,0.084511,0.073016,NaN
131,2030,NaN,0.01982,0.030844,0.015552,0.028646,0.047334,0.051842,NaN
131,2100,NaN,0.013043,0.01648,0.0058165,0.021281,0.031804,0.034861,NaN
131,2130,NaN,0.0081034,0.010493,0.0028149,0.014021,0.021935,0.025005,NaN
131,2200,NaN,0.004948,0.0061709,0.0014721,0.0086563,0.015685,0.016966,NaN
131,2230,NaN,0.0035415,0.00347,1.336e-4,0.0069128,0.014626,0.013891,NaN
131,2300,NaN,0.0021398,7.8616e-4,4.3422e-4,0.0033963,0.011868,0.0092279,NaN
131,2330,NaN,7.4301e-4,0,0.0023754,0.0016713,0.0074398,0.0077985,NaN
132,0,NaN,0.0010681,0,0.0010354,0.001719,0.011471,0.007971,NaN
132,30,NaN,0.0013931,0,0.0029776,0,0.0037013,0.0065459,NaN
132,100,NaN,0,0,0,0,0.0010153,0.0019545,NaN
132,130,NaN,0.0033721,0,0.003207,0,0,0.003709,NaN
132,200,NaN,0.0050317,0,0.0047825,0.0032212,0,0.0054692,NaN
132,230,NaN,0.0049613,0,0.0063632,0.003115,0,0.0040525,NaN
132,300,NaN,0.0066265,0.0029827,0.0096124,0.0065719,0.0014277,0.0074072,NaN
132,330,NaN,0.0082974,0.0050314,0.012883,0.0082562,0.0030142,0.012393,NaN
132,400,NaN,0.0082268,0.0039246,0.012811,0.0081495,0.001274,0.0077517,NaN
132,430,NaN,0.006415,0,0.0027769,0.0062522,0,0,NaN
132,500,NaN,0.0063445,1.5625e-4,0.0060036,0.0043617,0,0.0047356,NaN
132,530,NaN,0.008015,6.25e-4,0.0059317,0.0060391,0,0.0095164,NaN
132,600,NaN,0.0062035,0.0010937,0.0058598,0.0041489,9.6647e-4,0.006318,NaN
132,630,NaN,0.006133,0,0.0041363,0.0022655,8.8959e-4,0.00156,NaN
132,700,NaN,0.016597,0.014166,0.01743,0.0075089,0.0024752,0.032448,NaN
132,730,NaN,0.020086,0.064627,0.029346,0.014624,0.021055,0.052957,NaN
132,800,NaN,0.03635,0.14235,0.057764,0.029273,0.077495,0.070679,NaN
132,830,NaN,0.056965,0.18231,0.091686,0.052119,0.13412,0.085292,NaN
132,900,NaN,0.090537,0.21587,0.12786,0.092625,0.18995,0.10605,NaN
132,930,NaN,0.10705,0.22978,0.13828,0.12286,0.2138,0.12962,NaN
132,1000,NaN,0.10908,0.22499,0.13188,0.12721,0.21371,0.14797,NaN
132,1030,NaN,0.13716,0.24634,0.15098,0.15,0.24879,0.16478,NaN
132,1100,NaN,0.16204,0.26846,0.18206,0.18356,0.28597,0.18651,NaN
132,1130,NaN,0.18563,NaN,0.19585,0.21131,0.30535,0.216,NaN
132,1200,NaN,0.19039,NaN,0.18418,0.22429,0.29683,0.22537,NaN
132,1230,NaN,0.18546,NaN,0.17499,0.21888,0.28842,0.24699,NaN
132,1300,NaN,0.19266,NaN,0.17944,0.21875,0.29385,0.25436,NaN
132,1330,NaN,0.20994,NaN,0.19318,0.24273,0.31348,0.25189,NaN
132,1400,NaN,0.20734,NaN,NaN,0.23445,0.30203,0.23968,NaN
132,1430,NaN,0.21229,NaN,NaN,0.24246,0.31615,0.2421,NaN
132,1500,NaN,0.21473,NaN,NaN,0.25893,0.32182,0.23486,NaN
132,1530,NaN,0.21212,NaN,NaN,0.25322,NaN,NaN,NaN
132,1600,NaN,0.207,NaN,NaN,0.24755,NaN,NaN,NaN
132,1630,NaN,0.20442,NaN,NaN,0.24742,NaN,NaN,NaN
132,1700,NaN,0.19937,NaN,NaN,0.24728,NaN,NaN,NaN
132,1730,NaN,0.17982,NaN,NaN,0.20461,NaN,NaN,NaN
132,1800,NaN,0.14716,NaN,NaN,0.15051,NaN,NaN,NaN
132,1830,NaN,0.12708,NaN,NaN,0.13194,NaN,NaN,NaN
132,1900,NaN,0.095161,NaN,NaN,0.094535,NaN,NaN,NaN
132,1930,NaN,0.057254,NaN,NaN,0.059512,NaN,NaN,NaN
132,2000,NaN,0.029113,NaN,NaN,0.036073,NaN,NaN,NaN
132,2030,NaN,0.016448,NaN,NaN,0.024682,NaN,NaN,NaN
132,2100,NaN,0.025339,NaN,NaN,0.026436,NaN,NaN,NaN
132,2130,NaN,0.027079,NaN,NaN,0.024465,NaN,NaN,NaN
132,2200,NaN,0.025195,NaN,NaN,0.018809,NaN,NaN,NaN
132,2230,NaN,0.010861,NaN,NaN,0.011398,NaN,NaN,NaN
132,2300,NaN,0.0090349,NaN,NaN,0.0094812,NaN,NaN,NaN
132,2330,NaN,0.0054728,NaN,NaN,0.0057754,NaN,NaN,NaN
133,0,NaN,0.0054022,NaN,NaN,0.0056684,NaN,NaN,NaN
133,30,NaN,0.0088223,NaN,NaN,0.0055615,NaN,NaN,NaN
133,100,NaN,0.0017945,NaN,NaN,0.0018828,NaN,NaN,NaN
133,130,NaN,0,NaN,NaN,0,NaN,NaN,NaN
133,200,NaN,0,NaN,NaN,0,NaN,NaN,NaN
133,230,NaN,0.005136,NaN,NaN,0.0071429,NaN,NaN,NaN
133,300,NaN,0.012113,NaN,NaN,0.010753,NaN,NaN,NaN
133,330,NaN,0.013852,NaN,NaN,0.012567,NaN,NaN,NaN
133,400,NaN,0.012058,NaN,NaN,0.010753,NaN,NaN,NaN
133,430,NaN,0.017348,NaN,NaN,0.010753,NaN,NaN,NaN
133,500,NaN,NaN,NaN,NaN,0.010753,NaN,NaN,NaN
133,530,NaN,NaN,NaN,NaN,0.012567,NaN,NaN,NaN
133,600,NaN,NaN,NaN,NaN,0.0089445,NaN,NaN,NaN
133,630,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,700,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,730,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,800,NaN,NaN,NaN,NaN,0.0071429,NaN,NaN,NaN
133,830,NaN,NaN,NaN,NaN,0.0089445,NaN,NaN,NaN
133,900,NaN,NaN,NaN,NaN,0.010753,NaN,NaN,NaN
133,930,NaN,NaN,NaN,NaN,0.0071429,NaN,NaN,NaN
133,1000,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,1030,NaN,NaN,NaN,NaN,0.010753,NaN,NaN,NaN
133,1100,NaN,NaN,NaN,NaN,0.010753,NaN,NaN,NaN
133,1130,NaN,NaN,NaN,NaN,0.0071429,NaN,NaN,NaN
133,1200,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,1230,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,1300,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1330,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1400,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1430,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1500,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1530,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1600,NaN,NaN,NaN,NaN,0.0035587,NaN,NaN,NaN
133,1630,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,1700,NaN,NaN,NaN,NaN,0.0089445,NaN,NaN,NaN
133,1730,NaN,NaN,NaN,NaN,0.0089445,NaN,NaN,NaN
133,1800,NaN,NaN,NaN,NaN,0.0071429,NaN,NaN,NaN
133,1830,NaN,NaN,NaN,NaN,0.0089445,NaN,NaN,NaN
133,1900,NaN,NaN,NaN,NaN,0.0071429,NaN,NaN,NaN
133,1930,NaN,NaN,NaN,NaN,0.0053476,NaN,NaN,NaN
133,2000,NaN,NaN,NaN,NaN,0.0017762,NaN,NaN,NaN
133,2030,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2100,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2130,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2200,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2230,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2300,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
133,2330,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
134,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
134,30,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
134,100,NaN,NaN,NaN,NaN,6.6172e-4,NaN,NaN,NaN
134,130,NaN,NaN,NaN,NaN,1.0448e-4,NaN,NaN,NaN
134,200,NaN,NaN,NaN,NaN,0.0013258,NaN,NaN,NaN
134,230,NaN,NaN,NaN,NaN,7.6757e-4,NaN,NaN,NaN
134,300,NaN,NaN,NaN,NaN,0.0037815,NaN,NaN,NaN
134,330,NaN,NaN,NaN,NaN,0.0068171,NaN,NaN,NaN
134,400,NaN,NaN,NaN,NaN,0.0062548,NaN,NaN,NaN
134,430,NaN,NaN,NaN,NaN,0.0038935,NaN,NaN,NaN
134,500,NaN,NaN,NaN,NaN,0.0033323,NaN,NaN,NaN
134,530,NaN,NaN,NaN,NaN,0.0027711,NaN,NaN,NaN
134,600,NaN,NaN,NaN,NaN,0.0040059,NaN,NaN,NaN
134,630,NaN,NaN,NaN,NaN,0.0052452,NaN,NaN,NaN
134,700,NaN,NaN,NaN,NaN,0.0064889,NaN,NaN,NaN
134,730,NaN,NaN,NaN,NaN,0.0059247,NaN,NaN,NaN
134,800,NaN,NaN,NaN,NaN,0.0035555,NaN,NaN,NaN
134,830,NaN,NaN,NaN,NaN,0.0029922,NaN,NaN,NaN
134,900,NaN,NaN,NaN,NaN,0.002429,NaN,NaN,NaN
134,930,NaN,NaN,NaN,NaN,0.0018657,NaN,NaN,NaN
134,1000,NaN,NaN,NaN,NaN,0.0031034,NaN,NaN,NaN
134,1030,NaN,NaN,NaN,NaN,0.0043455,NaN,NaN,NaN
134,1100,NaN,NaN,NaN,NaN,1.7601e-4,NaN,NaN,NaN
134,1130,NaN,NaN,NaN,NaN,0.0014106,NaN,NaN,NaN
134,1200,NaN,NaN,NaN,NaN,0.0044595,NaN,NaN,NaN
134,1230,NaN,NaN,NaN,NaN,2.8213e-4,NaN,NaN,NaN
134,1300,NaN,NaN,NaN,NaN,0.003327,NaN,NaN,NaN
134,1330,NaN,NaN,NaN,NaN,0.01374,NaN,NaN,NaN
134,1400,NaN,NaN,NaN,NaN,0.016879,NaN,NaN,NaN
134,1430,NaN,NaN,NaN,NaN,0.035265,NaN,NaN,NaN
134,1500,NaN,NaN,NaN,NaN,0.056359,NaN,NaN,NaN
134,1530,NaN,NaN,NaN,NaN,0.074175,NaN,NaN,NaN
134,1600,NaN,NaN,NaN,NaN,0.096952,NaN,NaN,NaN
134,1630,NaN,NaN,NaN,NaN,0.12759,NaN,NaN,NaN
134,1700,NaN,NaN,NaN,NaN,0.13388,NaN,NaN,NaN
134,1730,NaN,NaN,NaN,NaN,0.10383,0.22304,NaN,NaN
134,1800,NaN,NaN,NaN,NaN,0.071135,0.16346,NaN,NaN
134,1830,NaN,NaN,NaN,NaN,0.038331,0.097199,NaN,NaN
134,1900,NaN,NaN,NaN,NaN,0.016719,0.048995,NaN,NaN
134,1930,NaN,NaN,NaN,NaN,0.0032086,0.016804,NaN,NaN
134,2000,NaN,NaN,NaN,NaN,8.1848e-4,0.0098555,NaN,NaN
134,2030,NaN,NaN,NaN,NaN,0.0020677,0.0080743,NaN,NaN
134,2100,NaN,NaN,NaN,NaN,0.0014973,0.014842,NaN,NaN
134,2130,NaN,NaN,NaN,NaN,9.2692e-4,0.013043,NaN,NaN
134,2200,NaN,NaN,NaN,NaN,0.0021786,0.018141,NaN,NaN
134,2230,NaN,NaN,NaN,NaN,0.003435,0.016331,NaN,NaN
134,2300,NaN,NaN,NaN,NaN,0.0065359,0.021464,NaN,NaN
134,2330,NaN,NaN,NaN,NaN,0.0059614,0.016173,NaN,NaN
135,0,NaN,NaN,NaN,NaN,0.0035488,0.017826,NaN,NaN
135,30,NaN,NaN,NaN,NaN,0.0029752,0.019483,NaN,NaN
135,100,NaN,NaN,NaN,NaN,0.0024017,0.021147,NaN,NaN
135,130,NaN,NaN,NaN,NaN,0,0.014133,NaN,NaN
135,200,NaN,NaN,NaN,NaN,2.3802e-4,0.0089158,NaN,NaN
135,230,NaN,NaN,NaN,NaN,0.028632,0.0071362,NaN,NaN
135,300,NaN,NaN,NaN,NaN,0.03862,0.012179,NaN,NaN
135,330,NaN,NaN,NaN,NaN,0.042817,0.0086809,NaN,NaN
135,400,NaN,NaN,NaN,NaN,0.045052,0.010309,NaN,NaN
135,430,NaN,NaN,NaN,NaN,0.043313,0.0051285,NaN,NaN
135,500,NaN,NaN,NaN,NaN,0.043561,0,NaN,NaN
135,530,NaN,NaN,NaN,NaN,0.041828,0.0016293,NaN,NaN
135,600,NaN,NaN,NaN,NaN,0.042076,0.0049531,NaN,NaN
135,630,NaN,NaN,NaN,NaN,0.044305,0.010005,NaN,NaN
135,700,NaN,NaN,NaN,NaN,0.046542,0.018574,NaN,NaN
135,730,NaN,NaN,NaN,NaN,0.050794,0.048955,NaN,NaN
135,800,NaN,NaN,NaN,NaN,0.065302,0.079252,NaN,NaN
135,830,NaN,NaN,NaN,NaN,0.086613,0.10929,NaN,NaN
135,900,NaN,NaN,NaN,NaN,0.1316,0.17474,NaN,NaN
135,930,NaN,NaN,NaN,NaN,0.18809,0.23039,NaN,NaN
135,1000,NaN,NaN,NaN,NaN,0.21461,0.24574,NaN,NaN
135,1030,NaN,NaN,NaN,NaN,0.24795,0.27224,NaN,NaN
135,1100,NaN,NaN,NaN,NaN,0.23703,0.26678,NaN,NaN
135,1130,NaN,NaN,NaN,NaN,0.2571,0.2886,NaN,NaN
135,1200,NaN,NaN,NaN,NaN,0.28979,0.30261,NaN,NaN
135,1230,NaN,NaN,NaN,NaN,0.30538,0.31113,NaN,NaN
135,1300,NaN,NaN,NaN,NaN,0.30879,0.31107,NaN,NaN
135,1330,NaN,NaN,NaN,NaN,0.3091,0.31389,NaN,NaN
135,1400,NaN,NaN,NaN,NaN,0.29708,0.31094,NaN,NaN
135,1430,NaN,NaN,NaN,NaN,0.27637,0.31088,NaN,NaN
135,1500,NaN,NaN,NaN,NaN,0.29465,0.31952,NaN,NaN
135,1530,NaN,NaN,NaN,NaN,0.29801,0.31945,NaN,NaN
135,1600,NaN,NaN,NaN,NaN,0.29831,0.32525,NaN,NaN
135,1630,NaN,NaN,NaN,NaN,0.28352,0.31351,NaN,NaN
135,1700,NaN,NaN,NaN,NaN,0.25464,0.30769,NaN,NaN
135,1730,NaN,NaN,NaN,NaN,0.21624,0.29908,NaN,NaN
135,1800,NaN,NaN,NaN,NaN,0.17014,0.27676,NaN,NaN
135,1830,NaN,NaN,NaN,NaN,0.12512,0.23954,NaN,NaN
135,1900,NaN,NaN,NaN,NaN,0.081341,0.19238,NaN,NaN
135,1930,NaN,NaN,NaN,NaN,0.052754,0.12909,NaN,NaN
135,2000,NaN,NaN,NaN,NaN,0.029471,0.058849,NaN,NaN
135,2030,NaN,NaN,NaN,NaN,0.018336,0.027764,NaN,NaN
135,2100,NaN,NaN,NaN,NaN,0.014838,0.024183,NaN,NaN
135,2130,NaN,NaN,NaN,NaN,0.007682,0.034801,NaN,NaN
135,2200,NaN,NaN,NaN,NaN,0.0079195,0.034751,NaN,NaN
135,2230,NaN,NaN,NaN,NaN,0.019297,0.025796,NaN,NaN
135,2300,NaN,NaN,NaN,NaN,0.017663,0.018733,NaN,NaN
135,2330,NaN,NaN,NaN,NaN,0.010473,0.015213,NaN,NaN
136,0,NaN,NaN,NaN,NaN,0.0033869,0.010001,NaN,NaN
136,30,NaN,NaN,NaN,NaN,0,0.0065404,NaN,NaN
136,100,NaN,NaN,NaN,NaN,0,0.0031027,NaN,NaN
136,130,NaN,NaN,NaN,NaN,0,0.0013682,NaN,NaN
136,200,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
136,230,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
136,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,1930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,2330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
