DOY,Time,C1,C2,C3,C4,C5,C6,C7,C8
212,300,0.0089506,0.10364,0.016434,0.03006,0.0072156,0.0059191,0.040867,0.013977
212,330,0.0073563,0.10359,0.015189,0.022606,0.0070741,0.0074929,0.028806,0.012297
212,400,0.0057678,0.093645,0.015968,0.012881,0.0069327,0.0071723,0.012097,0.010622
212,430,0.0059911,0.093597,0.01675,0.0080128,0.004092,0.0087515,0.0054945,0.0073565
212,500,0.0044078,0.091102,0.019578,0.0078671,0.0039509,0.010337,0.00538,0.0056977
212,530,0.0046307,0.091054,0.024495,0.0077214,0.0038098,0.011928,0.0052656,0.0072215
212,600,0.0048536,0.091006,0.027383,0.0099299,0.0036687,0.013525,0.0083831,0.0055629
212,630,0.0050765,0.093404,0.030295,0.0097839,0.0062252,0.013202,0.0082683,0.0054955
212,700,0.0071074,0.095813,0.035348,0.014378,0.0060838,0.014805,0.014679,0.0086149
212,730,0.0091457,0.098233,0.038323,0.019015,0.0086537,0.010638,0.022838,0.010148
212,800,0.016697,0.10565,0.056604,0.028571,0.013978,0.0084061,0.050132,0.026372
212,830,0.013244,0.1031,0.066472,0.018721,0.013835,0.0042874,0.041291,0.023003
212,900,0.032133,0.10807,0.14522,0.025831,0.022002,0.04736,0.041172,0.026235
212,930,0.090608,0.13116,0.24288,0.063578,0.056497,0.1461,0.039327,0.024513
212,1000,0.11249,0.13638,0.24442,0.079375,0.093413,0.17349,0.030663,0.017888
212,1030,0.097496,0.12844,0.21867,0.068533,0.093259,0.15031,0.025485,0.016194
212,1100,0.14479,0.16063,0.2893,0.1039,0.13285,0.24398,0.030428,0.017752
212,1130,0.19376,0.20654,0.33233,0.15391,0.2019,0.30775,0.059947,0.016058
212,1200,0.20687,0.21552,0.3414,0.16307,0.2294,0.33021,0.081791,0.01599
212,1230,0.26423,0.26598,0.39993,0.2119,0.31117,0.40347,0.13663,0.022455
212,1300,0.24765,0.24969,0.375,0.20496,0.31099,0.38116,0.15325,0.024032
212,1330,0.2315,0.2307,0.35456,0.18168,0.28378,0.35606,0.14678,0.025615
212,1400,0.22908,0.22755,0.34553,0.17828,0.2792,0.35562,0.14039,0.023895
212,1430,0.25126,0.24952,0.35856,0.19443,0.31043,0.38342,0.15926,0.030464
212,1500,0.24875,0.24309,0.34946,0.19095,0.30567,0.37939,0.15272,0.027066
212,1530,0.2435,0.24304,0.34045,0.18424,0.30094,0.37182,0.15685,0.031998
212,1600,0.25769,0.24936,0.34605,0.19722,0.30988,0.39664,0.15034,0.028589
212,1630,0.25236,0.2493,0.32628,0.19705,0.3097,0.38165,0.15445,0.030187
212,1700,0.20954,0.20002,0.27326,0.15516,0.23172,0.33262,0.12526,0.023483
212,1730,0.23639,0.22408,0.28829,0.17388,0.26067,0.37006,0.12311,0.025065
212,1800,0.19975,0.18821,0.24116,0.14561,0.20746,0.3218,0.097368,0.018426
212,1830,0.20515,0.17952,0.23646,0.15157,0.18429,0.328,0.080188,0.013485
212,1900,0.1465,0.13021,0.17005,0.098533,0.1372,0.23187,0.063533,0.011803
212,1930,0.12162,0.094606,0.14398,0.087279,0.10014,0.21174,0.0509,0.0085233
212,2000,0.07477,0.068154,0.07947,0.047445,0.065414,0.12153,0.03684,0.010059
212,2030,0.037391,0.058819,0.023847,0.010417,0.038557,0.045833,0.026507,0.011599
212,2100,0.018856,0.063396,0,0,0.024147,0.011513,0.016376,0.0083202
212,2130,0.0099493,0.07036,0,0,0.015632,0,0.011327,0.0050618
212,2200,0.006564,0.075038,0,0,0.0099843,0,0.011211,0.006587
212,2230,0.0049911,0.079758,0,0,0.0098417,0,0.0062112,0.0033392
212,2300,0.0052124,0.082109,0,0,0.0069701,0,0.0012592,0.0032719
212,2330,0.0054336,0.084472,0,0,0.0068279,0,0.0011447,0.0016221
213,0,0.0056549,0.086844,0,0,0.0066856,0,0.002637,0.0015549
213,30,0.0076724,0.086796,0.0081291,8.7758e-4,0.0065434,0.0020114,0.0025224,0.0014876
213,100,0.0078941,0.08918,0.016395,0.0017552,0.0064011,0.0059429,0.0040193,0.0030023
213,130,0.0081158,0.091574,0.022634,0.0049699,0.0062589,0.013781,0.0087699,0.0077108
213,200,0.011952,0.098917,0.035563,0.017711,0.0088432,0.017803,0.020191,0.014082
213,230,0.010363,0.098869,0.039806,0.023428,0.0087006,0.019884,0.016752,0.047479
213,300,0.0087808,0.09882,0.044086,0.019491,0.0058321,0.018035,0.010055,0.061421
213,330,0.0072039,0.093833,0.043874,0.01559,0.0056899,0.012299,0.0034451,0.038768
213,400,0.0074252,0.093785,0.045921,0.014096,0.0028373,0.010478,0.0017198,0.035309
213,430,0.0058535,0.093737,0.047978,0.012608,0,0.012529,0,0.03524
213,500,0.0060744,0.093689,0.050043,0.01349,2.9219e-4,0.014587,0.0016749,0.036862
213,530,0.008089,0.098578,0.054414,0.023941,5.8439e-4,0.018613,0.008218,0.040191
213,600,0.0083103,0.096055,0.051903,0.024831,0.0035744,0.014818,0.0034251,0.033345
213,630,0.0085316,0.096007,0.053986,0.020905,0.0038673,0.016885,0.0018843,0.031596
213,700,0.0087528,0.098432,0.056078,0.021791,0.0041603,0.01896,0.0035649,0.028183
213,730,0.0089741,0.098384,0.053558,0.022677,0.0044533,0.019075,0.0036348,0.02645
213,800,0.0073997,0.098335,0.048764,0.021166,0.0047463,0.015278,0.0069425,0.026381
213,830,0.0076206,0.090899,0.060073,0.019661,0.0077556,0.0095802,0.0152,0.027975
213,900,0.018717,0.088411,0.12148,0.030171,0.0080494,0.037412,0.021917,0.031249
213,930,0.066913,0.10317,0.2237,0.068875,0.019363,0.14039,0.021988,0.031179
213,1000,0.15408,0.16104,0.32793,0.13945,0.063235,0.28759,0.028794,0.034474
213,1030,0.23481,0.2378,0.40918,0.21309,0.19649,0.39646,0.069387,0.042911
213,1100,0.25421,0.25369,0.41719,0.23465,0.26581,0.41529,0.11331,0.042841
213,1130,0.23805,0.23769,0.38036,0.21855,0.24924,0.39311,0.12542,0.042771000000000003
213,1200,0.26034,0.25682,0.39204,0.24027,0.27519,0.41941,0.15463,0.040989
213,1230,0.26907,0.2633,0.39176,0.23784,0.31137,0.43108,0.16548,0.042631
213,1300,0.29248,0.27986,0.40365,0.2602,0.35945,0.45484,0.19453,0.04256
213,1330,0.31371,0.29342,0.40746,0.27591,0.40059,0.46304,0.22747,0.04766
213,1400,0.32319,0.29681,0.40308,0.27331,0.4223,0.45917,0.23728,0.049324
213,1430,0.32348,0.29331,0.38263,0.26708,0.41733,0.45934,0.23737,0.047519
213,1500,0.29953,0.26631,0.34374,0.24667,0.36599,0.43577,0.21342,0.04228
213,1530,0.28221,0.2532,0.3323,0.23725,0.33235,0.42435,0.19723,0.037092
213,1600,0.30308,0.26619,0.34319,0.2488,0.37179,0.44392,0.19962,0.038723
213,1630,0.30039,0.25309,0.33918,0.25341,0.37219,0.44803,0.20432,0.03357
213,1700,0.30067,0.24024,0.3389,0.25448,0.38272,0.4482,0.19978,0.030139
213,1730,0.26619,0.20335,0.30589,0.23456,0.30601,0.40984,0.17506,0.025069
213,1800,0.24976,0.17993,0.29159,0.21864,0.24563,0.40254,0.14711,0.016774
213,1830,0.25279,0.17135,0.28442,0.21968,0.2337,0.40642,0.12855,0.016706
213,1900,0.22342,0.12261,0.25071,0.20092,0.17972,0.38094,0.10862,0.013384
213,1930,0.17565,0.075372,0.20951,0.16724,0.12691,0.33250999999999997,0.087486,0.010083
213,2000,0.11596,0.040786,0.14577,0.11552,0.088028,0.23349,0.065328,0.008407
213,2030,0.064041,0.023211,0.061904,0.058128,0.057685,0.10054,0.044059,0.006736
213,2100,0.033369,0.025325,0.02539,0.032058,0.040407,0.042279,0.032071,0.0034775
213,2130,0.018802,0.03621,0.012203,0.021113,0.029303,0.022312,0.025374,0.0066004
213,2200,0.015391,0.042835,0.014136,0.015009,0.02399,0.014608,0.022094,0.0065326
213,2230,0.019246,0.047283,0.01179,0.015866,0.021503,0.0089354,0.018836,0.0016873
213,2300,0.019468,0.05177,0.0073323,0.012123,0.016275,0.0052273,0.013953,3.7436e-5
213,2330,0.017869,0.054005,0.011376,0.012977,0.016569,0.0053409,0.014023,0
214,0,0.014468,0.05625,0.013307,0.009264,0.014122,0.0035539,0.010817,0
214,30,0.011091,0.058504,0.0088338,0.007844,0.0089754,0.0017736,0.0076314,0
214,100,0.00596,0.060769,0.0022972,0.0041788,0.0065682,0,0.0060814,0
214,130,0.0044075,0.063043,0,0.005023,0.0041739,0,0.0045363,0
214,200,0.001101,0.065327,0.0053191,0.0013867,0.0017923,8.3019e-4,0.004606,0
214,230,0,0.06528,0.0085735,0,0.0020814,3.0189e-4,0.0046758,0
214,300,0,0.067574,0.0097162,9.7996e-4,0.0023705,0,0.0015304,0
214,330,0,0.069878,0.010864,0.0087191,0,0.0011342,0,0
214,400,0,0.072192,0.009872,0.012009,0,0.0044023,0,0
214,430,0,0.074517,0.011022,0.013032,0,0.0057795,0,0
214,500,0,0.074469,0.010028,0.014059,0.0019805,0.0071619,0,0
214,530,0,0.076804,0.011182,0.022059,0.0017542,0.0066286,0,0
214,600,0,0.079149,0.014503,0.025471,0,0.0080153,8.3077e-4,0
214,630,0,0.079102,0.015673,0.024184,0,0.0094073,6.7692e-4,0
214,700,0,0.081457,0.01467,0.025253,0,0.0069466,5.2308e-4,0
214,730,0,0.081409,0.018028,0.019266,8.488e-4,6.8311e-4,3.6923e-4,0
214,800,0,0.076566,0.023625,0.015652,6.2245e-4,0,2.1538e-4,0
214,830,0,0.071765,0.05222,0.014371,3.9611e-4,0.0072658,0.0016642,0
214,900,0.013274,0.074089,0.10534,0.020092,0.0055183,0.046759,0.0015101,0
214,930,0.088566,0.11346,0.23432,0.086388,0.05022,0.19329,0.01601,0
214,1000,0.13157,0.14762,0.26285,0.12366,0.11211,0.23755,0.03607,0
214,1030,0.12458,0.14217,0.25153,0.11374,0.11186,0.22822,0.039357,0
214,1100,0.16578,0.17816,0.30585,0.15008,0.15253,0.30372,0.06762,0
214,1130,0.24455,0.25746,0.38536,0.21861,0.27335,0.40406,0.13538,0.0080845
214,1200,0.26641,0.26726,0.37991,0.23416,0.32704,0.41466,0.18027,0.014668
214,1230,0.26049,0.2541,0.35463,0.22228,0.32207,0.40257,0.18457,0.019689
214,1300,0.30055,0.29074,0.38942,0.2557,0.39548,0.44829,0.22627,0.028091
214,1330,0.29726,0.28385,0.37578,0.24695,0.40561,0.43562,0.2358,0.034934
214,1400,0.29399,0.28379,0.36637,0.2348,0.40529,0.42703,0.23561000000000001,0.038446
214,1430,0.27622,0.26368,0.33762,0.21267,0.35916,0.4071,0.21378,0.040268
214,1500,0.28748,0.27357,0.33628,0.21788,0.37883,0.41395,0.21596,0.047271
214,1530,0.30793,0.28703,0.33877,0.23006,0.42029,0.42474,0.23259,0.050865
214,1600,NaN,0.20693,0.24445,0.15353,0.26646,0.31637,0.1766,0.044042
214,1630,NaN,0.12307,0.10968,0.077717,0.12888,0.15048,0.13158,0.049351
214,1700,NaN,0.066252,0.011959,0.023019,0.046654,0.025619,0.10729,0.085468
214,1730,NaN,0.061538,0.015364,0.01452,0.026348,0,0.097373,0.081874
214,1800,NaN,0.070864,0.018798,0.025213,0.020523,0,0.078221,0.072823
214,1830,NaN,0.077956,0.029078,0.028762,0.017519,0,0.078054,0.063924
214,1900,NaN,0.08272,0.037258,0.081504,0.01453,0,0.074171,0.080381
214,1930,NaN,0.085094,0.033890000000000003,0.06938,0.0143,0,0.057594,0.06059
214,2000,NaN,0.089923,0.025957,0.047202,0.014069,0,0.050298,0.048413
214,2030,NaN,0.094795,0.022645,0.040775,0.013838,1.5385e-4,0.05191,0.050266
214,2100,NaN,0.097223,0.019347,0.039419,0.010868,0.0034749,0.051748,0.041742
214,2130,NaN,0.099663,0.018311,0.035556,0.010638,0.0048743,0.048045,0.041856
214,2200,NaN,0.10211,0.01503,0.029231,0.010408,0.008233,0.046122,0.043686
214,2230,NaN,0.10206,0.011763,0.02542,0.010178,0.0057364,0.038975,0.042083
214,2300,NaN,0.10202,0.0085106,0.019189,0.0099482,0.011072,0.033638,0.047364
214,2330,NaN,0.107,0.0052725,0.022734,0.0069966,0.0085603,0.030056,0.042309
215,0,NaN,0.10948,0.004246,0.018947,0.0067672,0.0060583,0.024807,0.039005
215,30,NaN,0.10943,0.0032195,0.017608,0.0065378,0.0074708,0.021283,0.040824
215,100,NaN,0.10938,0,0.013842,0.0036033,0.0049709,0.019451,0.035835
215,130,NaN,0.1068,5.6469e-5,0.014928,0.0033745,0.0024806,0.017626,0.032573
215,200,NaN,0.10675,1.1294e-4,0.011169,0.0031457,0,0.017468,0.032686
215,230,NaN,0.10924,0.0023628,0.0050356,0.002917,0,0.010694,0.029445
215,300,NaN,0.10919,0.0046225,0.0037055,0,0.0010571,0.0088974,0.026225
215,330,NaN,0.10661,0.0046792,0,0,0.0025596,0.0054767,0.023026
215,400,NaN,0.10656,0.0047359,0.002607,0,0.0021183,0.003697,0.01821
215,430,NaN,0.10399,0.0070058,0.0028388,0,0.001677,0.0019231,0.016689
215,500,NaN,0.10394,0.0070627,0.0054588,0,0.0031836,0.0033864,0.015172
215,530,NaN,0.10389,0.0093427,0.0080913,0.0019274,0.0046961,0,0.018542
215,600,NaN,0.10384,0.0093997,0.0011559,0.0017752,0.016138,2.5049e-4,0.018653
215,630,NaN,0.10379,0.0094567,0.0013871,0.001623,0.023766,5.0098e-4,0.020401
215,700,NaN,0.10374,0.011747,0.0016183,0.0014709,0.025353,7.5148e-4,0.017241
215,730,NaN,0.10621,0.0073469,0.0066202,0.0040177,0.029,0.0026165,0.018985
215,800,NaN,0.10616,0.0051896,0.0092555,0.0065783,0.030607,0.0093795,0.017462
215,830,NaN,0.1036,0.020953,0,0.0091527,0.023995,0.012921,0.022489
215,900,NaN,0.096057,0.039575,0,0.011741,0.025585,0.018149,0.020956
215,930,NaN,0.088619,0.058886,0,0.011587,0.035466,0.020073,0.026015
215,1000,NaN,0.11104,0.17903,0.045107,0.03679,0.16674,0.027063,0.031124
215,1030,NaN,0.17003,0.29969,0.12299,0.094562,0.35036,0.044556,0.032913
215,1100,NaN,0.26799,0.38222,0.20302,0.26134,0.48669,0.10606,0.038089
215,1130,NaN,0.28816,0.374,0.21713,0.32871,0.49035,0.14708,0.038201
215,1200,NaN,0.3197,0.38657,0.2424,0.37771,0.5028,0.19353,0.038314
215,1230,NaN,0.3019,0.36595,0.22473,0.35739,0.47616000000000003,0.20305,0.038427
215,1300,NaN,0.31599,0.37423,0.23934,0.398,0.49271,0.22462,0.045372
215,1330,NaN,0.28112,0.33814,0.21129,0.34714,0.45804,0.19672,0.043769
215,1400,NaN,0.27768,0.31894,0.21157,0.34694,0.45739,0.19016,0.040465
215,1430,NaN,0.25122,0.28206,0.19142,0.31342,0.42428,0.17476,0.037183
215,1500,NaN,0.18676,0.21091,0.13132,0.21056,0.32751,0.13241,0.03899
215,1530,0.22205,0.18092,0.22393,0.13158,0.18339,0.3623,0.10267,0.032356
215,1600,0.22441,0.18376,0.21748,0.14097,0.21813,0.35089,0.1049,0.029126
215,1630,0.19795,0.16099,0.19219,0.12015,0.17554,0.30874,0.087844,0.022619
215,1700,0.14155,0.11035,0.11393,0.064246,0.11202,0.19201,0.058606,0.017821
215,1730,0.13204,0.10021,0.1305,0.06449,0.085844,0.21999,0.049972,0.014684
215,1800,0.20477,0.16363,0.21776,0.13895,0.1567,0.34493,0.060932,0.018041
215,1830,0.16683,0.13626,0.16515,0.11529,0.14229,0.25493,0.054038,0.014904
215,1900,0.093633,0.080418,0.064951,0.052041,0.0728,0.11928,0.026601,0.005393
215,1930,0.066286,0.059094,0.038446,0.021928,0.045442,0.069423,0.020156,0.005502
215,2000,0.050019,0.05214,0.022278,0.0028762,0.030765,0.042659999999999997,0.01544,0.0056109
215,2030,0.038071,0.049811,0.013289,0,0.022091,0.023322,0.012406,0.0041336
215,2100,0.030166,0.052047,0.011109,0,0.019127,0.012677,0.0093907,0.0026609
215,2130,0.022377,0.056594,0.011166,0,0.013403,0.0042221,0.0080157,0
215,2200,0.018397,0.058859,0.015707,0,0.013249,0.0017931,0.0066452,0
215,2230,0.018142,0.061134,0.018022,0,0.010334,0,0.0036681,0
215,2300,0.016036,0.063419,0.013574,0,0.0074344,0,0.0039174,0
215,2330,0.010271,0.065714,0.0047397,0,0.0072806,0,0.00256,5.4133e-5
216,0,0.011848,0.070382,0.0092227,0,0.0071267,0,0.004416,0.004895
216,30,0.015273,0.072707,0.011508000000000001,0,0.0069729,0,0.0030578,0.0034211
216,100,0.020585,0.075043,0.01605,0.011184,0.0068191,0.0027228,0.0065276,0.0067004
216,130,0.020329,0.07739,0.020634,0.015662,0.0066653,0.002104,0.0067772,0.0068094
216,200,0.016357,0.077342,0.029866,0.012897,0.009254,0.0014851,0.01027,0.0069183
216,230,0.014255,0.077294,0.041628,0.019834,0.0090998,8.6634e-4,0.008896,0.0070273
216,300,0.01216,0.074852,0.039324,0.014618,0.0089456,2.4752e-4,0.0059117,0.0039642
216,330,0.010072,0.072422,0.02773,0.0046789,0.00605,0,0.0013468,9.2026e-4
216,400,0.0079928,0.072374,0.020921,0,0.0031702,0,0,0
216,430,0.0077396,0.072326,0.016451,0,0.0030168,0,0,0
216,500,0.0038559,0.072279,0.014259,0,0.0028634,0,0,0
216,530,0,0.074614,0.012077,0,0,0,0.0013671,0
216,600,0,0.076959,0.0099048,0.0029551,0,0.00249,0.0012911,0
216,630,0.0022228,0.076911,0.0099616,0.0097718,0.0015203,0.0018675,0.004419,0
216,700,0.0033342,0.076864,0.018996,0.016687,9.2538e-4,0.001245,0.010812,0.0016781
216,730,0.0080652,0.074423,0.046973,0.013906,0.0057819,0.0086596,0.012366,0.0033615
216,800,0.02021,0.074375,0.094511,0.018429,0.0079302,0.035052,0.012289,0.0018947
216,830,0.068027,0.098744,0.19124,0.05092,0.032725,0.13504,0.015488,0.0051588
216,900,0.096354,0.11904000000000001,0.21336,0.071835,0.06801,0.18809,0.020364,0.0036868
216,930,0.13297,0.14823,0.2601,0.10793,0.10917,0.2558,0.032033,0.0037953
216,1000,0.18937,0.21759,0.34124,0.17851,0.20664,0.36073,0.076207,0.011859
216,1030,0.19828,0.25223,0.34525,0.20495,0.27268,0.3901,0.11634,0.018424
216,1100,0.21249,0.28207,0.36534,0.22905,0.31751,0.42486,0.15531,0.023431
216,1130,0.21907,0.28885,0.36542,0.23581,0.33588,0.43213,0.1769,0.028486
216,1200,0.23104,0.30621,0.3778,0.25371,0.35478,0.45203,0.20623,0.036946
216,1230,0.22439,0.29913,0.36965,0.24588,0.36404,0.44274,0.21312999999999999,0.043836
216,1300,0.22308,0.29559,0.36565,0.24179,0.36831,0.44601,0.21304,0.042246
216,1330,0.24049,0.30603,0.38218,0.25989,0.4205,0.47069,0.23687,0.05093
216,1400,0.23644,0.29547,0.3658,0.25198,0.42517,0.46114,0.23922,0.052775
216,1430,0.23509,0.29195,0.36183,0.24416,0.42431,0.45596,0.23425,0.051157
216,1500,0.25003,0.29884,0.3619,0.25484,0.44597,0.47226,0.23904,0.049544
216,1530,0.24591,0.29184,0.33815,0.24698,0.43941,0.45839,0.2365,0.049657
216,1600,0.22318,0.26142,0.30401,0.21422,0.38405,0.43642,0.20549,0.044625
216,1630,0.23779,0.27133,0.32288,0.23515,0.40993,0.45656,0.2124,0.039641
216,1700,0.23645,0.26461,0.31915,0.23836,0.40366,0.45139,0.20763,0.036383
216,1730,0.21672,0.23545,0.28958,0.21646,0.35588,0.43371,0.18025,0.031479
216,1800,0.19266,0.20159,0.25785,0.18856,0.27899,0.41239,0.14564,0.026623
216,1830,0.18164,0.16671,0.23425,0.17816,0.22246,0.39168,0.11697,0.023448
216,1900,0.14514,0.10779,0.18342,0.14255,0.16317,0.33818,0.091588,0.021924
216,1930,0.093968,0.059155,0.13662,0.10609,0.1127,0.26875,0.070981,0.022034
216,2000,0.045368,0.034161,0.050845,0.047797,0.072667,0.13678,0.04587,0.018889
216,2030,0.008006,0.02316,0,0.0072442,0.044295,0.040395,0.028618,0.017378
216,2100,0,0.023115,0,0,0.028881,0.012039,0.018506,0.017488
216,2130,0,0.034023,0,0,0.022467,0.0052189,0.013484,0.014372
216,2200,0,0.051998,0,0,0.016124,5.071e-4,0.010138,0.016092
216,2230,0,0.061199,0,0,0.012672,0,0.0084349,0.014591
216,2300,0,0.065837,0,0,0.012059,0,0.0051211,0.011494
216,2330,0,0.070516,0,3.4805e-4,0.011446,6.3516e-4,0.0050447,0.011603
217,0,0,0.070468,0,0,0.0080168,0,0.0033578,0.0069399
217,30,0,0.070421,9.8391e-4,0.0044125,0.0074054,0,0.0016762,0.0038915
217,100,0,0.072752,0.0032258,0.0064423,0.0039973,0.001345,0,8.6207e-4
217,130,0,0.072704,0.0054775,0.0084819,0.0033875,0.003042,8.7133e-5,9.6983e-4
217,200,0,0.072656,0.0077391,0.0080964,0,0.0068048,1.7427e-4,0.0026442
217,230,0,0.074997,0.0077957,0.010145,0.0025107,0.010599,0.0018618,0.0043239
217,300,0,0.07495,0.010067,0.0097585,0,0.012332,3.4853e-4,0.0028601
217,330,0,0.077301,0.012349,0.011816,0,0.014073,4.3567e-4,0.006117
217,400,0,0.077253,0.014641,0.013883,0,0.015821000000000002,5.228e-4,0.0046481
217,430,0,0.079615,0.014698,0.013495,0,0.017576,6.0993e-4,0.0031839
217,500,0,0.079567,0.01252,0.013107,0.0011752,0.017224,6.9707e-4,0.0017241
217,530,0,0.081939,0.014812,0.015182,9.0812e-4,0.016872,7.842e-4,0.0018319
217,600,0.0057078,0.081891,0.017114,0.014793,0.0034283,0.018633,8.7133e-4,0.0035076
217,630,0.013711,0.084274,0.019426,0.014404,0.0059626,0.020401,9.5847e-4,0.0036156
217,700,0.01829,0.084226,0.017228,0.014015,0.005694,0.020047,0.0010456,5.9175e-4
217,730,0.0229,0.084177,0.01504,0.016098,0.0082418,0.015462,0.0011327,0.0022629
217,800,0.025756,0.084129,0.038011,0.010777,0.0079724,0.01511,0.0028218,0.0039393
217,830,0.039487,0.074423,0.11889,0.010388,0.010534,0.058687,0.0061287,0.0040473
217,900,0.092509,0.081602,0.21664,0.0403,0.018849,0.17253,0.014357,0.012074
217,930,0.17394,0.135,0.3103,0.11517,0.070112,0.29648,0.02775,0.015386
217,1000,0.23393,0.20287,0.37296,0.19483,0.2144,0.38415,0.086624,0.020339
217,1030,0.28057,0.26264,0.40663,0.24817,0.36123,0.43236,0.16767,0.028625
217,1100,0.28191,0.28274,0.41536,0.26286,0.39793,0.44457,0.2224,0.037045
217,1130,0.28602,0.28954,0.4111,0.27399,0.42529,0.457,0.24681,0.045603
217,1200,0.29016,0.29294,0.40258,0.28533,0.43631,0.46085,0.26197,0.052572
217,1230,0.2614,0.25912,0.35315,0.24625,0.3914,0.41378,0.24209,0.056148000000000003
217,1300,0.28448,0.29282,0.38583,0.28037,0.46484,0.46422,0.26729,0.063256
217,1330,0.27211,0.27905,0.36131,0.26043,0.45849,0.4378,0.2623,0.068679
217,1400,0.27343,0.28581,0.37769,0.26378,0.47005,0.45882,0.25735,0.063485
217,1430,0.27204,0.28919,0.3819,0.26716,0.48795,0.46269,0.26507,0.063599
217,1500,0.26528,0.29259,0.38198,0.27055,0.48755,0.46218,0.26263,0.063713
217,1530,0.2586,0.28222,0.35361,0.26232,0.47491,0.45294,0.25768,0.060316
217,1600,0.2494,0.27538,0.34184,0.25799,0.46248,0.45244,0.24779,0.056942
217,1630,0.24036,0.25867,0.33414,0.2537,0.45614,0.44331,0.23805,0.050146
217,1700,0.23146,0.22972,0.32271,0.24192,0.42109,0.43008,0.21892,0.043439
217,1730,0.19835,0.17282,0.27869,0.19826,0.326,0.38478,0.18008,0.038494
217,1800,0.15584,0.11318,0.21787,0.14471,0.22576,0.32034,0.13742,0.033596
217,1830,0.11839,0.068706,0.16258,0.10745,0.16178,0.23907,0.10547,0.027101
217,1900,0.097143,0.043214,0.12569,0.086632,0.13206,0.18716,0.082696,0.027212
217,1930,0.057877,0.016758,0.056036999999999997,0.047614,0.090349,0.093192,0.05727,0.022422
217,2000,0.033618,0.0060999,0.04176,0.023821,0.064103,0.050233,0.04331,0.017678
217,2030,0.024172,0.014527,0.037126,0.013366,0.048218,0.029804,0.031408,0.0194
217,2100,0.013219,0.031861,0.023355,0.0031144,0.035786,0.014368,0.023097,0.014685
217,2130,0.0058438,0.042981,0.012166,0.0027251,0.029539,0.0097877,0.018211,0.013196
217,2200,0.0035419,0.049751,0.014452,0.0023358,0.023363,0.0073353,0.01501,0.011711
217,2230,0.0012552,0.051997,0.012279,0.0019465,0.020165,0.0069823,0.011828,0.010231
217,2300,6.2657e-4,0.056564,0.016806,0.004,0.01989,0.012947,0.013548,0.013522
217,2330,0,0.056516,0.021372,0.0036098,0.01671,0.0083726,0.010377,0.0072851
218,0,0,0.058791,0.016919,0.0056724,0.016437,0.010123,0.0088428,0.008972
218,30,0,0.058744,0.021486,0.0028293,0.013276,0.0076651,0.0073135,0.0059267
218,100,0,0.056375,0.028384,0,0.013003,0.0031316,0.0057891,0.0029004
218,130,0,0.056328,0.026151,0,0.0098605,0.0027793,0.0042695,0.001448
218,200,0,0.056281,0.023928,0.002439,0.0067362,0.002427,0.0011581,0
218,230,0,0.056234,0.021715,0.009828,0.0036295,0,0.0028418,0.0015511
218,300,0,0.056187,0.024043,0.00489,0.0033586,0.0037229,0.0013318,0.0031071
218,330,0,0.056139,0.017318,0.00489,0.0030878,0.0053779,0.0030158,0.001543
218,400,0,0.058413,0.010682,0.009828,0,0.0070399,0.0015055,0
218,430,0,0.060697,0.0085269,0.012315,0.001855,0.0066029,0,0
218,500,0,0.062992,0.0063812,0.014815,0.0037205,0.0082709,0,0
218,530,0,0.065296,0.0042449,0.014815,0.002756,0.007833,0,0
218,600,0,0.065248,0.0021178,0.017327,0.0017914,0.0073952,0.0029862,0.0015227
218,630,0,0.065201,0,0.022388,8.2679e-4,0.0090683,0.0061277,0.0030786
218,700,0,0.062802,0.014758,0.017327,0.0026947,0.010748,0.0060596,0.0062092
218,730,0,0.060414,0.034607,0.014815,0.0017274,0.012436,0.0027826,0.0015105
218,800,0.024644,0.065058,0.13886,0.040506,0.009338,0.090017,0.0059234,0.0015064
218,830,0.08488,0.099052,0.23935,0.10188,0.03195,0.21335,0.013967,0.0046272
218,900,0.11481,0.13262,0.26236,0.14167,0.08155,0.25399,0.027152,0.0077675
218,930,0.15074,0.17976,0.31954,0.1913,0.16637,0.32616,0.059991,0.010927
218,1000,0.16861,0.21239,0.3379,0.22321,0.25232,0.35554,0.11442,0.015707
218,1030,0.18017,0.2278,0.3568,0.24545,0.30208,0.38228,0.16172,0.022152
218,1100,0.19197,0.25007,0.37216,0.26074,0.34053,0.39779,0.19704,0.035294
218,1130,0.20636,0.26646,0.38788,0.28037,0.38141,0.41367,0.22735,0.045374
218,1200,0.21384,0.26641,0.38278,0.28437,0.39656,0.41723,0.23937,0.052202
218,1230,0.21898,0.27305,0.37771,0.29245,0.40641,0.42504,0.25163,0.060865
218,1300,0.21447,0.27299,0.36042,0.2884,0.41641,0.41181,0.25405,0.067898
218,1330,0.2172,0.27631,0.36766,0.2884,0.43832,0.4238,0.25396,0.066126
218,1400,0.2127,0.26618000000000003,0.35059,0.27245,0.43103,0.41058,0.24889,0.064359
218,1430,0.22025,0.27282,0.35774,0.2764,0.44742,0.42255,0.25129,0.062598
218,1500,0.22544,0.27954,0.35685,0.28437,0.46423,0.42617,0.25371,0.062594
218,1530,0.22332,0.28289,0.34395,0.28437,0.46897,0.42555,0.25112,0.060839
218,1600,0.21637,0.26929,0.32741,0.27245,0.44919,0.41647,0.23626,0.05389
