1,129,1100,0.05184,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1130,0.060239,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1200,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1230,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1300,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1330,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1400,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1430,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1500,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1530,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1600,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1630,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1700,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1730,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1800,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1830,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1900,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,1930,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2000,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2030,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,129,2330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,30,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,400,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,430,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,530,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,600,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,630,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,700,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,730,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,800,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,830,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,900,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,930,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1000,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1030,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1100,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1130,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1200,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1230,0.14513,11.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1300,0.18182,12.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1330,0.25457,34.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1400,0.4248,23.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1430,0.36159,38.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1500,0.38667,27.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1530,0.34248,32.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1600,0.49505,88.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1630,0.42922,13.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1700,0.34368,31.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1730,0.46041,37.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1800,0.61537,31.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1830,1.0525,23.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1900,1.0287,40.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,1930,0.87494,79.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2000,0.77436,24.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2030,0.68125,17.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2100,0.56098,15.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2130,0.5125,12.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2200,0.45451,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2230,0.36136,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2300,0.37105,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,130,2330,0.37095,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,131,0,0.38207,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,131,30,0.39126,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,131,100,0.35352,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1,131,130,0.35807,0,NaN,NaN,0.0052612,NaN,NaN,NaN,NaN,0
1,131,200,0.32792,0,NaN,NaN,0.0023047,NaN,NaN,NaN,NaN,0.00023038
1,131,230,0.28756,0,NaN,NaN,0.012582,NaN,NaN,NaN,NaN,0.00046077
1,131,300,0.26154,0,NaN,NaN,0.0095821,NaN,NaN,NaN,NaN,0.00069115
1,131,330,0.24785,0,NaN,NaN,0.0066017,NaN,NaN,NaN,NaN,0.0025053
1,131,400,0.22526,0,NaN,NaN,0.010255,NaN,NaN,NaN,NaN,0.0011519
1,131,430,0.1995,0,NaN,NaN,0.01561,NaN,NaN,NaN,NaN,0.0029668
1,131,500,0.17787,0,NaN,NaN,0.015948,NaN,NaN,NaN,NaN,0.0016127
1,131,530,0.19019,0,NaN,NaN,0.017971,NaN,NaN,NaN,NaN,0.0034283
1,131,600,0.19757,0,0,0,0.016624,0,NaN,NaN,NaN,0.003659
1,131,630,0.1776,0,0,0.00027532,0.018648,0.00014172,0,0,0,0.0054807
1,131,700,0.16402,0,0,0.009117,0.020679,0.0036974,0,0.00033058,4.0927e-05,0.0073082
1,131,730,0.151,0,0.0036298,0.039659,0.02957,0.0072774,0.00047061,0.0039801,0.0047697,0.0091415
1,131,800,0.13583,0,0.014679,0.10836,0.06746,0.054361,0.021375,0.029932,0.012723,0.015833
1,131,830,0.12272,0,0.043396,0.17259,0.12033,0.16981,0.087103,0.093502,0.038942,0.024261
1,131,900,0.11711,0,0.092885,0.20649,0.15434,0.24156,0.16183,0.1587,0.086371,0.046437
1,131,930,0.10095,0,0.1332,0.22181,0.17456,0.27675,0.20454,0.19566,0.14238,0.089766
1,131,1000,0.090733,0,0.1741,0.23235,0.19548,0.30815,0.22722,0.22012,0.19551,0.14295
1,131,1030,0.089168,0,0.20742,0.2457,0.20998,0.32601,0.25077,0.24559,0.24895,0.19703
1,131,1100,0.077949,0,0.23163,0.25397,0.21996,0.33826,0.2725,0.26154,0.31005,0.24174
1,131,1130,0.091535,0,0.25682,0.26236,0.23504,0.34456,0.28379,0.27789,0.35996,0.27694
1,131,1200,0.11128,0,0.27419,0.26541,0.23793,0.35092,0.29247,0.29191,0.3864,0.30074
1,131,1230,0.14088,0,0.25968,0.25235,0.2236,0.32676,0.27339,0.27874,0.36876,0.28527
1,131,1300,0.18523,0,0.27419,0.2634,0.2338,0.34513,0.29589,0.29829,0.38951,0.304
1,131,1330,0.27018,15.75,0.28306,0.26917,0.23668,0.35149,0.29903,0.30429,0.38657,0.30967
1,131,1400,0.58151,19.94,0.29206,0.26952,0.23957,0.35168,0.30217,0.30753,0.38068,0.31267
1,131,1430,0.78598,71.07,0.29508,0.26986,0.23998,0.35187,0.29963,0.30796,0.37483,0.30758
1,131,1500,1.0564,61.17,0.29206,0.27021,0.23543,0.35206,0.29429,0.30278,0.37196,0.29459
1,131,1530,1.1402,108.54,0.28904,0.27056,0.23831,0.34608,0.29178,0.30321,0.36619,0.28704
1,131,1600,1.3105,144.07,0.28009,0.26548,0.23624,0.32509,0.28373,0.28983,0.35474,0.28215
1,131,1630,1.1665,39.91,0.27126,0.25776,0.22684,0.29901,0.26764,0.2714,0.3296,0.26463
1,131,1700,1.269,67.1,0.2455,0.24751,0.21998,0.27394,0.25459,0.25092,0.30538,0.25004
1,131,1730,1.4444,30.88,0.21806,0.22973,0.19447,0.23672,0.23155,0.21637,0.28203,0.22158
1,131,1800,1.5314,26.87,0.20217,0.21994,0.18571,0.21399,0.23184,0.21434,0.26694,0.1989
1,131,1830,1.5439,21.75,0.16913,0.18611,0.15512,0.18017,0.20232,0.17495,0.23065,0.16416
1,131,1900,1.5955,56.38,0.13552,0.14521,0.11393,0.13276,0.16275,0.12546,0.18102,0.13139
1,131,1930,1.7394,53.83,0.10379,0.11747,0.086932,0.097119,0.13427,0.095512,0.14331,0.098537
1,131,2000,1.687,25.07,0.071705,0.071373,0.05941,0.059844,0.0811,0.054231,0.096611,0.06934
1,131,2030,1.6169,15.95,0.049336,0.041584,0.038458,0.034005,0.050893,0.027946,0.06933,0.050233
1,131,2100,1.5922,14.39,0.035581,0.025673,0.02676,0.021626,0.032952,0.016306,0.050185,0.03683
1,131,2130,1.4189,14.94,0.024074,0.01717,0.018666,0.013007,0.022579,0.011589,0.035031,0.025415
1,131,2200,1.3425,14.22,0.018416,0.010526,0.01733,0.0079636,0.01759,0.0069193,0.026819,0.019106
1,131,2230,1.1506,0,0.010969,0.0073752,0.015999,0.0046769,0.012653,0.0039409,0.018738,0.012876
